reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R06521(r)/3.1.3A1(rev)/3.1.3.4;	2/3.1.1A1;	0.0439883	0.444444	0.2	0.117647	0.0952381	0.0441176	0.0267857	0.0124224	0.00881057
R06521/3.1.3A1/3.1.3.4;	2/3.1.1A1;	0.0439883	0.444444	0.2	0.117647	0.0952381	0.0441176	0.0267857	0.0124224	0.00881057
R02115/3.1.1A1/3.1.1.13;	2/3.1.1A1;	0.0436782	0.833333	0.6	0.241379	0.106383	0.0465116	0.0133333	0.00462963	0
R01423/3.1.4A1/3.6.1.20;	2/3.1.1A1;	0.0434783	0.555556	0.363636	0.136364	0.0952381	0.05	0.0186335	0.0133333	0
R01423(r)/3.1.4A1(rev)/3.6.1.20;	2/3.1.1A1;	0.0434783	0.555556	0.363636	0.136364	0.0952381	0.05	0.0186335	0.0133333	0
R01423(r)/3.1.4A1(rev)/3.6.1.20;	2/3.1.1A1;	0.0434783	0.555556	0.363636	0.136364	0.0952381	0.05	0.0186335	0.0133333	0
R01423/3.1.4A1/3.6.1.20;	2/3.1.1A1;	0.0434783	0.555556	0.363636	0.136364	0.0952381	0.05	0.0186335	0.0133333	0
R00322(r)/3.1.4A1(rev)/3.6.1.20;	2/3.1.1A1;	0.0432749	0.555556	0.363636	0.121951	0.0555556	0.0340909	0.0212766	0.0147783	0.00694444
R00322/3.1.4A1/3.6.1.20;	2/3.1.1A1;	0.0432749	0.555556	0.363636	0.121951	0.0555556	0.0340909	0.0212766	0.0147783	0.00694444
R03496/3.1.3A1/3.1.3.40;	2/3.1.1A1;	0.0431328	0.444444	0.238095	0.0952381	0.0677966	0.0515464	0.0382166	0.0186916	0.00732601
R03496(r)/3.1.3A1(rev)/3.1.3.40;	2/3.1.1A1;	0.0431328	0.444444	0.238095	0.0952381	0.0677966	0.0515464	0.0382166	0.0186916	0.00732601
R06893/3.1.1A1/3.1.1.2;	2/3.1.1A1;	0.0431154	1	0.714286	0.241379	0.0416667	0	0	0	0
R06893/3.1.1A1/3.1.1.2;	2/3.1.1A1;	0.0431154	1	0.714286	0.241379	0.0416667	0	0	0	0
R04525/3.1.1A1/3.1.1.66;	2/3.1.1A1;	0.0430248	1	0.714286	0.285714	0.0638298	0	0	0	0
R00548(r)/3.1.3A1(rev)/3.1.3.102,3.1.3.2;	2/3.1.1A1;	0.0428571	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0263158	0.0184049	0.0126582
R00548(r)/3.1.3A1(rev)/3.1.3.102,3.1.3.2;	2/3.1.1A1;	0.0428571	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0263158	0.0184049	0.0126582
R00548/3.1.3A1/3.1.3.102,3.1.3.2;	2/3.1.1A1;	0.0428571	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0263158	0.0184049	0.0126582
R08175/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08187/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08186/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08185/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08182/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R01274/3.1.2A1/3.1.2.2,3.1.2.22;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08184/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08174/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08188/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08189/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08190/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08191/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08192/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08176/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08273/3.1.2A1/;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08177/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R08178/3.1.2A1/3.1.2.2;	2/3.1.1A1;	0.0425844	0.428571	0.333333	0.2	0.097561	0.0588235	0.026087	0.0121212	0
R01805/3.1.3A1/3.1.3.29;	2/3.1.1A1;	0.042524	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.034188	0.0171429	0.0119522
R01805(r)/3.1.3A1(rev)/3.1.3.29;	2/3.1.1A1;	0.042524	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.034188	0.0171429	0.0119522
R06415/3.1.2A1/;	2/3.1.1A1;	0.0424597	0.428571	0.333333	0.2	0.146341	0.0684932	0.0168067	0	0
R01562/3.1.3A1/3.1.3.6;	2/3.1.1A1;	0.0422535	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0229358	0.00967742
R01562(r)/3.1.3A1(rev)/3.1.3.6;	2/3.1.1A1;	0.0422535	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0229358	0.00967742
R03013(r)/3.1.3A1(rev)/3.1.3.15;	2/3.1.1A1;	0.0417867	0.444444	0.2	0.117647	0.1	0.0597015	0.0172414	0.0122699	0.00423729
R03013/3.1.3A1/3.1.3.15;	2/3.1.1A1;	0.0417867	0.444444	0.2	0.117647	0.1	0.0597015	0.0172414	0.0122699	0.00423729
R03974(r)/3.1.2A1/3.1.2.27;	2/3.1.1A1;	0.0417246	0.428571	0.333333	0.2	0.097561	0.0724638	0.0247934	0.0113636	0
R11251/3.1.3A1/;	2/3.1.1A1;	0.0416667	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.0327869	0.0167598	0.0119522
R11251(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0416667	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.0327869	0.0167598	0.0119522
R07296/3.1.2A1/3.1.2.27;	2/3.1.1A1;	0.0416089	0.428571	0.333333	0.2	0.097561	0.0724638	0.0247934	0.0113636	0
R04141/3.1.1A1/3.1.1.56;	2/3.1.1A1;	0.0414692	1	0.714286	0.241379	0.04	0.011236	0.00653595	0.0047619	0.00348432
R04141/3.1.1A1/3.1.1.56;	2/3.1.1A1;	0.0414692	1	0.714286	0.241379	0.04	0.011236	0.00653595	0.0047619	0.00348432
R08602/3.1.2A1/3.1.2.22;	2/3.1.1A1;	0.0414286	0.428571	0.333333	0.2	0.0930233	0.0547945	0.0247934	0.0118343	0
R02942/3.1.1A1/3.1.1.55;	2/3.1.1A1;	0.0413333	1	0.714286	0.225806	0.0357143	0	0	0	0
R01003(r)/3.1.3A1(rev)/3.1.3.51;	2/3.1.1A1;	0.0412979	0.444444	0.2	0.0909091	0.1	0.0447761	0.0181818	0.0124224	0.00873362
R01003/3.1.3A1/3.1.3.51;	2/3.1.1A1;	0.0412979	0.444444	0.2	0.0909091	0.1	0.0447761	0.0181818	0.0124224	0.00873362
R08180(r)/3.1.2A1(rev)/3.1.2.2;	2/3.1.1A1;	0.0410557	0.428571	0.333333	0.153846	0.0714286	0.0434783	0.026087	0.0121212	0.00847458
R08179(r)/3.1.2A1(rev)/3.1.2.2;	2/3.1.1A1;	0.0410557	0.428571	0.333333	0.153846	0.0714286	0.0434783	0.026087	0.0182927	0.00421941
R08183(r)/3.1.2A1(rev)/3.1.2.2;	2/3.1.1A1;	0.0410557	0.428571	0.333333	0.153846	0.0714286	0.0434783	0.026087	0.0182927	0.00421941
R02706(r)/3.1.3A1/;	2/3.1.1A1;	0.0410053	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0322581	0.0164835	0.0117188
R02706/3.1.3A1(rev)/;	2/3.1.1A1;	0.0410053	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0322581	0.0164835	0.0117188
R00322/3.1.4A1/3.6.1.20;	2/3.1.1A1;	0.0408401	0.555556	0.363636	0.121951	0.0555556	0.0340909	0.0212766	0.0147783	0
R00322(r)/3.1.4A1(rev)/3.6.1.20;	2/3.1.1A1;	0.0408401	0.555556	0.363636	0.121951	0.0555556	0.0340909	0.0212766	0.0147783	0
R04999(r)/3.1.1A1/;	2/3.1.1A1;	0.0406404	1	0.625	0.2	0.0491803	0.0103093	0	0	0
R04999(r)/3.1.1A1/;	2/3.1.1A1;	0.0406404	1	0.625	0.2	0.0491803	0.0103093	0	0	0
R01351/3.1.1A1/3.1.1.23;	2/3.1.1A1;	0.0404984	0.833333	0.571429	0.230769	0.0487805	0	0	0	0
R07293/3.1.1A1/3.1.1.79;	2/3.1.1A1;	0.0404984	0.833333	0.571429	0.230769	0.0487805	0	0	0	0
R03538/3.1.3A1/3.1.4.16;	2/3.1.1A1;	0.0404676	0.444444	0.272727	0.111111	0.112676	0.0620155	0.030303	0.011194	0.00277008
R03929/3.1.3A1/3.1.4.16;	2/3.1.1A1;	0.0404676	0.444444	0.272727	0.111111	0.112676	0.0620155	0.030303	0.011194	0.00277008
R11785/3.1.3A1/3.1.3.105;	2/3.1.1A1;	0.04	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.031746	0.0159574	0.011236
R11785(r)/3.1.3A1(rev)/3.1.3.105;	2/3.1.1A1;	0.04	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.031746	0.0159574	0.011236
R01352/3.1.1A1/3.1.1.23;	2/3.1.1A1;	0.04	0.833333	0.6	0.16129	0.0454545	0	0	0	0
R00188/3.1.3A1/3.1.3.7,3.1.3.97;	2/3.1.1A1;	0.039959	0.444444	0.238095	0.0952381	0.0677966	0.049505	0.0301205	0.0212766	0.00898204
R00188(r)/3.1.3A1(rev)/3.1.3.7,3.1.3.97;	2/3.1.1A1;	0.039959	0.444444	0.238095	0.0952381	0.0677966	0.049505	0.0301205	0.0212766	0.00898204
R02597/3.1.3A1/3.1.3.29;	2/3.1.1A1;	0.0396717	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.034188	0.0171429	0.00395257
R02597(r)/3.1.3A1(rev)/3.1.3.29;	2/3.1.1A1;	0.0396717	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.034188	0.0171429	0.00395257
R00054/3.1.1A1/3.1.1.40;	2/3.1.1A1;	0.039604	1	0.555556	0.219512	0.0933333	0.0151515	0	0	0
R00054/3.1.1A1/3.1.1.40;	2/3.1.1A1;	0.039604	1	0.555556	0.219512	0.0933333	0.0151515	0	0	0
R08181(r)/3.1.2A1(rev)/3.1.2.2;	2/3.1.1A1;	0.0395315	0.428571	0.333333	0.153846	0.0714286	0.0434783	0.0172414	0.0121212	0.00847458
R00191/3.1.4A1/3.1.4.17,3.1.4.53;	2/3.1.1A1;	0.0394858	0.555556	0.304348	0.0833333	0.056338	0.0431034	0.026738	0.019305	0.00817439
R00508(r)/3.1.3A1(rev)/3.1.3.7;	2/3.1.1A1;	0.0394737	0.444444	0.238095	0.0952381	0.0677966	0.049505	0.0301205	0.021097	0.00872093
R00508/3.1.3A1/3.1.3.7;	2/3.1.1A1;	0.0394737	0.444444	0.238095	0.0952381	0.0677966	0.049505	0.0301205	0.021097	0.00872093
R02688/3.1.1A1/3.1.1.3;	2/3.1.1A1;	0.0392157	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R05361/3.1.1A1/3.7.1.8;	2/3.1.1A1;	0.0391909	1	0.625	0.2	0.0333333	0	0	0	0
R05361/3.1.1A1/3.7.1.8;	2/3.1.1A1;	0.0391909	1	0.625	0.2	0.0333333	0	0	0	0
R00053/3.1.1A1/3.1.1.20;	2/3.1.1A1;	0.0390244	1	0.555556	0.230769	0.0933333	0.0155039	0	0	0
R00053/3.1.1A1/3.1.1.20;	2/3.1.1A1;	0.0390244	1	0.555556	0.230769	0.0933333	0.0155039	0	0	0
R00053/3.1.1A1/3.1.1.20;	2/3.1.1A1;	0.0390244	1	0.555556	0.230769	0.0933333	0.0155039	0	0	0
R00053/3.1.1A1/3.1.1.20;	2/3.1.1A1;	0.0390244	1	0.555556	0.230769	0.0933333	0.0155039	0	0	0
R02135(r)/3.1.3A1(rev)/3.1.3.1,3.1.3.100,3.1.3.2;	2/3.1.1A1;	0.0388889	0.444444	0.2	0.0909091	0.0731707	0.0571429	0.0169492	0.0115607	0.00809717
R02135(r)/3.1.3A1(rev)/3.1.3.1,3.1.3.100,3.1.3.2;	2/3.1.1A1;	0.0388889	0.444444	0.2	0.0909091	0.0731707	0.0571429	0.0169492	0.0115607	0.00809717
R02135/3.1.3A1/3.1.3.1,3.1.3.100,3.1.3.2;	2/3.1.1A1;	0.0388889	0.444444	0.2	0.0909091	0.0731707	0.0571429	0.0169492	0.0115607	0.00809717
R02135/3.1.3A1/3.1.3.1,3.1.3.100,3.1.3.2;	2/3.1.1A1;	0.0388889	0.444444	0.2	0.0909091	0.0731707	0.0571429	0.0169492	0.0115607	0.00809717
R07902(r)/3.1.2A1(rev)/;	2/3.1.1A1;	0.038822	0.428571	0.333333	0.153846	0.0930233	0.0526316	0.0152672	0.0107527	0.0078125
R03416/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.038806	0.833333	0.571429	0.230769	0.0487805	0	0	0	0
R07291/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.038806	0.833333	0.571429	0.230769	0.0487805	0	0	0	0
R02746/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.038806	0.833333	0.571429	0.230769	0.0487805	0	0	0	0
R07262(r)/3.1.2A1(rev)/3.1.2.28;	2/3.1.1A1;	0.0386052	0.428571	0.333333	0.142857	0.06	0.0235294	0.0217391	0.0255102	0.0108303
R02370/3.1.3A1/3.1.3.6;	2/3.1.1A1;	0.0385888	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0138889	0.00337838
R01877/3.1.3A1/3.1.3.6;	2/3.1.1A1;	0.0385888	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0138889	0.00337838
R01877(r)/3.1.3A1(rev)/3.1.3.6;	2/3.1.1A1;	0.0385888	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0138889	0.00337838
R02370(r)/3.1.3A1(rev)/3.1.3.6;	2/3.1.1A1;	0.0385888	0.444444	0.238095	0.0952381	0.0677966	0.0505051	0.0320513	0.0138889	0.00337838
R02083/3.1.2A1/3.1.2.5;	2/3.1.1A1;	0.0385714	0.428571	0.333333	0.2	0.113636	0.0526316	0.0166667	0	0
R04373(r)/3.1.4A1(rev)/3.1.4.45;	2/3.1.1A1;	0.0384968	0.555556	0.304348	0.106383	0.0821918	0.0645161	0.0248756	0.0037594	0
R04373/3.1.4A1/3.1.4.45;	2/3.1.1A1;	0.0384968	0.555556	0.304348	0.106383	0.0821918	0.0645161	0.0248756	0.0037594	0
R00118(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0382353	0.444444	0.238095	0.121951	0.140351	0.0666667	0.0232558	0.008	0
R01369,R02250/3.1.1A1/3.1.1.3,3.1.1.34,3.1.1.79;	2/3.1.1A1;	0.0382353	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R00118/3.1.3A1/;	2/3.1.1A1;	0.0382353	0.444444	0.238095	0.121951	0.140351	0.0666667	0.0232558	0.008	0
R02250/3.1.1A1/3.1.1.3;	2/3.1.1A1;	0.0382353	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R02088(r)/3.1.3A1(rev)/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.0382082	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00772201
R02088/3.1.3A1/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.0382082	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00772201
R05209/3.1.1A1/3.1.1.3,3.1.1.79;	2/3.1.1A1;	0.0380673	0.833333	0.6	0.16129	0.0434783	0	0	0	0
R02687/3.1.1A1/3.1.1.3;	2/3.1.1A1;	0.0380673	0.833333	0.6	0.16129	0.0434783	0	0	0	0
R06520(r)/3.1.3A1(rev)/3.1.3.4;	2/3.1.1A1;	0.0379009	0.444444	0.2	0.117647	0.0952381	0.0441176	0.0176991	0.00617284	0
R06520/3.1.3A1/3.1.3.4;	2/3.1.1A1;	0.0379009	0.444444	0.2	0.117647	0.0952381	0.0441176	0.0176991	0.00617284	0
R01030(r)/3.1.4A1(rev)/3.1.4.2,3.1.4.46;	2/3.1.1A1;	0.037889	0.555556	0.333333	0.1	0.0909091	0.0246914	0	0	0
R01030/3.1.4A1/3.1.4.2,3.1.4.46;	2/3.1.1A1;	0.037889	0.555556	0.333333	0.1	0.0909091	0.0246914	0	0	0
R00191/3.1.3A1/3.1.4.17,3.1.4.53;	2/3.1.1A1;	0.0377358	0.444444	0.272727	0.0869565	0.057971	0.0446429	0.0276243	0.0197628	0.00835655
R02591(r)/3.1.4A1(rev)/3.1.4.38;	2/3.1.1A1;	0.0376851	0.555556	0.333333	0.1	0.0909091	0.025	0	0	0
R02591/3.1.4A1/3.1.4.38;	2/3.1.1A1;	0.0376851	0.555556	0.333333	0.1	0.0909091	0.025	0	0	0
R02054/3.1.1A1/3.1.1.32;	2/3.1.1A1;	0.0376266	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R01314,R01316/3.1.1A1/3.1.1.32;	2/3.1.1A1;	0.0376266	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R04034/3.1.1A1/3.1.1.32;	2/3.1.1A1;	0.0376266	0.833333	0.571429	0.230769	0.0465116	0	0	0	0
R09834,R10187/3.1.3A1/3.2.1.184,3.6.1.57;	2/3.1.1A1;	0.0376085	0.444444	0.217391	0.0833333	0.0714286	0.0666667	0.0337079	0.0120968	0
R10187/3.1.3A1/3.2.1.184;	2/3.1.1A1;	0.0376085	0.444444	0.217391	0.0833333	0.0714286	0.0666667	0.0337079	0.0120968	0
R08070,R08079(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R00183(r)/3.1.3A1(rev)/3.1.3.5;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R00183/3.1.3A1/3.1.3.5;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R04594/3.1.3A1/3.1.3.73;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R04594/3.1.3A1/3.1.3.73;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R04594(r)/3.1.3A1(rev)/3.1.3.73;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R04594(r)/3.1.3A1(rev)/3.1.3.73;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R08071/3.1.3A1/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R08071(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R08069(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R08069/3.1.3A1/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R08070,R08079/3.1.3A1/;	2/3.1.1A1;	0.0375648	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00760456
R10210/3.1.2A1/;	2/3.1.1A1;	0.037518	0.428571	0.333333	0.185185	0.0888889	0.057971	0.0168067	0	0
R03518/3.1.6A1/3.1.6.10;	2/3.1.1A1;	0.0375162	0.428571	0.2	0.0857143	0.0666667	0.0394737	0.031746	0.0159574	0.0111524
R03518(r)/3.1.6A1(rev)/3.1.6.10;	2/3.1.1A1;	0.0375162	0.428571	0.2	0.0857143	0.0666667	0.0394737	0.031746	0.0159574	0.0111524
R07280/3.1.3A1/3.1.3.104;	2/3.1.1A1;	0.0373563	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0263158	0.0123457	0
R07280(r)/3.1.3A1(rev)/3.1.3.104;	2/3.1.1A1;	0.0373563	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0263158	0.0123457	0
R02598(r)/3.1.4A1(rev)/3.1.4.40;	2/3.1.1A1;	0.0372671	0.555556	0.28	0.0909091	0.0588235	0.0434783	0.0304348	0.0220126	0.00238663
R02598/3.1.4A1/3.1.4.40;	2/3.1.1A1;	0.0372671	0.555556	0.28	0.0909091	0.0588235	0.0434783	0.0304348	0.0220126	0.00238663
R01328/3.1.4A1/3.1.4.49;	2/3.1.1A1;	0.0371945	0.555556	0.304348	0.0869565	0.057971	0.0363636	0.0116959	0.00888889	0.00716846
R01328(r)/3.1.4A1(rev)/3.1.4.49;	2/3.1.1A1;	0.0371945	0.555556	0.304348	0.0869565	0.057971	0.0363636	0.0116959	0.00888889	0.00716846
R01006(r)/3.1.4A1(rev)/3.1.4.48;	2/3.1.1A1;	0.0371945	0.555556	0.304348	0.0869565	0.057971	0.0363636	0.0116959	0.00888889	0.00716846
R01006/3.1.4A1/3.1.4.48;	2/3.1.1A1;	0.0371945	0.555556	0.304348	0.0869565	0.057971	0.0363636	0.0116959	0.00888889	0.00716846
R07881(r)/3.1.2A1(rev)/;	2/3.1.1A1;	0.0371795	0.428571	0.333333	0.142857	0.0625	0.0253165	0.0225564	0.0207254	0.00740741
R07881(r)/3.1.2A1(rev)/;	2/3.1.1A1;	0.0371795	0.428571	0.333333	0.142857	0.0625	0.0253165	0.0225564	0.0207254	0.00740741
R02102(r)/3.1.3A1(rev)/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.037037	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00390625
R01664/3.1.3A1/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.037037	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00390625
R01664(r)/3.1.3A1(rev)/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.037037	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00390625
R02102/3.1.3A1/3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.037037	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00390625
R03517/3.1.6A1/3.1.6.9;	2/3.1.1A1;	0.037	0.428571	0.238095	0.0952381	0.0833333	0.046729	0.0337079	0.0162602	0.0060241
R03517(r)/3.1.6A1(rev)/3.1.6.9;	2/3.1.1A1;	0.037	0.428571	0.238095	0.0952381	0.0833333	0.046729	0.0337079	0.0162602	0.0060241
R01569/3.1.3A1/3.1.3.35,3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.0369393	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00387597
R01569(r)/3.1.3A1(rev)/3.1.3.35,3.1.3.5,3.1.3.89;	2/3.1.1A1;	0.0369393	0.444444	0.2	0.0857143	0.0666667	0.0405405	0.024	0.0163934	0.00387597
R03417/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.0365682	0.833333	0.6	0.16129	0.0434783	0	0	0	0
R02744(r)/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.0365682	0.833333	0.6	0.16129	0.0434783	0	0	0	0
R02747/3.1.1A1/3.1.1.5;	2/3.1.1A1;	0.0365682	0.833333	0.6	0.16129	0.0434783	0	0	0	0
R00963/3.1.3A1/3.1.3.5;	2/3.1.1A1;	0.0364109	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00384615
R00963(r)/3.1.3A1(rev)/3.1.3.5;	2/3.1.1A1;	0.0364109	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00384615
R00511/3.1.3A1/3.1.3.5,3.1.3.91;	2/3.1.1A1;	0.0364109	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00384615
R00511(r)/3.1.3A1(rev)/3.1.3.5,3.1.3.91;	2/3.1.1A1;	0.0364109	0.444444	0.2	0.0857143	0.0666667	0.0394737	0.0232558	0.016129	0.00384615
R06415(r)/3.1.2A1(rev)/;	2/3.1.1A1;	0.0363901	0.428571	0.333333	0.153846	0.119048	0.0540541	0.00833333	0	0
R07582(r)/3.1.3A1(rev)/3.1.3.76;	2/3.1.1A1;	0.0363165	0.444444	0.238095	0.1	0.0784314	0.0493827	0.0153846	0.00558659	0
R07582/3.1.3A1/3.1.3.76;	2/3.1.1A1;	0.0363165	0.444444	0.238095	0.1	0.0784314	0.0493827	0.0153846	0.00558659	0
R04621/3.1.3A1(rev)/;	2/3.1.1A1;	0.0362622	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0258621	0.0119048	0
R04621(r)/3.1.3A1/;	2/3.1.1A1;	0.0362622	0.444444	0.2	0.0857143	0.0697674	0.0428571	0.0258621	0.0119048	0
R11173(r)/3.1.3A1(rev)/3.1.3.73;	2/3.1.1A1;	0.0360248	0.444444	0.2	0.0857143	0.0666667	0.0384615	0.0218978	0.0153846	0.00722022
R11173/3.1.3A1/3.1.3.73;	2/3.1.1A1;	0.0360248	0.444444	0.2	0.0857143	0.0666667	0.0384615	0.0218978	0.0153846	0.00722022
R07881/3.1.2A1/;	2/3.1.1A1;	0.0358515	0.428571	0.333333	0.185185	0.0851064	0.0253165	0.0149254	0.0102564	0.00740741
R01312(r)/3.1.4A1(rev)/3.1.4.3;	2/3.1.1A1;	0.0356234	0.555556	0.333333	0.1	0.0877193	0.0227273	0	0	0
R01312/3.1.4A1/3.1.4.3;	2/3.1.1A1;	0.0356234	0.555556	0.333333	0.1	0.0877193	0.0227273	0	0	0
R07387/3.1.1A1/3.1.1.4;	2/3.1.1A1;	0.0356164	0.833333	0.6	0.16129	0.0416667	0	0	0	0
R02083(r)/3.1.2A1(rev)/3.1.2.5;	2/3.1.1A1;	0.0356125	0.428571	0.333333	0.153846	0.113636	0.038961	0.0166667	0	0
R00628/3.1.1A1/3.1.1.6;	2/3.1.1A1;	0.0355987	0.833333	0.428571	0.3	0	0	0	0	0
R10748(r)/3.1.3A1(rev)/;	2/3.1.1A1;	0.0355619	0.444444	0.2	0.111111	0.0666667	0.0422535	0.00840336	0.00613497	0.004329
