reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R08707/3.5.1A4/3.5.1.52;	3/3.5.1A1;	0.120879	1	0.8	0.611111	0.34375	0.16129	0.0660377	0.0434783	0.0290698
R08707/3.5.1A1/3.5.1.52;	3/3.5.1A1;	0.120879	1	0.8	0.611111	0.34375	0.16129	0.0660377	0.0434783	0.0290698
R09536(r)/3.5.1A1(rev)/3.5.1.99;	3/3.5.1A1;	0.120853	1	0.636364	0.421053	0.241379	0.162791	0.101449	0.049505	0.0140845
R02425/3.5.1A1/3.5.2.5;	3/3.5.1A1;	0.120614	1	0.8	0.47619	0.34375	0.226415	0.0595238	0.00943396	0
R02425/3.5.1A4/3.5.2.5;	3/3.5.1A1;	0.120614	1	0.8	0.47619	0.34375	0.226415	0.0595238	0.00943396	0
R01992/3.5.1A1/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.12035	1	0.8	0.705882	0.413793	0.16	0.0493827	0.018018	0.00662252
R01992/3.5.1A4/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.12035	1	0.8	0.705882	0.413793	0.16	0.0493827	0.018018	0.00662252
R03093/3.5.5A1/3.5.5.1;	3/3.5.1A1;	0.119369	1	0.363636	0.294118	0.142857	0.130435	0.136986	0.0917431	0.0394737
R00944/3.5.1A1/3.5.1.10;	3/3.5.1A1;	0.119008	1	0.8	0.473684	0.222222	0.116667	0.0909091	0.0641026	0.0599078
R03975(r)/3.5.1A1(rev)/3.5.1.24;	3/3.5.1A1;	0.118534	1	0.636364	0.421053	0.310345	0.177778	0.12	0.0442478	0.00609756
R08295(r)/3.5.1A1(rev)/3.1.1.1;	3/3.5.1A1;	0.118534	1	0.636364	0.318182	0.194444	0.156863	0.0875	0.0458716	0.0408163
R08295(r)/3.5.1A1(rev)/3.1.1.1;	3/3.5.1A1;	0.118534	1	0.636364	0.318182	0.194444	0.156863	0.0875	0.0458716	0.0408163
R04486(r)/3.5.1A1(rev)/3.5.1.24;	3/3.5.1A1;	0.118026	1	0.636364	0.421053	0.310345	0.177778	0.12	0.0442478	0.0060241
R05835(r)/3.5.1A1(rev)/3.5.1.24;	3/3.5.1A1;	0.118026	1	0.636364	0.421053	0.310345	0.177778	0.12	0.0442478	0.0060241
R00899(r)/3.5.1A1(rev)/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.117225	1	0.636364	0.45	0.3125	0.111111	0.0895522	0.0408163	0
R03096(r)/3.5.1A1(rev)/3.5.1.4;	3/3.5.1A1;	0.117137	1	0.454545	0.263158	0.137931	0.125	0.131579	0.0884956	0.0382166
R08295/3.5.1A1/3.1.1.1;	3/3.5.1A1;	0.116129	1	0.8	0.611111	0.264706	0.18	0.0740741	0.0178571	0.00657895
R08295/3.5.1A4/3.1.1.1;	3/3.5.1A1;	0.116129	1	0.8	0.611111	0.264706	0.18	0.0740741	0.0178571	0.00657895
R08295/3.5.1A4/3.1.1.1;	3/3.5.1A1;	0.116129	1	0.8	0.611111	0.264706	0.18	0.0740741	0.0178571	0.00657895
R08295/3.5.1A1/3.1.1.1;	3/3.5.1A1;	0.116129	1	0.8	0.611111	0.264706	0.18	0.0740741	0.0178571	0.00657895
R07651(r)/3.5.1A1(rev)/3.4.13.22;	3/3.5.1A1;	0.115741	0.428571	0.375	0.37037	0.323529	0.142857	0.104478	0.0412371	0
R05055/3.5.1A1/;	3/3.5.1A1;	0.115721	1	0.8	0.8125	0.448276	0.106383	0.0519481	0.0173913	0
R05055/3.5.1A4/;	3/3.5.1A1;	0.115721	1	0.8	0.8125	0.448276	0.106383	0.0519481	0.0173913	0
R09650(r)/3.5.1A1(rev)/3.5.1.101;	3/3.5.1A1;	0.115108	1	0.454545	0.368421	0.321429	0.209302	0.0985915	0.0294118	0
R04951(r)/3.5.1A1(rev)/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.115023	1	0.636364	0.45	0.3125	0.106383	0.084507	0.040404	0
R11561/3.5.1A1/3.5.1.123;	3/3.5.1A1;	0.114894	1	0.8	0.611111	0.3	0.18	0.0705882	0.0168067	0.00666667
R11561/3.5.1A1/3.5.1.123;	3/3.5.1A1;	0.114894	1	0.8	0.611111	0.3	0.18	0.0705882	0.0168067	0.00666667
R11561/3.5.1A4/3.5.1.123;	3/3.5.1A1;	0.114894	1	0.8	0.611111	0.3	0.18	0.0705882	0.0168067	0.00666667
R11561/3.5.1A4/3.5.1.123;	3/3.5.1A1;	0.114894	1	0.8	0.611111	0.3	0.18	0.0705882	0.0168067	0.00666667
R05226/3.5.1A1(rev)/3.5.1.90;	3/3.5.1A1;	0.114398	1	0.636364	0.421053	0.225806	0.145833	0.0823529	0.0564516	0.038674
R03970/3.5.1A1(rev)/2.3.2.2;	3/3.5.1A1;	0.113786	1	0.636364	0.380952	0.322581	0.183673	0.1	0.0178571	0
R02734(r)/3.5.1A1(rev)/3.5.1.18;	3/3.5.1A1;	0.113537	1	0.636364	0.380952	0.322581	0.16	0.0617284	0.0277778	0.0202703
R01424(r)/3.5.1A1(rev)/3.5.1.32;	3/3.5.1A1;	0.111349	1	0.636364	0.380952	0.189189	0.0740741	0.075	0.0540541	0.0413793
R01424(r)/3.5.1A1(rev)/3.5.1.32;	3/3.5.1A1;	0.111349	1	0.636364	0.380952	0.189189	0.0740741	0.075	0.0540541	0.0413793
R10933(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.110874	1	0.636364	0.380952	0.322581	0.183673	0.0952381	0.017094	0
R09779(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.110169	1	0.636364	0.380952	0.322581	0.183673	0.0952381	0.0168067	0
R01587/3.5.1A1/3.5.1.36;	3/3.5.1A1;	0.110048	1	0.8	0.5625	0.32	0.166667	0.0675676	0.00943396	0
R01587/3.5.1A4/3.5.1.36;	3/3.5.1A1;	0.110048	1	0.8	0.5625	0.32	0.166667	0.0675676	0.00943396	0
R09647,R09649(r)/3.5.1A1(rev)/3.5.1.100,3.5.1.101;	3/3.5.1A1;	0.109302	1	0.454545	0.368421	0.233333	0.106383	0.0833333	0.0582524	0.0214286
R11190(r)/3.5.1A1(rev)/3.4.14.13;	3/3.5.1A1;	0.10883	1	0.636364	0.380952	0.322581	0.183673	0.0952381	0.0162602	0.00625
R09537/3.5.1A1/3.5.1.99;	3/3.5.1A1;	0.108642	1	0.6	0.5	0.24	0.15	0.0909091	0.040404	0
R05207/3.5.1A1(rev)/;	3/3.5.1A1;	0.108333	1	0.636364	0.380952	0.322581	0.183673	0.0952381	0.0166667	0
R11181/3.5.1A1/3.5.2.20;	3/3.5.1A1;	0.108055	1	0.8	0.55	0.236842	0.15	0.0659341	0.0330579	0
R11181/3.5.1A4/3.5.2.20;	3/3.5.1A1;	0.108055	1	0.8	0.55	0.236842	0.15	0.0659341	0.0330579	0
R11181/3.5.1A4/3.5.2.20;	3/3.5.1A1;	0.108055	1	0.8	0.55	0.236842	0.15	0.0659341	0.0330579	0
R11181/3.5.1A1/3.5.2.20;	3/3.5.1A1;	0.108055	1	0.8	0.55	0.236842	0.15	0.0659341	0.0330579	0
R05635/3.5.1A1/3.5.1.88;	3/3.5.1A1;	0.107656	1	0.6	0.352941	0.214286	0.113636	0.0694444	0.049505	0.0289855
R05635/3.5.1A4/3.5.1.88;	3/3.5.1A1;	0.107656	1	0.6	0.352941	0.214286	0.113636	0.0694444	0.049505	0.0289855
R11021(r)/3.5.1A1(rev)/3.5.1.118;	3/3.5.1A1;	0.107216	1	0.636364	0.380952	0.322581	0.176471	0.0941176	0.0166667	0
R05055(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.106061	1	0.636364	0.45	0.3125	0.106383	0.08	0.0353982	0
R01076/3.5.1A1/3.5.1.12;	3/3.5.1A1;	0.106024	1	0.6	0.5	0.24	0.15	0.0909091	0.039604	0
R08311/3.5.1A1/;	3/3.5.1A1;	0.105263	1	0.8	0.409091	0.216216	0.135593	0.0769231	0.04	0.00621118
R08311/3.5.1A4/;	3/3.5.1A1;	0.105263	1	0.8	0.409091	0.216216	0.135593	0.0769231	0.04	0.00621118
R08311/3.5.1A4/;	3/3.5.1A1;	0.105263	1	0.8	0.409091	0.216216	0.135593	0.0769231	0.04	0.00621118
R08311/3.5.1A1/;	3/3.5.1A1;	0.105263	1	0.8	0.409091	0.216216	0.135593	0.0769231	0.04	0.00621118
R00411(r)/3.5.1A1(rev)/3.5.1.96;	3/3.5.1A1;	0.105033	1	0.636364	0.380952	0.322581	0.16	0.060241	0.0188679	0
R01884/3.5.1A1/3.5.2.10;	3/3.5.1A1;	0.104895	1	0.8	0.45	0.322581	0.18	0.012987	0	0
R01884/3.5.1A4/3.5.2.10;	3/3.5.1A1;	0.104895	1	0.8	0.45	0.322581	0.18	0.012987	0	0
R00911/3.5.1A1/3.4.13.4;	3/3.5.1A1;	0.104784	1	0.8	0.705882	0.322581	0.08	0.04	0.00943396	0
R00911/3.5.1A4/3.4.13.4;	3/3.5.1A1;	0.104784	1	0.8	0.705882	0.322581	0.08	0.04	0.00943396	0
R00059(r)/3.5.1A1(rev)/3.5.1.46;	3/3.5.1A1;	0.104255	0.428571	0.375	0.32	0.212121	0.142857	0.0779221	0.0454545	0.0273973
R09657/3.5.1A4/3.5.2.19;	3/3.5.1A1;	0.104056	1	0.8	0.8125	0.393939	0.16129	0.0673077	0	0
R09657/3.5.1A1/3.5.2.19;	3/3.5.1A1;	0.104056	1	0.8	0.8125	0.393939	0.16129	0.0673077	0	0
R02474/3.5.1A4/3.5.1.22;	3/3.5.1A1;	0.103982	1	0.8	0.611111	0.257143	0.125	0.0394737	0.00943396	0
R02474/3.5.1A1/3.5.1.22;	3/3.5.1A1;	0.103982	1	0.8	0.611111	0.257143	0.125	0.0394737	0.00943396	0
R03935/3.5.1A1/3.4.13.4;	3/3.5.1A1;	0.103837	1	0.8	0.705882	0.322581	0.08	0.04	0.00943396	0
R03935/3.5.1A4/3.4.13.4;	3/3.5.1A1;	0.103837	1	0.8	0.705882	0.322581	0.08	0.04	0.00943396	0
R01992(r)/3.5.1A1(rev)/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.103448	1	0.636364	0.380952	0.322581	0.137255	0.0625	0.0272727	0
R02540/3.5.1A1/3.5.1.4;	3/3.5.1A1;	0.102088	1	0.6	0.5	0.222222	0.130435	0.0833333	0.0380952	0
R02540/3.5.1A1/3.5.1.4;	3/3.5.1A1;	0.102088	1	0.6	0.5	0.222222	0.130435	0.0833333	0.0380952	0
R05783/3.5.1A1/3.5.1.86;	3/3.5.1A1;	0.100686	1	0.6	0.444444	0.193548	0.130435	0.0833333	0.0380952	0
R05783/3.5.1A1/3.5.1.86;	3/3.5.1A1;	0.100686	1	0.6	0.444444	0.193548	0.130435	0.0833333	0.0380952	0
R01166/3.5.1A4/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.100656	1	0.8	0.705882	0.322581	0.0769231	0.0384615	0.00900901	0
R01166/3.5.1A1/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.100656	1	0.8	0.705882	0.322581	0.0769231	0.0384615	0.00900901	0
R01077(r)/3.5.1A1(rev)/3.5.1.12;	3/3.5.1A1;	0.100437	1	0.636364	0.421053	0.2	0.130435	0.0675676	0.0267857	0.0189873
R03421(r)/3.5.1A1(rev)/3.5.1.26;	3/3.5.1A1;	0.100189	1	0.636364	0.380952	0.228571	0.129032	0.0510204	0.0314961	0.0299401
R03288/3.5.1A4/3.4.13.20,3.4.13.5;	3/3.5.1A1;	0.0995671	1	0.8	0.705882	0.322581	0.0769231	0.0375	0.00892857	0
R03288/3.5.1A1/3.4.13.20,3.4.13.5;	3/3.5.1A1;	0.0995671	1	0.8	0.705882	0.322581	0.0769231	0.0375	0.00892857	0
R03093/3.5.5A1/3.5.5.1;	3/3.5.1A1;	0.0995575	1	0.363636	0.294118	0.142857	0.130435	0.106667	0.0530973	0.025974
R00944(r)/3.5.1A1(rev)/3.5.1.10;	3/3.5.1A1;	0.099026	1	0.5	0.217391	0.157895	0.116667	0.08	0.0573248	0.0550459
R03096(r)/3.5.1A1(rev)/3.5.1.4;	3/3.5.1A1;	0.098081	1	0.454545	0.263158	0.137931	0.125	0.102564	0.0512821	0.0251572
R00911(r)/3.5.1A1(rev)/3.4.13.4;	3/3.5.1A1;	0.0972851	1	0.636364	0.380952	0.242424	0.102041	0.0684932	0.0190476	0
R03935(r)/3.5.1A1(rev)/3.4.13.4;	3/3.5.1A1;	0.0964126	1	0.636364	0.380952	0.242424	0.102041	0.0684932	0.0190476	0
R02733(r)/3.5.1A1(rev)/3.5.1.47;	3/3.5.1A1;	0.0962441	1	0.636364	0.285714	0.206897	0.113636	0.0714286	0.00970874	0.0214286
R01166(r)/3.5.1A1(rev)/3.4.13.18,3.4.13.20;	3/3.5.1A1;	0.0958606	1	0.636364	0.380952	0.242424	0.0980392	0.0657895	0.0275229	0
R02938/3.5.1A1/3.5.1.50;	3/3.5.1A1;	0.0957179	1	0.6	0.5	0.24	0.15	0.0606061	0	0
R01424/3.5.1A4/3.5.1.32;	3/3.5.1A1;	0.0949367	1	0.8	0.611111	0.294118	0.0740741	0.0361446	0.00862069	0
R01424/3.5.1A1/3.5.1.32;	3/3.5.1A1;	0.0949367	1	0.8	0.611111	0.294118	0.0740741	0.0361446	0.00862069	0
R01424/3.5.1A4/3.5.1.32;	3/3.5.1A1;	0.0949367	1	0.8	0.611111	0.294118	0.0740741	0.0361446	0.00862069	0
R01424/3.5.1A1/3.5.1.32;	3/3.5.1A1;	0.0949367	1	0.8	0.611111	0.294118	0.0740741	0.0361446	0.00862069	0
R03288(r)/3.5.1A1(rev)/3.4.13.20,3.4.13.5;	3/3.5.1A1;	0.0948276	1	0.636364	0.380952	0.242424	0.0980392	0.0641026	0.0272727	0
R05635(r)/3.5.1A1(rev)/3.5.1.88;	3/3.5.1A1;	0.0945626	1	0.454545	0.210526	0.214286	0.113636	0.0547945	0.0392157	0.0289855
R02273/3.5.1A1/3.5.1.30;	3/3.5.1A1;	0.0942928	1	0.6	0.5	0.24	0.15	0.0588235	0	0
R02733/3.5.1A4/3.5.1.47;	3/3.5.1A1;	0.0936768	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0.00970874	0.0141844
R02733/3.5.1A1/3.5.1.47;	3/3.5.1A1;	0.0936768	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0.00970874	0.0141844
R08707(r)/3.5.1A1(rev)/3.5.1.52;	3/3.5.1A1;	0.0928571	1	0.636364	0.380952	0.228571	0.107692	0.0462963	0.0285714	0.0290698
R03620(r)/3.5.1A1(rev)/3.5.1.39;	3/3.5.1A1;	0.092233	1	0.636364	0.315789	0.178571	0.0930233	0.057971	0.030303	0.00740741
R00256/3.5.1A1/1.4.1.13,1.4.7.1,3.5.1.2,3.5.1.38,4.3.3.6,6.3.4.2,6.3.5.2,6.3.5.4,6.3.5.5;	3/3.5.1A1;	0.0915663	1	0.6	0.5	0.24	0.142857	0.0540541	0	0
R01579/3.5.1A1/3.5.1.2,3.5.1.35,3.5.1.38;	3/3.5.1A1;	0.0915663	1	0.6	0.5	0.24	0.142857	0.0540541	0	0
R00269/3.5.1A1/3.5.1.111,3.5.1.3;	3/3.5.1A1;	0.0915663	1	0.6	0.5	0.24	0.142857	0.0540541	0	0
R00270(r)/3.5.1A1/;	3/3.5.1A1;	0.0915663	1	0.6	0.444444	0.206897	0.15	0.0571429	0	0
R04112(r)/3.5.1A1(rev)/3.5.1.28;	3/3.5.1A1;	0.0914397	1	0.636364	0.409091	0.228571	0.12	0.0833333	0.0155039	0
R03977(r)/3.5.1A1(rev)/3.5.1.24,3.5.1.74;	3/3.5.1A1;	0.090535	1	0.636364	0.421053	0.2	0.115385	0.0625	0.025	0.0060241
R11209/3.5.1A1/3.5.1.119;	3/3.5.1A1;	0.0902613	1	0.6	0.5	0.24	0.142857	0.0526316	0	0
R02712/3.5.1A1/3.5.1.67;	3/3.5.1A1;	0.0902613	1	0.6	0.444444	0.206897	0.142857	0.0540541	0	0
R02797(r)/3.5.1A1(rev)/3.5.1.24;	3/3.5.1A1;	0.0901639	1	0.636364	0.421053	0.2	0.115385	0.0625	0.025	0.00595238
R04487(r)/3.5.1A1(rev)/3.5.1.24;	3/3.5.1A1;	0.0901639	1	0.636364	0.421053	0.2	0.115385	0.0625	0.025	0.00595238
R03093(r)/3.5.5A1(rev)/3.5.5.1;	3/3.5.1A1;	0.0899123	1	0.25	0.157895	0.103448	0.106383	0.106667	0.0625	0.025974
R02930(r)/3.5.1A1(rev)/3.5.1.65;	3/3.5.1A1;	0.0898618	1	0.636364	0.421053	0.214286	0.133333	0.0526316	0	0
R11208(r)/3.5.1A1(rev)/3.5.1.119;	3/3.5.1A1;	0.0897436	1	0.636364	0.421053	0.2	0.125	0.0481928	0.00840336	0.0133333
R01655(r)/3.5.4A2(rev)/3.5.4.9;	3/3.5.1A1;	0.0896414	0.428571	0.444444	0.277778	0.184615	0.132075	0.0935673	0.0517928	0.03207
R04112/3.5.1A4/3.5.1.28;	3/3.5.1A1;	0.0893204	1	0.8	0.631579	0.30303	0.0769231	0.0340909	0.00769231	0
R04112/3.5.1A1/3.5.1.28;	3/3.5.1A1;	0.0893204	1	0.8	0.631579	0.30303	0.0769231	0.0340909	0.00769231	0
R10553/3.5.1A4/3.5.1.114,3.5.1.14;	3/3.5.1A1;	0.0891566	1	0.8	0.588235	0.206897	0.0652174	0.028169	0	0
R09801/3.5.1A1/3.5.1.125;	3/3.5.1A1;	0.0891566	1	0.8	0.588235	0.206897	0.0652174	0.028169	0	0
R09801(r)/3.5.1A1(rev)/3.5.1.125;	3/3.5.1A1;	0.0891566	1	0.636364	0.285714	0.206897	0.113636	0.0735294	0	0
R09801/3.5.1A4/3.5.1.125;	3/3.5.1A1;	0.0891566	1	0.8	0.588235	0.206897	0.0652174	0.028169	0	0
R10553/3.5.1A1/3.5.1.114,3.5.1.14;	3/3.5.1A1;	0.0891566	1	0.8	0.588235	0.206897	0.0652174	0.028169	0	0
R02973/3.5.1A4/3.5.1.92;	3/3.5.1A1;	0.0888889	1	0.8	0.6875	0.241379	0.0638298	0.0263158	0.00900901	0
R02973/3.5.1A1/3.5.1.92;	3/3.5.1A1;	0.0888889	1	0.8	0.6875	0.241379	0.0638298	0.0263158	0.00900901	0
R03579(r)/3.5.1A1(rev)/3.5.1.71;	3/3.5.1A1;	0.0887949	1	0.636364	0.285714	0.151515	0.0816327	0.0632911	0.0265487	0.0251572
R03579(r)/3.5.1A1(rev)/3.5.1.71;	3/3.5.1A1;	0.0887949	1	0.636364	0.285714	0.151515	0.0816327	0.0632911	0.0265487	0.0251572
R00488(r)/3.5.1A1(rev)/3.5.1.15;	3/3.5.1A1;	0.0880952	1	0.636364	0.285714	0.206897	0.108696	0.0724638	0	0
R00669/3.5.1A1/3.5.1.14,3.5.1.16;	3/3.5.1A1;	0.0880952	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0	0
R00669/3.5.1A4/3.5.1.14,3.5.1.16;	3/3.5.1A1;	0.0880952	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0	0
R00488/3.5.1A4/3.5.1.15;	3/3.5.1A1;	0.0880952	1	0.8	0.588235	0.206897	0.0625	0.0277778	0	0
R00488/3.5.1A1/3.5.1.15;	3/3.5.1A1;	0.0880952	1	0.8	0.588235	0.206897	0.0625	0.0277778	0	0
R00669(r)/3.5.1A1(rev)/3.5.1.14,3.5.1.16;	3/3.5.1A1;	0.0880952	1	0.636364	0.285714	0.206897	0.113636	0.0714286	0	0
R01655/3.5.4A2/3.5.4.9;	3/3.5.1A1;	0.0874752	0.428571	0.444444	0.243243	0.166667	0.132075	0.0935673	0.0517928	0.03207
R03971/3.5.1A1(rev)/2.3.2.2;	3/3.5.1A1;	0.0872483	1	0.636364	0.421053	0.2	0.125	0.0506329	0	0
R01563/3.5.1A2/3.5.1.59;	3/3.5.1A1;	0.0871671	0.8	0.583333	0.368421	0.285714	0.116279	0.0144928	0	0
R02474(r)/3.5.1A1(rev)/3.5.1.22;	3/3.5.1A1;	0.087146	1	0.636364	0.45	0.189189	0.105263	0.025974	0.00943396	0
R11561(r)/3.5.1A1(rev)/3.5.1.123;	3/3.5.1A1;	0.0871369	1	0.636364	0.380952	0.181818	0.113208	0.0581395	0.00833333	0.00666667
R11561(r)/3.5.1A1(rev)/3.5.1.123;	3/3.5.1A1;	0.0871369	1	0.636364	0.380952	0.181818	0.113208	0.0581395	0.00833333	0.00666667
R09107/3.5.1A1/3.5.1.16;	3/3.5.1A1;	0.0866511	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0	0
R09107(r)/3.5.1A1(rev)/3.5.1.16;	3/3.5.1A1;	0.0866511	1	0.636364	0.285714	0.206897	0.113636	0.0714286	0	0
R09107/3.5.1A4/3.5.1.16;	3/3.5.1A1;	0.0866511	1	0.8	0.588235	0.206897	0.0652174	0.0273973	0	0
R02622/3.5.1A1/3.5.1.44;	3/3.5.1A1;	0.0865604	1	0.6	0.5	0.24	0.142857	0.0526316	0	0
R10553(r)/3.5.1A1(rev)/3.5.1.114,3.5.1.14;	3/3.5.1A1;	0.0865385	1	0.636364	0.285714	0.206897	0.113636	0.057971	0	0
R08874/3.5.1A4/;	3/3.5.1A1;	0.0860465	1	0.8	0.588235	0.206897	0.0652174	0.025974	0	0
R08874/3.5.1A1/;	3/3.5.1A1;	0.0860465	1	0.8	0.588235	0.206897	0.0652174	0.025974	0	0
R08874(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.0860465	1	0.636364	0.285714	0.206897	0.113636	0.0675676	0	0
R07419(r)/3.5.1A1(rev)/3.5.1.94;	3/3.5.1A1;	0.0853392	1	0.636364	0.421053	0.2	0.125	0.0481928	0	0
R10752/3.5.1A1/;	3/3.5.1A1;	0.0821355	1	0.8	0.6875	0.241379	0.0612245	0.0246914	0.00826446	0
R10752/3.5.1A4/;	3/3.5.1A1;	0.0821355	1	0.8	0.6875	0.241379	0.0612245	0.0246914	0.00826446	0
R01993/3.5.1A1/3.5.2.3;	3/3.5.1A1;	0.08159	1	0.8	0.45	0.258065	0.0847458	0.0107527	0	0
R01993/3.5.1A4/3.5.2.3;	3/3.5.1A1;	0.08159	1	0.8	0.45	0.258065	0.0847458	0.0107527	0	0
R09537(r)/3.5.1A1(rev)/3.5.1.99;	3/3.5.1A1;	0.0793269	1	0.454545	0.263158	0.148148	0.0952381	0.0588235	0.03	0
R00458/3.5.1A4/3.5.1.17;	3/3.5.1A1;	0.0787589	1	0.8	0.5625	0.111111	0.0465116	0	0.00970874	0.0141844
R04174/3.5.1A1/3.5.1.17;	3/3.5.1A1;	0.0787589	1	0.8	0.5625	0.111111	0.0465116	0	0.00970874	0.0141844
R00458/3.5.1A1/3.5.1.17;	3/3.5.1A1;	0.0787589	1	0.8	0.5625	0.111111	0.0465116	0	0.00970874	0.0141844
R04174/3.5.1A4/3.5.1.17;	3/3.5.1A1;	0.0787589	1	0.8	0.5625	0.111111	0.0465116	0	0.00970874	0.0141844
R01076(r)/3.5.1A1(rev)/3.5.1.12;	3/3.5.1A1;	0.0774648	1	0.454545	0.263158	0.148148	0.0952381	0.0588235	0.0294118	0
R01425/3.5.1A1/3.5.1.40;	3/3.5.1A1;	0.0773931	1	0.8	0.611111	0.2	0.0535714	0.0116279	0	0
R01425/3.5.1A1/3.5.1.40;	3/3.5.1A1;	0.0773931	1	0.8	0.611111	0.2	0.0535714	0.0116279	0	0
R01425/3.5.1A4/3.5.1.40;	3/3.5.1A1;	0.0773931	1	0.8	0.611111	0.2	0.0535714	0.0116279	0	0
R01425/3.5.1A4/3.5.1.40;	3/3.5.1A1;	0.0773931	1	0.8	0.611111	0.2	0.0535714	0.0116279	0	0
R00485/3.5.1A1/3.5.1.1,3.5.1.38,3.5.5.4;	3/3.5.1A1;	0.0771084	1	0.6	0.5	0.222222	0.0833333	0	0	0
R00348/3.5.1A1/3.5.1.3;	3/3.5.1A1;	0.0771084	1	0.6	0.5	0.222222	0.0833333	0	0	0
R01563(r)/3.5.1A2(rev)/3.5.1.59;	3/3.5.1A1;	0.0767386	0.8	0.461538	0.181818	0.2	0.142857	0.0294118	0	0
R01587(r)/3.5.1A1(rev)/3.5.1.36;	3/3.5.1A1;	0.0765661	1	0.636364	0.315789	0.178571	0.0888889	0.0394737	0	0
R05783(r)/3.5.1A1(rev)/3.5.1.86;	3/3.5.1A1;	0.0760626	1	0.454545	0.3	0.15625	0.0833333	0.0540541	0.0186916	0
R05783(r)/3.5.1A1(rev)/3.5.1.86;	3/3.5.1A1;	0.0760626	1	0.454545	0.3	0.15625	0.0833333	0.0540541	0.0186916	0
R03180/3.5.1A1/3.5.1.4;	3/3.5.1A1;	0.0760095	1	0.6	0.5	0.24	0.0952381	0	0	0
R10778/3.5.1A4/3.5.1.95;	3/3.5.1A1;	0.0758621	1	0.8	0.409091	0.171429	0.0384615	0	0	0
R10778/3.5.1A1/3.5.1.95;	3/3.5.1A1;	0.0758621	1	0.8	0.409091	0.171429	0.0384615	0	0	0
R03093(r)/3.5.5A1(rev)/3.5.5.1;	3/3.5.1A1;	0.0757576	1	0.25	0.157895	0.103448	0.106383	0.0779221	0.0347826	0.0193548
R03579/3.5.1A4/3.5.1.71;	3/3.5.1A1;	0.0751566	1	0.8	0.5	0.1875	0.06	0.0243902	0	0
R03579/3.5.1A1/3.5.1.71;	3/3.5.1A1;	0.0751566	1	0.8	0.5	0.1875	0.06	0.0243902	0	0
R03579/3.5.1A4/3.5.1.71;	3/3.5.1A1;	0.0751566	1	0.8	0.5	0.1875	0.06	0.0243902	0	0
R03579/3.5.1A1/3.5.1.71;	3/3.5.1A1;	0.0751566	1	0.8	0.5	0.1875	0.06	0.0243902	0	0
R01887/3.5.5A1/3.5.5.1;	3/3.5.1A1;	0.0750605	1	0.363636	0.411765	0.222222	0.097561	0.028169	0	0
R07629/3.5.1A1/3.5.1.95;	3/3.5.1A1;	0.0749414	1	0.8	0.45	0.193548	0.0192308	0	0	0
R07629/3.5.1A4/3.5.1.95;	3/3.5.1A1;	0.0749414	1	0.8	0.45	0.193548	0.0192308	0	0	0
R01200(r)/3.5.1A1(rev)/3.5.1.33;	3/3.5.1A1;	0.07431	1	0.636364	0.285714	0.121212	0.102041	0.0625	0	0
R02059(r)/3.5.1A1(rev)/3.5.1.25;	3/3.5.1A1;	0.0736842	1	0.636364	0.285714	0.121212	0.102041	0.0625	0	0
R05168(r)/3.5.1A1(rev)/3.5.1.25;	3/3.5.1A1;	0.0736842	1	0.636364	0.285714	0.121212	0.102041	0.0625	0	0
R00909/3.5.1A4/3.5.1.21;	3/3.5.1A1;	0.0728155	1	0.8	0.5625	0.111111	0.0444444	0	0	0
R00909/3.5.1A1/3.5.1.21;	3/3.5.1A1;	0.0728155	1	0.8	0.5625	0.111111	0.0444444	0	0	0
R01156/3.5.1A1/3.5.1.62;	3/3.5.1A1;	0.0728155	1	0.8	0.5625	0.111111	0.0465116	0	0	0
R01156/3.5.1A4/3.5.1.62;	3/3.5.1A1;	0.0728155	1	0.8	0.5625	0.111111	0.0465116	0	0	0
R05046/3.5.1A4/3.5.4.16;	3/3.5.1A1;	0.0726496	1	0.6	0.277778	0.2	0.106383	0.0365854	0.00869565	0
R09374/3.5.1A4/3.5.1.102;	3/3.5.1A1;	0.0726496	1	0.6	0.277778	0.2	0.106383	0.0365854	0.00869565	0
R05046/3.5.1A1/3.5.4.16;	3/3.5.1A1;	0.0726496	1	0.6	0.277778	0.2	0.106383	0.0365854	0.00869565	0
