reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R10978/3.5.1A4/3.5.1.117;	3/3.5.1A1;	0.163507	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0776699	0.0555556
R00682(r)/3.5.1A1(rev)/3.5.1.57;	3/3.5.1A1;	0.16317	1	0.454545	0.368421	0.25	0.142857	0.142857	0.125	0.0952381
R04103(r)/3.5.1A1(rev)/3.5.1.11;	3/3.5.1A1;	0.162021	1	0.636364	0.380952	0.323529	0.224138	0.177083	0.115646	0.0603015
R04103(r)/3.5.1A1(rev)/3.5.1.11;	3/3.5.1A1;	0.162021	1	0.636364	0.380952	0.323529	0.224138	0.177083	0.115646	0.0603015
R10891(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.160256	1	0.636364	0.409091	0.382353	0.244444	0.171053	0.0862069	0.025641
R05226(r)/3.5.1A1/3.5.1.90;	3/3.5.1A1;	0.160164	1	0.8	0.6875	0.357143	0.195652	0.0952381	0.0916667	0.0742857
R05226(r)/3.5.1A4/3.5.1.90;	3/3.5.1A1;	0.160164	1	0.8	0.6875	0.357143	0.195652	0.0952381	0.0916667	0.0742857
R11524(r)/3.5.1A1(rev)/3.13.1.6;	3/3.5.1A1;	0.159353	1	0.636364	0.318182	0.322581	0.272727	0.180556	0.0784314	0.027972
R00059/3.5.1A1/3.5.1.46;	3/3.5.1A1;	0.158768	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0776699	0.0416667
R00059/3.5.1A4/3.5.1.46;	3/3.5.1A1;	0.158768	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0776699	0.0416667
R03975/3.5.1A1/3.5.1.24;	3/3.5.1A1;	0.158482	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0248447
R03975/3.5.1A4/3.5.1.24;	3/3.5.1A1;	0.158482	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0248447
R05835/3.5.1A4/3.5.1.24;	3/3.5.1A1;	0.157778	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0245399
R05835/3.5.1A1/3.5.1.24;	3/3.5.1A1;	0.157778	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0245399
R04486/3.5.1A4/3.5.1.24;	3/3.5.1A1;	0.157778	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0245399
R04486/3.5.1A1/3.5.1.24;	3/3.5.1A1;	0.157778	1	0.8	0.6875	0.461538	0.232558	0.135135	0.0727273	0.0245399
R08351(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.155756	1	0.636364	0.35	0.241379	0.2	0.148649	0.102804	0.0604027
R08350(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.155756	1	0.636364	0.35	0.241379	0.2	0.148649	0.102804	0.0604027
R07402(r)/3.5.1A1(rev)/3.5.1.93;	3/3.5.1A1;	0.153846	1	0.636364	0.380952	0.34375	0.25	0.155556	0.0863309	0.05
R09650/3.5.1A1/3.5.1.101;	3/3.5.1A1;	0.153846	1	0.6	0.625	0.48	0.3	0.147059	0.039604	0
R01918(r)/3.5.1A1(rev)/3.5.1.78;	3/3.5.1A1;	0.153153	1	0.636364	0.35	0.241379	0.2	0.148649	0.102804	0.0533333
R05356/3.5.1A1/;	3/3.5.1A1;	0.149758	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0686275	0.0145985
R05356/3.5.1A4/;	3/3.5.1A1;	0.149758	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0686275	0.0145985
R08300(r)/3.5.1A1(rev)/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.636364	0.318182	0.216216	0.25	0.135802	0.0636364	0.0529801
R08300/3.5.1A4/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.8	0.611111	0.323529	0.3	0.135802	0.0263158	0.0127389
R08300(r)/3.5.1A1(rev)/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.636364	0.318182	0.216216	0.25	0.135802	0.0636364	0.0529801
R08300/3.5.1A4/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.8	0.611111	0.323529	0.3	0.135802	0.0263158	0.0127389
R08300/3.5.1A1/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.8	0.611111	0.323529	0.3	0.135802	0.0263158	0.0127389
R08300/3.5.1A1/3.1.1.1;	3/3.5.1A1;	0.146186	1	0.8	0.611111	0.323529	0.3	0.135802	0.0263158	0.0127389
R01077/3.5.1A1/3.5.1.12;	3/3.5.1A1;	0.145455	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0648148	0.0254777
R01077/3.5.1A4/3.5.1.12;	3/3.5.1A1;	0.145455	1	0.8	0.6875	0.333333	0.209302	0.112676	0.0648148	0.0254777
R00494(r)/3.5.1A1(rev)/3.4.19.13;	3/3.5.1A1;	0.145374	1	0.636364	0.380952	0.366667	0.234043	0.125	0.0530973	0.0347222
R08876/3.5.1A1/;	3/3.5.1A1;	0.14486	1	0.8	0.588235	0.25	0.133333	0.12	0.0679612	0.0492958
R08876/3.5.1A4/;	3/3.5.1A1;	0.14486	1	0.8	0.588235	0.25	0.133333	0.12	0.0679612	0.0492958
R04875/3.5.1A4/;	3/3.5.1A1;	0.143805	1	0.8	0.55	0.482759	0.285714	0.1125	0.00900901	0
R04875/3.5.1A1/;	3/3.5.1A1;	0.143805	1	0.8	0.55	0.482759	0.285714	0.1125	0.00900901	0
R03916(r)/3.5.1A1(rev)/2.3.2.2;	3/3.5.1A1;	0.143478	1	0.636364	0.380952	0.366667	0.22449	0.123457	0.0521739	0.0344828
R03096/3.5.1A1/3.5.1.4;	3/3.5.1A1;	0.141907	1	0.6	0.5	0.222222	0.173913	0.162162	0.0884956	0.0382166
R05677/3.5.1A1/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R05677/3.5.1A4/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R05677/3.5.1A1/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R05677/3.5.1A4/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R05677/3.5.1A1/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R05677/3.5.1A4/;	3/3.5.1A1;	0.141593	1	0.8	0.588235	0.25	0.12766	0.121622	0.0917431	0.0377358
R03970(r)/3.5.1A4/2.3.2.2;	3/3.5.1A1;	0.141256	1	0.8	0.705882	0.413793	0.208333	0.1	0.027027	0.013986
R03970(r)/3.5.1A1/2.3.2.2;	3/3.5.1A1;	0.141256	1	0.8	0.705882	0.413793	0.208333	0.1	0.027027	0.013986
R09647,R09649/3.5.1A1/3.5.1.100,3.5.1.101;	3/3.5.1A1;	0.138425	1	0.6	0.625	0.37037	0.130435	0.0985915	0.0686275	0.028777
R11792(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.138075	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0495868	0.0326797
R10933/3.5.1A1/;	3/3.5.1A1;	0.137555	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0258621	0.0136986
R10933/3.5.1A4/;	3/3.5.1A1;	0.137555	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0258621	0.0136986
R11795(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.1375	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0495868	0.0322581
R11793(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.1375	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0495868	0.0322581
R11793(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.1375	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0495868	0.0322581
R11795(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.1375	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0495868	0.0322581
R09779/3.5.1A1/;	3/3.5.1A1;	0.136659	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0254237	0.0136054
R09779/3.5.1A4/;	3/3.5.1A1;	0.136659	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0254237	0.0136054
R09875(r)/3.5.1A1(rev)/3.4.19.14;	3/3.5.1A1;	0.136646	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0487805	0.0320513
R11794(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.136082	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0487805	0.0316456
R11794(r)/3.5.1A1(rev)/3.4.19.16;	3/3.5.1A1;	0.136082	1	0.636364	0.380952	0.366667	0.22449	0.117647	0.0487805	0.0316456
R01583(r)/3.5.1A1/4.2.1.48;	3/3.5.1A1;	0.135831	1	0.8	0.705882	0.413793	0.217391	0.0921053	0.00943396	0
R01583(r)/3.5.1A4/4.2.1.48;	3/3.5.1A1;	0.135831	1	0.8	0.705882	0.413793	0.217391	0.0921053	0.00943396	0
R09680(r)/3.5.1A1(rev)/3.5.1.101;	3/3.5.1A1;	0.135714	1	0.454545	0.368421	0.321429	0.209302	0.130435	0.0686275	0.0214286
R03977/3.5.1A1/3.5.1.24,3.5.1.74;	3/3.5.1A1;	0.134904	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0182927
R03977/3.5.1A4/3.5.1.24,3.5.1.74;	3/3.5.1A1;	0.134904	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0182927
R11190/3.5.1A4/3.4.14.13;	3/3.5.1A1;	0.134454	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0245902	0.0189873
R11190/3.5.1A1/3.4.14.13;	3/3.5.1A1;	0.134454	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0245902	0.0189873
R02797/3.5.1A1/3.5.1.24;	3/3.5.1A1;	0.134328	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0180723
R02797/3.5.1A4/3.5.1.24;	3/3.5.1A1;	0.134328	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0180723
R04487/3.5.1A1/3.5.1.24;	3/3.5.1A1;	0.134328	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0180723
R04487/3.5.1A4/3.5.1.24;	3/3.5.1A1;	0.134328	1	0.8	0.6875	0.333333	0.183673	0.103896	0.0603448	0.0180723
R05207(r)/3.5.1A1/;	3/3.5.1A1;	0.134328	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0252101	0.012987
R05207(r)/3.5.1A4/;	3/3.5.1A1;	0.134328	1	0.8	0.705882	0.413793	0.208333	0.0952381	0.0252101	0.012987
R03620/3.5.1A1/3.5.1.39;	3/3.5.1A1;	0.133501	1	0.8	0.5625	0.32	0.175	0.106061	0.0515464	0.00740741
R03620/3.5.1A4/3.5.1.39;	3/3.5.1A1;	0.133501	1	0.8	0.5625	0.32	0.175	0.106061	0.0515464	0.00740741
R11021/3.5.1A1/3.5.1.118;	3/3.5.1A1;	0.132911	1	0.8	0.705882	0.413793	0.2	0.0941176	0.0252101	0.0128205
R11021/3.5.1A4/3.5.1.118;	3/3.5.1A1;	0.132911	1	0.8	0.705882	0.413793	0.2	0.0941176	0.0252101	0.0128205
R05677(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.131579	1	0.636364	0.285714	0.25	0.152174	0.121622	0.0917431	0.0377358
R05677(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.131579	1	0.636364	0.285714	0.25	0.152174	0.121622	0.0917431	0.0377358
R05677(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.131579	1	0.636364	0.285714	0.25	0.152174	0.121622	0.0917431	0.0377358
R07651/3.5.1A4/3.4.13.22;	3/3.5.1A1;	0.128954	1	0.8	0.722222	0.464286	0.116279	0.0571429	0.020202	0
R07651/3.5.1A1/3.4.13.22;	3/3.5.1A1;	0.128954	1	0.8	0.722222	0.464286	0.116279	0.0571429	0.020202	0
R02930/3.5.1A4/3.5.1.65;	3/3.5.1A1;	0.128878	1	0.8	0.6875	0.36	0.214286	0.0810811	0.0188679	0.00724638
R02930/3.5.1A1/3.5.1.65;	3/3.5.1A1;	0.128878	1	0.8	0.6875	0.36	0.214286	0.0810811	0.0188679	0.00724638
R02734/3.5.1A1/3.5.1.18;	3/3.5.1A1;	0.128319	1	0.8	0.705882	0.413793	0.16	0.0487805	0.0277778	0.0202703
R02734/3.5.1A4/3.5.1.18;	3/3.5.1A1;	0.128319	1	0.8	0.705882	0.413793	0.16	0.0487805	0.0277778	0.0202703
R02284/3.5.1A1/3.5.2.4;	3/3.5.1A1;	0.128035	1	0.8	0.55	0.482759	0.226415	0.0595238	0	0
R02284/3.5.1A4/3.5.2.4;	3/3.5.1A1;	0.128035	1	0.8	0.55	0.482759	0.226415	0.0595238	0	0
R00899/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.128019	1	0.8	0.8125	0.448276	0.111111	0.057971	0.02	0
R00899/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.128019	1	0.8	0.8125	0.448276	0.111111	0.057971	0.02	0
R03421/3.5.1A4/3.5.1.26;	3/3.5.1A1;	0.127907	1	0.8	0.611111	0.34375	0.166667	0.0729167	0.048	0.0299401
R03421/3.5.1A1/3.5.1.26;	3/3.5.1A1;	0.127907	1	0.8	0.611111	0.34375	0.166667	0.0729167	0.048	0.0299401
R10617(r)/3.5.1A1(rev)/3.5.1.115;	3/3.5.1A1;	0.127469	1	0.636364	0.409091	0.25641	0.2	0.136842	0.0510949	0.027027
R08876(r)/3.5.1A1(rev)/;	3/3.5.1A1;	0.126437	1	0.636364	0.285714	0.25	0.159091	0.12	0.0576923	0.0347222
R04951/3.5.1A1/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.125592	1	0.8	0.8125	0.448276	0.106383	0.0547945	0.019802	0
R04951/3.5.1A4/3.4.11.1,3.4.11.2,3.4.11.23;	3/3.5.1A1;	0.125592	1	0.8	0.8125	0.448276	0.106383	0.0547945	0.019802	0
R10617/3.5.1A1/3.5.1.115;	3/3.5.1A1;	0.125448	1	0.8	0.722222	0.361111	0.2	0.113402	0.0212766	0.0106383
R10617/3.5.1A4/3.5.1.115;	3/3.5.1A1;	0.125448	1	0.8	0.722222	0.361111	0.2	0.113402	0.0212766	0.0106383
R11622(r)/3.5.1A1(rev)/3.5.1.127;	3/3.5.1A1;	0.125	1	0.636364	0.380952	0.28125	0.150943	0.105882	0.0569106	0.0368098
R03971(r)/3.5.1A4/2.3.2.2;	3/3.5.1A1;	0.125	1	0.8	0.6875	0.333333	0.2	0.0779221	0.0183486	0.00714286
R03971(r)/3.5.1A1/2.3.2.2;	3/3.5.1A1;	0.125	1	0.8	0.6875	0.333333	0.2	0.0779221	0.0183486	0.00714286
R11208/3.5.1A1/3.5.1.119;	3/3.5.1A1;	0.123348	1	0.8	0.6875	0.333333	0.2	0.0740741	0.025641	0.0133333
R11208/3.5.1A4/3.5.1.119;	3/3.5.1A1;	0.123348	1	0.8	0.6875	0.333333	0.2	0.0740741	0.025641	0.0133333
R00411/3.5.1A1/3.5.1.96;	3/3.5.1A1;	0.122222	1	0.8	0.705882	0.413793	0.16	0.047619	0.0188679	0.00684932
R00411/3.5.1A4/3.5.1.96;	3/3.5.1A1;	0.122222	1	0.8	0.705882	0.413793	0.16	0.047619	0.0188679	0.00684932
R07419/3.5.1A1/3.5.1.94;	3/3.5.1A1;	0.122172	1	0.8	0.6875	0.333333	0.2	0.0740741	0.018018	0.00694444
R07419/3.5.1A4/3.5.1.94;	3/3.5.1A1;	0.122172	1	0.8	0.6875	0.333333	0.2	0.0740741	0.018018	0.00694444
R11181/3.5.1A4/3.5.2.20;	3/3.5.1A1;	0.121272	1	0.8	0.55	0.236842	0.15	0.0898876	0.0504202	0.0125786
R11181/3.5.1A1/3.5.2.20;	3/3.5.1A1;	0.121272	1	0.8	0.55	0.236842	0.15	0.0898876	0.0504202	0.0125786
R11181/3.5.1A1/3.5.2.20;	3/3.5.1A1;	0.121272	1	0.8	0.55	0.236842	0.15	0.0898876	0.0504202	0.0125786
R11181/3.5.1A4/3.5.2.20;	3/3.5.1A1;	0.121272	1	0.8	0.55	0.236842	0.15	0.0898876	0.0504202	0.0125786
