;index;GENERATION;EQUATION;SMILES;RULE;RPAIRS;CONSERVEDRATIO
188;5040;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>XJLXINKUBYWONI+XLYOFNOQVPJJNP+ZAHVKWGOBPJMOI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccc(O)cc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
189;5041;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>FFULKLJBSBCAKW+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3cccc(O)c23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
190;5042;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>GLVJLFOHYJBEQR+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(O)(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
191;5043;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>ODELQTVGBXBAMN+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc3c(cc2O)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
192;5044;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>IZHSQQKLEWKJPN+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc(O)c3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
193;5045;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>HCHHRIOSWDSCMC+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2O)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
194;5046;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>AGPSPQZQGOPXGB+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OC(O)O3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
195;5047;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>ONHDOBIJQZVHOG+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)C(O)O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
196;5048;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>FEZVGMRBHISORZ+XJLXINKUBYWONI+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)COO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A1;pairs;ratio
197;5814;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>QZVQDOAGNCJSGM+XJLXINKUBYWONI+ZKZIMNPRZSGFOU;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1CC(c2cccc(O)c2O)=CC(c2ccc3c(c2)OCO3)N1C(=O)CO.COC(=O)C1CC=C(N)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1;1.14.13A12;pairs;ratio
198;5815;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BMMJXHIBPRMYJM+RLVBBZOVFJQENO+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CC=CC(O)=C(O)C1=C(N)C(c2ccc3c(c2)OCO3)N(C(=O)CO)C(C(=O)OC)C1.CC=CNCC(c1ccc2c(c1)OCO2)N(C(=O)CO)C(C)C(=O)OC.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1;1.14.13A12;pairs;ratio
199;5816;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>XJLXINKUBYWONI+XMLVWMOLANQMRL+ZKZIMNPRZSGFOU;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C(C)N(C(=O)CO)C(CNc1cccc(O)c1O)c1ccc2c(c1)OCO2.COC(=O)C1CC=C(N)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1;1.14.13A12;pairs;ratio
200;5817;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>IOMFESFKNOYLNJ+UMEHTUCYIDSLRJ+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>C=C1COCO1.COC(=O)C1Cc2c([nH]c3ccccc23)C(C(O)=C(O)C=C2COCO2)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1;1.14.13A12;pairs;ratio
201;5818;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>DMDBOFDKWIHTLF+RKNJUCIWLBSDLM+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)CN1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.Oc1cc2c(cc1O)OCO2;1.14.13A12;pairs;ratio
202;5819;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>CKFGINPQOCXMAZ+OPGYUMJXTQFPLF+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc(O)c(O)c(OC)c2)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.OCO;1.14.13A12;pairs;ratio
203;5820;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>CKFGINPQOCXMAZ+IZLDWEBTUPCHLB+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc(OC)c(O)c2O)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.OCO;1.14.13A12;pairs;ratio
204;5938;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>DMDBOFDKWIHTLF+QSRXTQHQLNIDJI+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)CN1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.Oc1ccc2c(c1O)OCO2;1.14.13A12;pairs;ratio
205;5939;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>IDAIBOQFNPKJAY+ILKVDTFYHCTVMA+XJLXINKUBYWONI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>C=CCOCO.COC(=O)C1Cc2c([nH]c3ccccc23)C(C(O)=C(O)C2=C(C)OCO2)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1;1.14.13A12;pairs;ratio
206;6058;1;BAWFJGJZGIEFAR+NGIQKHSUJGWVQU+XLYOFNOQVPJJNP<=>BOPGDPNILDQYTO+MYMOFIZGZYHOMD+NO_INCHIKEY+QCIPMWHCEPSHOW;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)=CC=C1.O>>.COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(C)=O.NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=O;1.14.13A2(rev);pairs;ratio
207;6071;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+XLYOFNOQVPJJNP+YUEIBABSIJHRHE;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O=C(OCO)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO;1.14.13A2;pairs;ratio
208;6072;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+HQEDEGZDNBNKHQ+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1(O)Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
209;6073;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+QKBIGJUJQBKDEM+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1C(O)c2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
210;6074;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+FICSYFHWNRCKAU+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c(n(O)c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
211;6075;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+XENWVQISBHYDRM+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3c(O)cccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
212;6076;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+QWDYVCIQBOWDHM+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3cc(O)ccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
213;6077;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+XLYOFNOQVPJJNP+ZAHVKWGOBPJMOI;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccc(O)cc23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
214;6078;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+FFULKLJBSBCAKW+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3cccc(O)c23)C(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
215;6079;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+GLVJLFOHYJBEQR+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(O)(c2ccc3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
216;6080;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+ODELQTVGBXBAMN+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc3c(cc2O)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
217;6081;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+IZHSQQKLEWKJPN+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc(O)c3c(c2)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
218;6082;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>BAWFJGJZGIEFAR+HCHHRIOSWDSCMC+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2O)OCO3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
219;6083;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+NGIQKHSUJGWVQU<=>AGPSPQZQGOPXGB+BAWFJGJZGIEFAR+XLYOFNOQVPJJNP;COC(=O)C1CC2=C(NC3=CC=CC=C32)C(C2=CC=C3OCOC3=C2)N1C(=O)CO.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OC(O)O3)N1C(=O)CO.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
