rxnUID,balance
32988230b606de321fe3a3306767e6e54c1f0114c4b6bdf24859ea3f6bbb9f0d,1
f10cabd76f31e60489ddf2fc89a2d3a738d353920451401d55c92aba7a14ac85,1
28630a832b291c10684b27b8bd499b19bb60772ff697e96b01c5c12aba32de0c,1
e4d93d375c99553b9dda7b4cf6d6740d9cb3121160c4b5bd30098f887211e265,1
06108c2acc798f5c2d71c238902315ba66f7fd334e8d050dbbd6b0ea3340edc6,1
4386f0eb6091d8b2252ff8f1703be637b8b7e8f4727008c9aa52fb3ad55901ac,1
cbc53d007b31bef72f6adbd3be147086554beaa8d4404751f7350d77ae653e31,1
4feaf4214480ac6ad9b282d6f4e37629b4d1d6b05d541a96000399e210dd93d6,1
