Pathways found,Pathway search time,Pairs to annotate,DB annotation time,Boundaries found total,Boundaries found in the graph
2,0.013673067092895508,6,1.739617109298706,2,2
7,15.475852012634277,14,2.791195869445801,1,1
5,9.924247980117798,8,1.5983500480651855,1,0
1,0
