ENTRY;GENERATION;INCHICODE;INCHIKEY;SMILES;FORMULA
840;1;JPTNYJIDYONLKI;JPTNYJIDYONLKI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cccc(P(=O)(O)O)c23)C1c1ccc2c(c1)OCO2;
841;1;GRHDGAAJFUHELM;GRHDGAAJFUHELM-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccc(P(=O)(O)O)cc23)C1c1ccc2c(c1)OCO2;
842;1;AUQNDEYHLBIKMT;AUQNDEYHLBIKMT-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cc(P(=O)(O)O)ccc23)C1c1ccc2c(c1)OCO2;
843;1;JGCUKBLZZVUNRN;JGCUKBLZZVUNRN-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(P(=O)(O)O)cccc23)C1c1ccc2c(c1)OCO2;
844;1;RKSPGTFSPDORSU;RKSPGTFSPDORSU-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OCP(=O)(O)O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
845;1;KEJIBYFGEJJWAT;KEJIBYFGEJJWAT-UHFFFAOYSA-N;[H]N(C(=O)CNC)C(c1ccc2c(c1)OCO2)c1cc2ccccc2[nH]1;
846;1;YHKXBTJWCNPFQV;YHKXBTJWCNPFQV-UHFFFAOYSA-N;COC(=O)C(O)Cc1c[nH]c2ccccc12;
847;1;KOXCAXNZHXYFOM;KOXCAXNZHXYFOM-UHFFFAOYSA-N;C=CC=CCC1=C(O)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
848;1;LNOKKZKKUIINCP;LNOKKZKKUIINCP-UHFFFAOYSA-N;[H]N(C(=O)CNC)C(CCc1ccccc1N)C(=O)OC;
849;1;OTMGEFJDODGYTA;OTMGEFJDODGYTA-UHFFFAOYSA-N;Cc1c(C(O)c2ccc3c(c2)OCO3)[nH]c2ccccc12;
850;1;CCMXUWDMMPPKQP;CCMXUWDMMPPKQP-UHFFFAOYSA-N;CNCC(=O)N(Cc1ccc2c(c1)OCO2)C(CCc1ccccc1O)C(=O)OC;
851;1;YQXIBCYQQIUCFR;YQXIBCYQQIUCFR-UHFFFAOYSA-N;CC=CC=CC1=C(O)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
852;1;UFNORJOGDUCNFO;UFNORJOGDUCNFO-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CN(C)C(N)=O;
853;1;BHANWUVVXOLCHL;BHANWUVVXOLCHL-UHFFFAOYSA-N;CNCC(=O)N1C(C#N)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
854;1;NGIQKHSUJGWVQU;NGIQKHSUJGWVQU-UHFFFAOYSA-N;[H]OCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
855;1;FSYKKLYZXJSNPZ;FSYKKLYZXJSNPZ-UHFFFAOYSA-N;[H]OC(=O)CNC;
856;1;RIWXDJAYSMGKRE;RIWXDJAYSMGKRE-UHFFFAOYSA-N;[H]OC(Cc1c(Cc2ccc3c(c2)OCO3)[nH]c2ccccc12)C(=O)OC;
857;1;KEJIBYFGEJJWAT;KEJIBYFGEJJWAT-UHFFFAOYSA-N;CNCC(=O)NC(c1ccc2c(c1)OCO2)c1cc2ccccc2[nH]1;
858;1;OWYRLCSYHWDXMH;OWYRLCSYHWDXMH-UHFFFAOYSA-N;[H]OC(C(=O)OC)N(C(=O)CNC)C(c1ccc2c(c1)OCO2)c1cc2ccccc2[nH]1;
859;1;ZQCGRMJZSBWGPK;ZQCGRMJZSBWGPK-UHFFFAOYSA-N;[H]OCc1c(C(NC(=O)CNC)c2ccc3c(c2)OCO3)[nH]c2ccccc12;
860;1;LHLRKOXTGVQZKU;LHLRKOXTGVQZKU-UHFFFAOYSA-N;CNCC(=O)N(CC(=O)OC)C(CNc1ccccc1)c1ccc2c(c1)OCO2;
861;1;OITWPCUMXVTEIS;OITWPCUMXVTEIS-UHFFFAOYSA-N;[H]OCC(C(=O)OC)N(C(=O)CNC)C(CNc1ccccc1)c1ccc2c(c1)OCO2;
862;1;VXGQJRBKIAGZRZ;VXGQJRBKIAGZRZ-UHFFFAOYSA-N;[H]Oc1c(C(c2ccc3c(c2)OCO3)N(CC(=O)OC)C(=O)CNC)[nH]c2ccccc12;
863;1;KJAOZGCPQVJFPU;KJAOZGCPQVJFPU-UHFFFAOYSA-N;C=CC=CCNCC(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C)C(=O)OC;
864;1;CRIITYRBQKYTKG;CRIITYRBQKYTKG-UHFFFAOYSA-N;[H]OC1=C(NCC=CC=C)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
865;1;CFIDCLXLOPPAFP;CFIDCLXLOPPAFP-UHFFFAOYSA-N;[H]OC1=C(c2ccccc2)CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
866;1;LNOKKZKKUIINCP;LNOKKZKKUIINCP-UHFFFAOYSA-N;CNCC(=O)NC(CCc1ccccc1N)C(=O)OC;
867;1;UOCGFISMCOXYRY;UOCGFISMCOXYRY-UHFFFAOYSA-N;[H]OC(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(CCc1ccccc1N)C(=O)OC;
868;1;SSCOGISAXMXXCU;SSCOGISAXMXXCU-UHFFFAOYSA-N;[H]OC1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
869;1;NOTLHAYFSSLYFO;NOTLHAYFSSLYFO-UHFFFAOYSA-N;[H]OC(c1ccc2c(c1)OCO2)c1[nH]c2ccccc2c1CCC(=O)OC;
870;1;LUSZGTFNYDARNI;LUSZGTFNYDARNI-UHFFFAOYSA-N;[H]Oc1ccc2c(c1)OCO2;
871;1;SZIFGSYBWXXSIV;SZIFGSYBWXXSIV-UHFFFAOYSA-N;[H]OC(=CC=C1COCO1)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
872;1;PWYPNAVPWYABGU;PWYPNAVPWYABGU-UHFFFAOYSA-N;[H]Oc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)cc1OC;
873;1;CKFGINPQOCXMAZ;CKFGINPQOCXMAZ-UHFFFAOYSA-N;OCO;
874;1;CYDHDBQEDPASGA;CYDHDBQEDPASGA-UHFFFAOYSA-N;[H]Oc1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)ccc1OC;
875;1;MUFMYYDDOKIPEP;MUFMYYDDOKIPEP-UHFFFAOYSA-N;[H]Oc1ccccc1C1=CC(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
876;1;UOZDMCQYPODCHV;UOZDMCQYPODCHV-UHFFFAOYSA-N;CC=CCC1=C(N)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
877;1;IACTWCMMWJBYEY;IACTWCMMWJBYEY-UHFFFAOYSA-N;[H]Oc1c(C=CC)[nH]c2c1CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
878;1;UOPKKGWRGBMSTL;UOPKKGWRGBMSTL-UHFFFAOYSA-N;[H]Oc1ccccc1NCC(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C)C(=O)OC;
879;1;KUCRGIVYZSUXBL;KUCRGIVYZSUXBL-UHFFFAOYSA-N;CC=CCNC1=CCC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
880;1;ANFJBJDKXJYFSQ;ANFJBJDKXJYFSQ-UHFFFAOYSA-N;[H]OC(=CC1=C(C)OCO1)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
881;1;UUPBJEZOGKLJKW;UUPBJEZOGKLJKW-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CCOCO;
882;1;HSSFEXVYILJEOP;HSSFEXVYILJEOP-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1CC=CCOCO;
883;1;SUUABPWINMHCJJ;SUUABPWINMHCJJ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)CC=C(N)C1c1ccc2c(c1)OCO2;
884;1;ZNYYLFALSWPMCL;ZNYYLFALSWPMCL-UHFFFAOYSA-N;[H]OC(=CC=CC)C1=C(N)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
885;1;LWHNWIHUOKZCIP;LWHNWIHUOKZCIP-UHFFFAOYSA-N;CC=CC=CNCC(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C)C(=O)OC;
886;1;IJHUCMYLWVYFKV;IJHUCMYLWVYFKV-UHFFFAOYSA-N;[H]OC1=C(NC=CC=CC)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
887;1;LVUMGWRQDOXCIO;LVUMGWRQDOXCIO-UHFFFAOYSA-N;[H]OC(=O)C1(C(=O)OC)Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNC;
888;1;SJMDXQBYUSZJMG;SJMDXQBYUSZJMG-UHFFFAOYSA-N;[H]OC(=O)CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
889;1;ZCCRPUPTDIBEID;ZCCRPUPTDIBEID-UHFFFAOYSA-N;[H]OC(=O)C1c2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C1C(=O)OC;
890;1;BORPTPNJEHETIY;BORPTPNJEHETIY-UHFFFAOYSA-N;[H]OC(=O)C1(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
891;1;KREOMKBRVWYGFX;KREOMKBRVWYGFX-UHFFFAOYSA-N;[H]OC(=O)c1cc2c(cc1C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CNC)OCO2;
892;1;WLUXIDJUEONTFC;WLUXIDJUEONTFC-UHFFFAOYSA-N;[H]OC(=O)c1cc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)cc2c1OCO2;
893;1;BLDWLFLNQHOEDN;BLDWLFLNQHOEDN-UHFFFAOYSA-N;[H]OC(=O)c1c(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)ccc2c1OCO2;
894;1;OQNCCJVUMAVULX;OQNCCJVUMAVULX-UHFFFAOYSA-N;[H]OC(=O)C1Oc2ccc(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)cc2O1;
895;1;YIGSBIAIMIYYDI;YIGSBIAIMIYYDI-UHFFFAOYSA-N;[H]OC(=O)c1cccc2[nH]c3c(c12)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
896;1;CPAKRTXSAYWJOX;CPAKRTXSAYWJOX-UHFFFAOYSA-N;[H]OC(=O)c1ccc2[nH]c3c(c2c1)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
897;1;YTVJIPCSSDGUTB;YTVJIPCSSDGUTB-UHFFFAOYSA-N;[H]OC(=O)c1ccc2c3c([nH]c2c1)C(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C(=O)OC)C3;
898;1;PPBUWAVTHHKVEC;PPBUWAVTHHKVEC-UHFFFAOYSA-N;[H]OC(=O)c1cccc2c3c([nH]c12)C(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C(=O)OC)C3;
899;1;PCLLBFUSHMBWBM;PCLLBFUSHMBWBM-UHFFFAOYSA-N;[H]OC(=O)COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNC;
900;1;WLHGAROLZPLONN;WLHGAROLZPLONN-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C=C2OCOC2=CC1O;
901;1;ASJSWNYCTNXHTA;ASJSWNYCTNXHTA-UHFFFAOYSA-N;[H]C12OCOC1=CC(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CNC)=CC2O;
902;1;OUAFLOMCEBCJRE;OUAFLOMCEBCJRE-UHFFFAOYSA-N;[H]C12OCOC1=CC=C(C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CNC)C2O;
903;1;ZHGHVKQSLJRUKG;ZHGHVKQSLJRUKG-UHFFFAOYSA-N;[H]C1c2c([nH]c3c2CC(C(=O)OC)N(C(=O)CNC)C3c2ccc3c(c2)OCO3)C=CC1O;
904;1;BUHXQPCGMSTKQT;BUHXQPCGMSTKQT-UHFFFAOYSA-N;[H]C1C=Cc2[nH]c3c(c2C1O)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
905;1;GYGOKUZHWXZMES;GYGOKUZHWXZMES-UHFFFAOYSA-N;[H]C1C=Cc2c([nH]c3c2CC(C(=O)OC)N(C(=O)CNC)C3c2ccc3c(c2)OCO3)C1O;
906;1;MFGHDSVOFQCXLB;MFGHDSVOFQCXLB-UHFFFAOYSA-N;[H]C1c2[nH]c3c(c2C=CC1O)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
907;1;UQQLNVFJDMHVLS;UQQLNVFJDMHVLS-UHFFFAOYSA-N;[H]C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C=CC2=C(OCO2)C1O;
908;1;PQNXEHRCUSKZKI;PQNXEHRCUSKZKI-UHFFFAOYSA-N;[H]C1C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)=CC2=C(OCO2)C1O;
909;1;GCCOGYWOZAZEIX;GCCOGYWOZAZEIX-UHFFFAOYSA-N;[H]C1C2=C(C=C(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C1O)OCO2;
910;1;IOVQFYJSAPAUQE;IOVQFYJSAPAUQE-UHFFFAOYSA-N;[H]C12NC3=C(CC(C(=O)OC)N(C(=O)CNC)C3c3ccc4c(c3)OCO4)C1=CC=CC2O;
911;1;TZARQUUXEKLWBO;TZARQUUXEKLWBO-UHFFFAOYSA-N;[H]C12C(=CC=CC1O)NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
912;1;HZSBEOFNJQRWQW;HZSBEOFNJQRWQW-UHFFFAOYSA-N;[H]C1C=c2c3c([nH]c2=CC1O)C(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C(=O)OC)C3;
913;1;XLUUGMUASBYXPZ;XLUUGMUASBYXPZ-UHFFFAOYSA-N;[H]C1C=c2[nH]c3c(c2=CC1O)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
914;1;OOTZOAQALCINAO;OOTZOAQALCINAO-UHFFFAOYSA-N;[H]OC(=O)N(C)CC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
915;1;QAKFESAYWMFJIG;QAKFESAYWMFJIG-UHFFFAOYSA-N;[H]OC(=O)n1c2c(c3ccccc31)CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
916;1;HHNNUUMIYHOUPF;HHNNUUMIYHOUPF-UHFFFAOYSA-N;[H]OC(O)(CNC)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
917;1;UDJSXAYYHPDGKV;UDJSXAYYHPDGKV-UHFFFAOYSA-N;[H]C12Nc3ccccc3C1(O)CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
918;1;VLNPHLWWAKDBIP;VLNPHLWWAKDBIP-UHFFFAOYSA-N;[H]C12CC(C(=O)OC)N(C(=O)CNC)C(c3ccc4c(c3)OCO4)C1(O)Nc1ccccc12;
919;1;AYCXZIFOSDTKHK;AYCXZIFOSDTKHK-UHFFFAOYSA-N;[H]C1C=C2OCOC2=CC1(O)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
920;1;YQAPPZKDXSXEMG;YQAPPZKDXSXEMG-UHFFFAOYSA-N;[H]C1C=C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C=C2OCOC21O;
921;1;FUIYMJAPWUTWJX;FUIYMJAPWUTWJX-UHFFFAOYSA-N;[H]C1C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)=CC=C2OCOC21O;
922;1;XQVSVGUPEOPOOL;XQVSVGUPEOPOOL-UHFFFAOYSA-N;[H]C12C=CC=CC1(O)NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
923;1;HNEWSRRDGWNKSK;HNEWSRRDGWNKSK-UHFFFAOYSA-N;[H]C12C=CC=CC1(O)C1=C(N2)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
924;1;MEPXESBWTJKYKX;MEPXESBWTJKYKX-UHFFFAOYSA-N;[H]OC(O)(OC)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNC;
925;1;ZEEYDOMQDAFJRJ;ZEEYDOMQDAFJRJ-UHFFFAOYSA-N;[H]C1C2=C(C=CC1(O)C1c3[nH]c4ccccc4c3CC(C(=O)OC)N1C(=O)CNC)OCO2;
926;1;XTZIMHOFTBDCIO;XTZIMHOFTBDCIO-UHFFFAOYSA-N;[H]C12C=C(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C=CC1(O)OCO2;
927;1;GIQATRVDIKXFLE;GIQATRVDIKXFLE-UHFFFAOYSA-N;[H]C12C=CC(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)=CC1(O)OCO2;
928;1;ASZOHZJHTABZOH;ASZOHZJHTABZOH-UHFFFAOYSA-N;[H]C1C=CC=C2C3=C(NC21O)C(c1ccc2c(c1)OCO2)N(C(=O)CNC)C(C(=O)OC)C3;
929;1;HCSGZSXZPQQBIA;HCSGZSXZPQQBIA-UHFFFAOYSA-N;[H]C1C=CC=C2NC3=C(CC(C(=O)OC)N(C(=O)CNC)C3c3ccc4c(c3)OCO4)C21O;
930;1;NFYZFYQHOJWYCR;NFYZFYQHOJWYCR-UHFFFAOYSA-N;CNCC(=O)N1C(=C=O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
931;1;KMBKOWQETQCJSQ;KMBKOWQETQCJSQ-UHFFFAOYSA-N;CNC#CN1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
932;1;PZOWDUGZLMDYKZ;PZOWDUGZLMDYKZ-UHFFFAOYSA-N;[H]OC12NC3([H])C=CC=CC3=C1CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
933;1;LCRLGPQTAXRYRU;LCRLGPQTAXRYRU-UHFFFAOYSA-N;[H]OC1C=C2OCOC2([H])C=C1C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
934;1;BMMGXODPGZMHCS;BMMGXODPGZMHCS-UHFFFAOYSA-N;[H]OC1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C=CC2([H])OCOC2=C1;
935;1;CPDAXAKUGIWFGE;CPDAXAKUGIWFGE-UHFFFAOYSA-N;[H]OC12C=CC([H])(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C=C1OCO2;
936;1;YNUIHRCGYQEIRB;YNUIHRCGYQEIRB-UHFFFAOYSA-N;[H]OC1C=C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C([H])C2=C1OCO2;
937;1;YFZCBYVWWXSQGA;YFZCBYVWWXSQGA-UHFFFAOYSA-N;[H]OC1C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)=CC([H])C2=C1OCO2;
938;1;IILNEISKPLJHMP;IILNEISKPLJHMP-UHFFFAOYSA-N;[H]OC12C=C(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C([H])C=C1OCO2;
939;1;QXBCHGCZVHBQQG;QXBCHGCZVHBQQG-UHFFFAOYSA-N;[H]OC12C=CC([H])C=C1NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
940;1;WILLADYXASVIJU;WILLADYXASVIJU-UHFFFAOYSA-N;[H]OC12C=CC([H])C=C1C1=C(N2)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
941;1;BSPGBPNPEJOSNC;BSPGBPNPEJOSNC-UHFFFAOYSA-N;[H]OC12C=CC=CC1=C1CC(C(=O)OC)N(C(=O)CNC)C(c3ccc4c(c3)OCO4)C1([H])N2;
942;1;IENREBWPLIVFAV;IENREBWPLIVFAV-UHFFFAOYSA-N;[H]OC1C=CC2([H])NC3=C(CC(C(=O)OC)N(C(=O)CNC)C3c3ccc4c(c3)OCO4)C2=C1;
943;1;XDKTWVARQBCJMS;XDKTWVARQBCJMS-UHFFFAOYSA-N;[H]OC1C=CC([H])c2[nH]c3c(c21)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
944;1;STCLWULYSOJFNX;STCLWULYSOJFNX-UHFFFAOYSA-N;[H]OC1C=CC([H])c2c1[nH]c1c2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
945;1;DMIQBBRKMMCCNE;DMIQBBRKMMCCNE-UHFFFAOYSA-N;[H]OC1C=CC2([H])C(=C1)NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
946;1;NMKZZCGABOZOMY;NMKZZCGABOZOMY-UHFFFAOYSA-N;[H]OC1C=CC=C2NC3([H])C(=C21)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
947;1;ZEHBBUJJYLDSEL;ZEHBBUJJYLDSEL-UHFFFAOYSA-N;[H]OC12NC3=CC=CC([H])C3=C1CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
948;1;HPSJPQCOCIKDQX;HPSJPQCOCIKDQX-UHFFFAOYSA-N;[H]OC(=O)C12NC3(O)C=CC=CC3=C1CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
949;1;JTTYKOIHVJYGIC;JTTYKOIHVJYGIC-UHFFFAOYSA-N;[H]OC(=O)C1(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C=CC2(O)OCOC2=C1;
950;1;DPOHSYGBUUFHSM;DPOHSYGBUUFHSM-UHFFFAOYSA-N;[H]OC(=O)C1C=C2OCOC2(O)C=C1C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
951;1;CBRUUMTZBGYZEG;CBRUUMTZBGYZEG-UHFFFAOYSA-N;[H]OC(=O)C1C=C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C(O)C2=C1OCO2;
952;1;QQOJZKNXHHBHEU;QQOJZKNXHHBHEU-UHFFFAOYSA-N;[H]OC(=O)C12C=CC(O)(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C=C1OCO2;
953;1;JQNGDKJRDLZHQO;JQNGDKJRDLZHQO-UHFFFAOYSA-N;[H]OC(=O)C12C=C(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C(O)C=C1OCO2;
954;1;BVKYQJDIYADUGG;BVKYQJDIYADUGG-UHFFFAOYSA-N;[H]OC(=O)C1C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)=CC(O)C2=C1OCO2;
955;1;GTLPJHUQDGBWOV;GTLPJHUQDGBWOV-UHFFFAOYSA-N;[H]OC(=O)C12C=CC(O)C=C1C1=C(N2)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
956;1;HUIWELOUVLSUAJ;HUIWELOUVLSUAJ-UHFFFAOYSA-N;[H]OC(=O)C12C=CC=CC1=C1CC(C(=O)OC)N(C(=O)CNC)C(c3ccc4c(c3)OCO4)C1(O)N2;
957;1;WTSDFGGLJKFAQZ;WTSDFGGLJKFAQZ-UHFFFAOYSA-N;[H]OC(=O)C12C=CC(O)C=C1NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
958;1;NNEJXAIYWHSCJC;NNEJXAIYWHSCJC-UHFFFAOYSA-N;[H]OC(=O)C1C=CC(O)c2[nH]c3c(c21)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
959;1;UTBQROPGYVQIPA;UTBQROPGYVQIPA-UHFFFAOYSA-N;[H]OC(=O)C1C=CC2(O)NC3=C(CC(C(=O)OC)N(C(=O)CNC)C3c3ccc4c(c3)OCO4)C2=C1;
960;1;RKJRPNRBUGVMGG;RKJRPNRBUGVMGG-UHFFFAOYSA-N;[H]OC(=O)C1C=CC2(O)C(=C1)NC1=C2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
961;1;KVOUCFNOCYCZOR;KVOUCFNOCYCZOR-UHFFFAOYSA-N;[H]OC(=O)C1C=CC(O)c2c1[nH]c1c2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
962;1;ZCAFUJNPFDURIQ;ZCAFUJNPFDURIQ-UHFFFAOYSA-N;[H]OC(=O)C1C=CC=C2NC3(O)C(=C21)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
963;1;UHKPFKSKBISWBX;UHKPFKSKBISWBX-UHFFFAOYSA-N;[H]OC(=O)C12NC3=CC=CC(O)C3=C1CC(C(=O)OC)N(C(=O)CNC)C2c1ccc2c(c1)OCO2;
964;1;YHUDDLGXCWUVEM;YHUDDLGXCWUVEM-UHFFFAOYSA-N;[H]C12C=C(C3c4[nH]c5ccccc5c4CC(C(=O)OC)N3C(=O)CNC)C(OP(=O)(O)O)C=C1OCO2;
965;1;NLBHUWMYCZDVCB;NLBHUWMYCZDVCB-UHFFFAOYSA-N;[H]C1C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)=CC(OP(=O)(O)O)C2=C1OCO2;
966;1;LNIQSXTYVZWEMZ;LNIQSXTYVZWEMZ-UHFFFAOYSA-N;[H]C1C=C(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)C(OP(=O)(O)O)C2=C1OCO2;
967;1;NOUMSYPBBOXBMW;NOUMSYPBBOXBMW-UHFFFAOYSA-N;[H]C12C=CC(OP(=O)(O)O)C=C1C1=C(N2)C(c2ccc3c(c2)OCO3)N(C(=O)CNC)C(C(=O)OC)C1;
968;1;SIVXFRLXXQPYLA;SIVXFRLXXQPYLA-UHFFFAOYSA-N;[H]C1C=CC(OP(=O)(O)O)c2c1[nH]c1c2CC(C(=O)OC)N(C(=O)CNC)C1c1ccc2c(c1)OCO2;
969;1;CCSCTGBFLCIWDT;CCSCTGBFLCIWDT-UHFFFAOYSA-N;[H]C1C=CC(OP(=O)(O)O)c2[nH]c3c(c21)CC(C(=O)OC)N(C(=O)CNC)C3c1ccc2c(c1)OCO2;
