ENTRY;GENERATION;INCHICODE;INCHIKEY;SMILES;FORMULA
733;1;QDJZDRUMTXGGSW;QDJZDRUMTXGGSW-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c(n(C3OC(CO)C(O)C(O)C3NC(C)=O)c3ccccc23)C1c1ccc2c(c1)OCO2;
734;1;VCKYVHQMRIUTPI;VCKYVHQMRIUTPI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cccc(C4OC(CO)C(O)C(O)C4NC(C)=O)c23)C1c1ccc2c(c1)OCO2;
735;1;OWDAESPQOBQXHU;OWDAESPQOBQXHU-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccc(C4OC(CO)C(O)C(O)C4NC(C)=O)cc23)C1c1ccc2c(c1)OCO2;
736;1;DWXMFMJPAHOWKF;DWXMFMJPAHOWKF-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cc(C4OC(CO)C(O)C(O)C4NC(C)=O)ccc23)C1c1ccc2c(c1)OCO2;
737;1;YIKDRJUTUMLXLW;YIKDRJUTUMLXLW-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(C4OC(CO)C(O)C(O)C4NC(C)=O)cccc23)C1c1ccc2c(c1)OCO2;
738;1;HDIQRHKUALLTTI;HDIQRHKUALLTTI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OCC2OC(CO)C(O)C(O)C2NC(C)=O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
739;1;CVJVPOGDRFXAQO;CVJVPOGDRFXAQO-UHFFFAOYSA-N;CC=C(C=C(OCO)OP(=O)(OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O)OP(=O)(O)O)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
740;1;MFUUXXAGMSRTCV;MFUUXXAGMSRTCV-UHFFFAOYSA-N;[H]C(=CC=C(C)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC)OC;
741;1;MEKXHYYXOOKAMC;MEKXHYYXOOKAMC-UHFFFAOYSA-N;CC=C(C=C(OCO)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
742;1;WCAJVMJTHVOLHA;WCAJVMJTHVOLHA-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cccc(OCOP(=O)(OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OP(=O)(O)O)c1;
743;1;LYPSRJSKJPJQCH;LYPSRJSKJPJQCH-UHFFFAOYSA-N;[H]Oc1ccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)cc1;
744;1;AAFIRNKYRFRJDB;AAFIRNKYRFRJDB-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cccc(OCOP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)c1;
745;1;ACVANGMKYVVRSG;ACVANGMKYVVRSG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc(OCOP(=O)(OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OP(=O)(O)O)cc1;
746;1;VZUOHOSEZILJKB;VZUOHOSEZILJKB-UHFFFAOYSA-N;[H]Oc1cccc(C2c3[nH]c4ccccc4c3CC(C(=O)OC)N2C(=O)CNC)c1;
747;1;JWFXQBUNFNCTNE;JWFXQBUNFNCTNE-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc(OCOP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)cc1;
748;1;MEAATRUQAWTRTE;MEAATRUQAWTRTE-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC=C(OCO)OP(=O)(OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O)OP(=O)(O)O;
749;1;MTEPZEHBEUSKRP;MTEPZEHBEUSKRP-UHFFFAOYSA-N;[H]C(=CC(=CC)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC)OC;
750;1;GSLPPNTWRQFIAT;GSLPPNTWRQFIAT-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC=C(OCO)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O;
751;1;SZEQNKQOQSFNKX;SZEQNKQOQSFNKX-UHFFFAOYSA-N;COC(=O)OP(=O)(OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O)OP(=O)(O)O;
752;1;JMDILHIQNLRJJI;JMDILHIQNLRJJI-UHFFFAOYSA-N;COC(=O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O;
753;1;QWAYLFNPQFQXMB;QWAYLFNPQFQXMB-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC1=C(OP(=O)(OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OP(=O)(O)O)OCO1;
754;1;CRPJYHFYTBLTTD;CRPJYHFYTBLTTD-UHFFFAOYSA-N;[H]C=CC(=CCOC)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
755;1;BVYQGEDZFBREMI;BVYQGEDZFBREMI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC1=C(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OCO1;
756;1;AYOMSIHZXHEAKG;AYOMSIHZXHEAKG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1CC=CC1=C(OP(=O)(OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OP(=O)(O)O)OCO1;
757;1;NUFAKIKHIGEWFW;NUFAKIKHIGEWFW-UHFFFAOYSA-N;[H]C=C(C=CCOC)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
758;1;DKFWFZSNLCSVTI;DKFWFZSNLCSVTI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1CC=CC1=C(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)OCO1;
759;1;QGWNDRXFNXRZMB;QGWNDRXFNXRZMB-UHFFFAOYSA-N;[H]OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O;
760;1;CLHQDXFHULTQTR;CLHQDXFHULTQTR-UHFFFAOYSA-N;CC=C(C=C(OCO)OP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OP(=O)(O)O)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
761;1;UADGYSOGYPEXIC;UADGYSOGYPEXIC-UHFFFAOYSA-N;CC=C(C=C(OCO)OP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C1c2[nH]c3ccccc3c2CC(C(=O)OC)N1C(=O)CNC;
762;1;GUUVOYCPONYKRD;GUUVOYCPONYKRD-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cccc(OCOP(=O)(OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OP(=O)(O)O)c1;
763;1;GWIVWGDMTVCPIN;GWIVWGDMTVCPIN-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cccc(OCOP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)c1;
764;1;USQARVPJOUETEK;USQARVPJOUETEK-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc(OCOP(=O)(OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OP(=O)(O)O)cc1;
765;1;AFGKLZUQCWJGOJ;AFGKLZUQCWJGOJ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc(OCOP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)cc1;
766;1;XHSFAWWSSAHQRG;XHSFAWWSSAHQRG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC=C(OCO)OP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OP(=O)(O)O;
767;1;NSCQYNVDVDZZJB;NSCQYNVDVDZZJB-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC=C(OCO)OP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O;
768;1;YSOHVABUWJQPQG;YSOHVABUWJQPQG-UHFFFAOYSA-N;COC(=O)OP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OP(=O)(O)O;
769;1;CQZSSFVSAHGNGG;CQZSSFVSAHGNGG-UHFFFAOYSA-N;COC(=O)OP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O;
770;1;IBGDXMNAXCVKPB;IBGDXMNAXCVKPB-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC1=C(OP(=O)(OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OP(=O)(O)O)OCO1;
771;1;VFMAHOYDWXYDOP;VFMAHOYDWXYDOP-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C(C)=CC1=C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OCO1;
772;1;UBJHNVVFDLBSGB;UBJHNVVFDLBSGB-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1CC=CC1=C(OP(=O)(OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OP(=O)(O)O)OCO1;
773;1;UEFWSKUXIITTJF;UEFWSKUXIITTJF-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1CC=CC1=C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OCO1;
774;1;HRKGQWJOKHOIKB;HRKGQWJOKHOIKB-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNCC1OC(C)C(O)C(O)C1O;
775;1;IEROKRIMSOPXRP;IEROKRIMSOPXRP-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CN(C)C1OC(C)C(O)C(O)C1O;
776;1;IKXGSSDILYEYHH;IKXGSSDILYEYHH-UHFFFAOYSA-N;CNC(C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2)C1OC(C)C(O)C(O)C1O;
777;1;FOZJUFRROHXEAN;FOZJUFRROHXEAN-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2CC1(C(=O)OC)C1OC(C)C(O)C(O)C1O;
778;1;VJTJTOLZJWQKQW;VJTJTOLZJWQKQW-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2C(C2OC(C)C(O)C(O)C2O)C1C(=O)OC;
779;1;RIMFOZXLYXSAOD;RIMFOZXLYXSAOD-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1(c1ccc2c(c1)OCO2)C1OC(C)C(O)C(O)C1O;
780;1;JWVWYVYNJLPNMX;JWVWYVYNJLPNMX-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(cc1C1OC(C)C(O)C(O)C1O)OCO2;
781;1;SSSGTMLOHSXHLS;SSSGTMLOHSXHLS-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(c(C3OC(C)C(O)C(O)C3O)c1)OCO2;
782;1;ODTNGZIDGJZULM;ODTNGZIDGJZULM-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1C1OC(C)C(O)C(O)C1O)OCO2;
783;1;MCUSISWRPJTBTG;MCUSISWRPJTBTG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OC(C1OC(C)C(O)C(O)C1O)O2;
784;1;XBCVCUYTRGCZJF;XBCVCUYTRGCZJF-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c(n(C3OC(C)C(O)C(O)C3O)c3ccccc23)C1c1ccc2c(c1)OCO2;
785;1;MPHSESXOVIIDTR;MPHSESXOVIIDTR-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cccc(C4OC(C)C(O)C(O)C4O)c23)C1c1ccc2c(c1)OCO2;
786;1;HMGZFCGRJDEKNV;HMGZFCGRJDEKNV-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccc(C4OC(C)C(O)C(O)C4O)cc23)C1c1ccc2c(c1)OCO2;
787;1;KEAVTVWSYZVOAO;KEAVTVWSYZVOAO-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cc(C4OC(C)C(O)C(O)C4O)ccc23)C1c1ccc2c(c1)OCO2;
788;1;ZBJJGYUWJUKYBX;ZBJJGYUWJUKYBX-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(C4OC(C)C(O)C(O)C4O)cccc23)C1c1ccc2c(c1)OCO2;
789;1;FAXJQSKMMIOXGC;FAXJQSKMMIOXGC-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OCC2OC(C)C(O)C(O)C2O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
790;1;PVQQLZNBFYNGFO;PVQQLZNBFYNGFO-UHFFFAOYSA-N;CNC=C(OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
791;1;XPPKVPWEQAFLFU;XPPKVPWEQAFLFU-UHFFFAOYSA-N;[H]OP(=O)(O)OP(=O)(O)O;
792;1;WELTUDNHHZNROD;WELTUDNHHZNROD-UHFFFAOYSA-N;CNC=C(OP(=O)(O)O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
793;1;XTWYTFMLZFPYCI;XTWYTFMLZFPYCI-UHFFFAOYSA-N;[H]OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O;
794;1;QWRMJQFTMGCKHR;QWRMJQFTMGCKHR-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CN(C)S(=O)(=O)O;
795;1;WHTCPDAXWFLDIH;WHTCPDAXWFLDIH-UHFFFAOYSA-N;[H]OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
796;1;LNKANTYGULHIRX;LNKANTYGULHIRX-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNCS(=O)(=O)O;
797;1;ISMKISCJIFPEJQ;ISMKISCJIFPEJQ-UHFFFAOYSA-N;CNC(C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2)S(=O)(=O)O;
798;1;KOEHPGRCKARWNE;KOEHPGRCKARWNE-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2CC1(C(=O)OC)S(=O)(=O)O;
799;1;GGQHLROXEZBNPI;GGQHLROXEZBNPI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1(c1ccc2c(c1)OCO2)S(=O)(=O)O;
800;1;IQLLRSHKKHVMTH;IQLLRSHKKHVMTH-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2C(S(=O)(=O)O)C1C(=O)OC;
801;1;HHZAPIJOTRRLOJ;HHZAPIJOTRRLOJ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c(n(S(=O)(=O)O)c3ccccc23)C1c1ccc2c(c1)OCO2;
802;1;OHNYVTBMICKRTN;OHNYVTBMICKRTN-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1S(=O)(=O)O)OCO2;
803;1;XIWCPFJTKRJNGQ;XIWCPFJTKRJNGQ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(c(S(=O)(=O)O)c1)OCO2;
804;1;VSERLZGLGIMNOT;VSERLZGLGIMNOT-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(cc1S(=O)(=O)O)OCO2;
805;1;WANXRJMYVHLCFG;WANXRJMYVHLCFG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OC(S(=O)(=O)O)O2;
806;1;UEBMTFMMFHRMJW;UEBMTFMMFHRMJW-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(S(=O)(=O)O)cccc23)C1c1ccc2c(c1)OCO2;
807;1;GJALSCYXBPWPAA;GJALSCYXBPWPAA-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cccc(S(=O)(=O)O)c23)C1c1ccc2c(c1)OCO2;
808;1;ZPAKHVOABCQIKR;ZPAKHVOABCQIKR-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cc(S(=O)(=O)O)ccc23)C1c1ccc2c(c1)OCO2;
809;1;DAHHDYVTWKSEOT;DAHHDYVTWKSEOT-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccc(S(=O)(=O)O)cc23)C1c1ccc2c(c1)OCO2;
810;1;NOEJJWBGYSUXML;NOEJJWBGYSUXML-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OCS(=O)(=O)O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
811;1;QEEZREXGKQFIRF;QEEZREXGKQFIRF-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CN(C)S(=O)(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
812;1;XLYOFNOQVPJJNP;XLYOFNOQVPJJNP-UHFFFAOYSA-N;[H]O;
813;1;BKPOQAJVAATKMM;BKPOQAJVAATKMM-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNCS(=O)(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
814;1;FFCNJOFUXIXPAE;FFCNJOFUXIXPAE-UHFFFAOYSA-N;CNC(C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2)S(=O)(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
815;1;CNRVONOJNQXCHE;CNRVONOJNQXCHE-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2CC1(C(=O)OC)S(=O)(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
816;1;CYERMQYARFOSDF;CYERMQYARFOSDF-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1(c1ccc2c(c1)OCO2)S(=O)(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;
817;1;DIXSEFFPPNMYGU;DIXSEFFPPNMYGU-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2C(S(=O)(=O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)C1C(=O)OC;
818;1;LZUMTRGJINAPNK;LZUMTRGJINAPNK-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c(n(S(=O)(=O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3OP(=O)(O)O)c3ccccc23)C1c1ccc2c(c1)OCO2;
819;1;GPKHZPRQYXDVRG;GPKHZPRQYXDVRG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1S(=O)(=O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1OP(=O)(O)O)OCO2;
820;1;BVPZNXMYXKHNEG;BVPZNXMYXKHNEG-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(c(S(=O)(=O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3OP(=O)(O)O)c1)OCO2;
821;1;PKVSLZZVAOQPJR;PKVSLZZVAOQPJR-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(cc1S(=O)(=O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1OP(=O)(O)O)OCO2;
822;1;CPRLCZXTABXUNN;CPRLCZXTABXUNN-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OC(S(=O)(=O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1OP(=O)(O)O)O2;
823;1;PYDSBEJTCXKFNJ;PYDSBEJTCXKFNJ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(S(=O)(=O)OP(=O)(O)OCC4OC(n5cnc6c(N)ncnc65)C(O)C4OP(=O)(O)O)cccc23)C1c1ccc2c(c1)OCO2;
824;1;BKJGCIWUFZQKMC;BKJGCIWUFZQKMC-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cccc(S(=O)(=O)OP(=O)(O)OCC4OC(n5cnc6c(N)ncnc65)C(O)C4OP(=O)(O)O)c23)C1c1ccc2c(c1)OCO2;
825;1;CZRAUFJQEUJBLI;CZRAUFJQEUJBLI-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3cc(S(=O)(=O)OP(=O)(O)OCC4OC(n5cnc6c(N)ncnc65)C(O)C4OP(=O)(O)O)ccc23)C1c1ccc2c(c1)OCO2;
826;1;CZIHMHCEJYFWGH;CZIHMHCEJYFWGH-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccc(S(=O)(=O)OP(=O)(O)OCC4OC(n5cnc6c(N)ncnc65)C(O)C4OP(=O)(O)O)cc23)C1c1ccc2c(c1)OCO2;
827;1;PBYXHXWOHXCZTQ;PBYXHXWOHXCZTQ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OCS(=O)(=O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
828;1;WUIFVWMXATZQEM;WUIFVWMXATZQEM-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2OP(=O)(O)O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2;
829;1;MHVYMLZJOBEQBP;MHVYMLZJOBEQBP-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CNCP(=O)(O)O;
830;1;PUPFGBOAJWMVKV;PUPFGBOAJWMVKV-UHFFFAOYSA-N;COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc3c(c2)OCO3)N1C(=O)CN(C)P(=O)(O)O;
831;1;PCGMTCJCCGYFEZ;PCGMTCJCCGYFEZ-UHFFFAOYSA-N;CNC(C(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2)P(=O)(O)O;
832;1;KANWAUCSTKCMKM;KANWAUCSTKCMKM-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2CC1(C(=O)OC)P(=O)(O)O;
833;1;IUOMJUGECVVHQT;IUOMJUGECVVHQT-UHFFFAOYSA-N;CNCC(=O)N1C(c2ccc3c(c2)OCO3)c2[nH]c3ccccc3c2C(P(=O)(O)O)C1C(=O)OC;
834;1;QPAKAIVSEDVZJJ;QPAKAIVSEDVZJJ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1(c1ccc2c(c1)OCO2)P(=O)(O)O;
835;1;KYIIDUOOIWLGNE;KYIIDUOOIWLGNE-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(cc1P(=O)(O)O)OCO2;
836;1;UDZKLDDDXAVDBF;UDZKLDDDXAVDBF-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1cc2c(c(P(=O)(O)O)c1)OCO2;
837;1;CVPJBHKWEBJQSC;CVPJBHKWEBJQSC-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1P(=O)(O)O)OCO2;
838;1;CELXCLWYARHNJT;CELXCLWYARHNJT-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OC(P(=O)(O)O)O2;
839;1;WLBZKHUJWWPFBQ;WLBZKHUJWWPFBQ-UHFFFAOYSA-N;CNCC(=O)N1C(C(=O)OC)Cc2c(n(P(=O)(O)O)c3ccccc23)C1c1ccc2c(c1)OCO2;
