;index;GENERATION;EQUATION;SMILES;RULE;RPAIRS;CONSERVEDRATIO
216;6250;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+OZUMVGSCDIWITK+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c(O)cccc23)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
217;6251;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+CIFFXWOQEIZPDU+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OCO)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A2;pairs;ratio
218;7068;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>SCBXDQYGCPPNGU+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC23OC2(Nc2ccccc23)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
219;7070;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>CVTNIKCIACSBRF+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C12C=C3OCOC3=CC1O2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
220;7072;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>AGQHEOWQHZEGKY+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC2OC23OCOC3=C1.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
221;7074;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>ITTGGUDUOVXGIQ+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC=C2OCOC23OC13.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
222;7076;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>FWNAIGNUKMKFLF+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC34C=CC=CC23O4)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
223;7078;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>XJLXINKUBYWONI+XLYOFNOQVPJJNP+ZMQLUDRENXKCPV;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2C2OC2C=C3)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
224;7080;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>XETHDDVEKWBEKB+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2C=CC2OC32)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
225;7124;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>WQKIAZZUUMTVIO+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C12C=CC3=C(OCO3)C1O2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
226;7125;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>PPOUXWFCQAZOAS+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC2=C(OCO2)C2OC12.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
227;7127;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>WIPOAYODJBILQH+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC23OCOC2(C=C1)O3.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
228;7460;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>SLEZBEAZPQGKFQ+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC34OC3C=CC=C24)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
229;7461;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>XJLXINKUBYWONI+XLYOFNOQVPJJNP+YPIJLBSLWKWGOR;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=CC=CC4OC324)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
230;7463;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>QKVCRFRYCFJUCG+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2=CC2OC2C=3)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A5;pairs;ratio
231;7796;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+SCBXDQYGCPPNGU+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC23OC2(Nc2ccccc23)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
232;7798;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+CVTNIKCIACSBRF+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C12C=C3OCOC3=CC1O2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
233;7800;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>AGQHEOWQHZEGKY+BAWFJGJZGIEFAR+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC2OC23OCOC3=C1.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
234;7802;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+ITTGGUDUOVXGIQ+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC=C2OCOC23OC13.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
235;7804;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+FWNAIGNUKMKFLF+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC34C=CC=CC23O4)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
236;7806;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+XLYOFNOQVPJJNP+ZMQLUDRENXKCPV;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2C2OC2C=C3)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
237;7808;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+XETHDDVEKWBEKB+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2C=CC2OC32)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
238;7852;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+WQKIAZZUUMTVIO+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C12C=CC3=C(OCO3)C1O2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
239;7853;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+PPOUXWFCQAZOAS+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC2=C(OCO2)C2OC12.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
240;7855;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+WIPOAYODJBILQH+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C1=CC23OCOC2(C=C1)O3.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
241;8188;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+SLEZBEAZPQGKFQ+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC34OC3C=CC=C24)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
242;8189;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+XLYOFNOQVPJJNP+YPIJLBSLWKWGOR;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=CC=CC4OC324)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
243;8191;1;BOPGDPNILDQYTO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>BAWFJGJZGIEFAR+QKVCRFRYCFJUCG+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3c2=CC2OC2C=3)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O;1.14.13A6;pairs;ratio
244;8524;1;RWXZBJIVTZKYFX+XJLXINKUBYWONI+XLYOFNOQVPJJNP<=>ACFIXJIJDZMPPO+JEAUHRNYTXHWFF+MYMOFIZGZYHOMD+NO_INCHIKEY;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=C1.O>>.CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)CO2.NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O;1.14.13A7(rev);pairs;ratio
245;8526;1;RWXZBJIVTZKYFX+XJLXINKUBYWONI+XLYOFNOQVPJJNP<=>ACFIXJIJDZMPPO+MYMOFIZGZYHOMD+NO_INCHIKEY+WWYHQTVBGKOOFZ;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=C1.O>>.CNCC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OC2.NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O;1.14.13A7(rev);pairs;ratio
246;8528;1;RWXZBJIVTZKYFX+XJLXINKUBYWONI+XLYOFNOQVPJJNP<=>ACFIXJIJDZMPPO+LUQMGBUFDJCQLV+MYMOFIZGZYHOMD+NO_INCHIKEY;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CC=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)=C1.O>>.CNCC(=O)N1C(C(C)=O)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2.NC(=O)C1=C[N+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O;1.14.13A7(rev);pairs;ratio
247;8602;1;ACFIXJIJDZMPPO+GPRLSGONYQIRFK+MYMOFIZGZYHOMD+RWXZBJIVTZKYFX<=>DHKUBBNGTVHRSH+XJLXINKUBYWONI+XLYOFNOQVPJJNP;CNCC(=O)N1C(C(=O)OC)CC2=C(NC3=C2C=CC=C3)C1C1=CC=C2OCOC2=C1.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(N4C=NC5=C(N)N=CN=C54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1.O=O.[H+]>>CNCOC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1c1ccc2c(c1)OCO2.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.O;1.14.13A7;pairs;ratio
