num_nodes,2358
num_edges,5103
num_nodes_connected,2358
num_isolated_islands,1
num_nodes_biggest_island,2358
num_edges_biggest_island,5103
percent_nodes_biggest_island,100.0
percent_edges_biggest_island,100.0
if_target_in_biggest_island,True
number of reactions total,7827
