R_PR_UID	R_PR_STOICH
1569877046	1 1467986174 + 1 1467879801 <=> 1 1469442031 + 1 1467867087 + 1 1467890574
1569878495	1 1467913988 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1467868504
1569879311	1 1468341792 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1467873865
1569881870	1 1467910914 + 1 1467879801 <=> 1 1469442031 + 1 1467871718 + 1 1467910899
1569883005	1 1467984126 + 1 1467879801 <=> 1 1467865967 + 1 1469442031 + 1 1467871989
1569885664	1 1468370069 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1468370061
1569885882	1 1467879801 + 1 1467872180 + 1 1467865610 <=> 1 1467865812 + 1 1467865888 + 1 1469442031
1569888860	1 1469442031 + 1 1467866522 + 1 1467866289 <=> 1 1467865667 + 1 1467871159 + 1 1467879801
1569888985	1 1467991233 + 1 1467879801 <=> 1 1469442031 + 1 1467867702
1569890322	1 1467879801 + 1 1467866330 + 1 1467865856 + 1 1467865610 <=> 1 1467865667 + 1 1467865872 + 1 1469442031 + 1 790253278
1569895209	1 1467970772 + 1 1467879801 <=> 1 1467866306 + 1 1469442031
1569898143	1 1467879801 + 1 1467872719 <=> 1 1469442031 + 1 1467923604
1569900486	1 1467879801 + 1 1467870360 + 1 1467865610 <=> 2 1469442031 + 1 1467870164 + 1 1467873714
1569904803	1 1467879801 + 1 1467876203 <=> 1 1469442031 + 1 1467867475
1569908084	1 1467911300 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1467876868
1569911018	1 1467880043 + 1 1469442031 <=> 1 1467879801 + 1 1467888259
1569911031	1 1467912563 + 1 1469442031 <=> 1 1467879801 + 1 1467888250
1569911044	1 1467915806 + 1 1469442031 <=> 1 1467879801 + 1 1467915818
1569912237	1 1467984126 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1467898352
1569912396	1 1467879801 + 1 1467871113 <=> 1 1469442031 + 1 1467867103 + 1 1467867595
1569916618	1 1467901338 + 1 1467879801 <=> 1 1467866388 + 1 1469442031 + 1 1467868175
1569917708	1 1467879874 + 1 1467869221 + 1 1469442031 + 1 1467865812 <=> 1 1467866836 + 1 1467879801
1569918777	1 1467904668 + 1 1469442031 <=> 1 1467879286 + 1 1467879801
1569921254	1 1467883279 + 1 1469442031 + 1 1467865888 <=> 1 1467879801 + 1 1468588854
1569927243	1 1467884933 + 3 1467879801 + 3 1467865652 + 3 1467865610 + 3 1467865544 <=> 3 1467865563 + 4 1467865841 + 3 1467865888 + 3 1469442031
1569928550	1 1468098073 + 1 1467879801 <=> 1 1469442031 + 1 1467873383 + 1 1467881276
1569929705	1 1467879801 + 1 1467878908 <=> 1 1469442031 + 1 1467866778 + 1 1467867385
1569933058	1 1468026292 + 1 1467879801 <=> 1 1469442031 + 1 1467867640 + 1 1467871989
1569934989	1 1467907657 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1467872610
1569937716	2 1467995326 + 1 1467879801 + 1 1467868692 <=> 1 1467865667 + 2 1469442031 + 2 1467995313
1569937947	2 1467995326 + 1 1467879801 + 1 1467866026 <=> 1 1467866177 + 2 1469442031 + 1 1467879874 + 2 1467995313
1569938306	1 1467879801 + 1 1467875296 <=> 1 1469442031 + 1 1467869340 + 1 1467878631
1569939173	2 1468093882 + 1 1467879874 + 2 1469442031 + 1 1467866414 <=> 1 1467868450 + 1 1467879801 + 2 1468083953
1569939205	2 1467995326 + 1 1467879801 + 1 1467872515 <=> 2 1469442031 + 1 1467967456 + 2 1467995313
1569939380	1 1468043918 + 1 1467866648 + 1 1469442031 <=> 1 1467879801 + 1 1467897789
1569941609	1 1467868847 + 1 1467866778 + 1 1469442031 <=> 1 1467879801 + 1 1467900133
1569942952	1 1467932613 + 2 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1467880189
1569945502	1 1467913883 + 1 1467867736 + 1 1469442031 <=> 2 1467871372 + 1 1467879801
1569946500	1 1467875248 + 1 1467873714 + 3 1469442031 <=> 1 1467865610 + 1 1467868867 + 1 1467879801
1569948410	1 1467879874 + 2 1469442031 + 1 1467866414 <=> 1 1467868450 + 1 1467879801
1569948473	1 1467866856 + 1 1469442031 + 1 1467865652 <=> 1 1467879801 + 1 1467888083
1569949525	1 1569589874 + 1 1469442031 <=> 1 1467879801 + 1 1467894519
1569950188	1 1468122683 + 1 1467879801 <=> 1 1469442031 + 1 1467881564
1569951278	1 1467890574 + 1 1467866778 + 1 1469442031 <=> 1 1467879801 + 1 1468225787
1569951293	1 1467917663 + 1 1467866778 + 1 1469442031 <=> 1 1467879801 + 1 1468225732
1569951323	1 1467877803 + 1 1467867595 + 1 1469442031 <=> 1 1467871113 + 1 1467879801
1569951605	1 1467902246 + 1 1467879874 + 3 1467879801 + 1 1467869810 + 1 1467865967 + 1 1467865812 + 1 1467865667 <=> 1 1467866026 + 1 1469442031 + 1 1467866836 + 1 1467877450 + 1 1467877803
1570006420	1 1467879801 + 1 1467872719 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467872213
1570006954	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 4 1469442031 + 1 1467881851
1570006984	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 6 1469442031 + 1 1467917714
1570008768	1 1467879801 + 1 1467866648 + 1 1467865610 <=> 1 1467865888 + 1 1467865967 + 1 1469442031
1570008783	1 1467970772 + 1 1467879801 + 1 1467865610 <=> 1 1467865888 + 1 1467866306 + 1 1469442031
1570008816	1 1467879801 + 1 1467869737 + 1 1467865610 <=> 1 1467865888 + 1 1469442031 + 1 1467898240
1570008851	1 1467879801 + 1 1467865767 <=> 1 1469442031 + 1 1467867842 + 1 1467869044
1570008876	1 1467879801 + 1 1467872480 + 1 1467865610 <=> 1 1467865888 + 1 1469442031 + 1 1467873865
1570008899	1 1467879801 + 1 1467875846 + 1 1467865610 <=> 1 1467865888 + 1 1469442031 + 1 1467870801
1570010311	2 1467995326 + 1 1467970772 + 1 1467879801 <=> 1 1467866306 + 3 1469442031 + 2 1467995313
1570010398	1 1467879801 + 1 1467867132 + 1 1467866374 <=> 1 1467865687 + 1 1467865856 + 1 1469442031 + 1 1467893667
1570010669	1 1467879801 + 1 1467868530 <=> 1 1467865783 + 1 1467866306 + 2 1469442031
1570010690	1 1467879801 + 1 1467868655 <=> 1 1467865687 + 1 1469442031 + 1 1467880189
1570010721	1 1467879801 + 1 1467869030 <=> 2 1469442031 + 1 1467870360
1570010781	1 1467879801 + 1 1467869250 <=> 1 1467865687 + 3 1469442031 + 1 1467876203
1570011204	1 1467879801 + 1 1467871604 <=> 1 1467865783 + 2 1469442031 + 1 1467866916
1570011235	1 1467879801 + 1 1467871797 <=> 1 1467865652 + 1 1469442031 + 1 1467867945
1570011293	2 1467888528 + 1 1467879801 + 1 1467872545 <=> 1 1469442031 + 2 1467871989 + 1 1468002189
1570011308	1 1467879801 + 1 1467872545 <=> 1 1467865652 + 1 1469442031 + 1 1467923604
1570011413	1 1467879801 + 1 1467873776 <=> 2 1469442031 + 1 1467933822
1570011474	1 1467879801 + 1 1467875985 <=> 1 1467866306 + 1 1469442031 + 1 1467867073
1570011962	1 1467890716 + 1 1467879801 <=> 1 1467865812 + 1 1467866306 + 1 1469442031 + 1 1467879874
1570011977	1 1467890726 + 1 1467879801 <=> 1 1467866306 + 1 1469442031 + 1 1467867313
1570011993	1 1467891024 + 1 1467879801 <=> 1 1467865687 + 2 1469442031 + 1 1467891052
1570012047	1 1467892211 + 1 1467879801 <=> 1 1467866306 + 1 1469442031 + 1 1467868029
1570012302	1 1467897979 + 1 1467879801 <=> 1 1467866007 + 1 1469442031 + 1 1467867313
1570012353	1 1467900054 + 1 1467879801 <=> 1 1469442031 + 1 1467872515 + 1 1467876868
1570012620	1 1467911171 + 1 1467879801 <=> 1 1467866289 + 1 1469442031 + 1 1467866980
1570013101	1 1467951469 + 1 1467879801 <=> 2 1469442031 + 1 1467877338
1570013973	1 1468043859 + 1 1467879801 <=> 1 1469442031 + 1 1467881564 + 1 1468044003
1570014259	1 1468045484 + 1 1467879801 <=> 1 1467865652 + 1 1467865872 + 1 1469442031
1570028704	1 1468047606 + 1 1467879801 <=> 1 1467865652 + 1 1469442031 + 1 1467900752
1570028861	1 1467879801 + 1 1467875744 <=> 1 1467865652 + 2 1469442031 + 1 1467871778
1570031724	1 1467868847 + 1 1469442031 + 1 1467865888 <=> 1 1467865667 + 2 1467879801 + 1 1468098834
1570031754	1 1467881276 + 1 1469442031 + 1 1467865888 <=> 1 1467865667 + 2 1467879801 + 1 1468097180
1570032680	1 1467867498 + 1 1469442031 + 1 1467865967 <=> 1 1467872213 + 1 1467879801
1737777191	1 1467915685 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 2 1469442031 + 1 1467870890
1737777206	1 1468003508 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 2 1469442031 + 1 1467869810
1737777249	2 1467879801 + 1 1467865841 <=> 1 1467865652 + 1 1467866177 + 5 1469442031
1737777367	2 1467879801 + 1 1467875744 <=> 1 1467865652 + 2 1469442031 + 1 1467876868
1737777790	1 1467897525 + 3 1469442031 + 2 1467865563 <=> 2 1467865544 + 2 1467879801 + 1 1467908977
1737778575	1 1467970558 + 2 1469442031 <=> 1 1467879801 + 1 1467974028
1737779377	1 1468011893 + 1 1467879801 <=> 3 1469442031 + 1 1467869221 + 1 1468011863
2070044542	1 1467879801 + 1 1467878489 + 1 1467865667 <=> 2 1469442031 + 2 1467868189
2070044879	1 1467879801 + 1 1467872129 <=> 1 1467865812 + 1 1469442031 + 1 1467867625 + 1 1467879874
2070044897	1 1467867625 + 1 1469442031 + 1 1467866388 <=> 1 1467872129 + 1 1467879801
2592792431	1 1467879801 + 1 1467868450 <=> 1 1467866414 + 2 1469442031 + 1 1467879874
2592798237	1 1467867640 + 1 1469442031 + 1 1467865967 + 1 1467865563 <=> 1 1467865544 + 1 1467874835 + 2 1467879801
2592799012	1 1467867945 + 1 1469442031 + 1 1467865967 + 1 1467865563 <=> 1 1467865544 + 1 1467870801 + 2 1467879801
2592801638	1 1467879801 + 1 1467869030 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467870360
2592803216	1 1467879801 + 1 1467868103 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467874918
2592810834	1 1467890488 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467874918
2592821838	1 1467901893 + 2 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467893562
2592823396	1 1467879801 + 1 1467868692 <=> 1 1467865667 + 2 1469442031
2592829435	1 1467871989 + 1 1467866704 + 7 1469442031 <=> 3 1467879801 + 1 1467888402
2592845740	1 1468008453 + 2 1469442031 <=> 1 1467866980 + 1 1467879801
2592851854	1 1468014396 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467876226 + 1 1467879874
2592853411	1 1467879801 + 1 1467868515 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865841 + 1 1469442031 + 1 1467892552
2592858363	1 1467879801 + 1 1467872515 <=> 2 1469442031 + 1 1467967456
2592861843	1 1468043859 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468044042
2592908919	1 1467974028 + 2 1467867437 + 2 1469442031 <=> 1 1467867268 + 2 1467867437 + 1 1467879801
2592941401	1 1467879801 + 1 1467865544 <=> 1 1469442031 + 1 1467867595 + 1 1467869403
2592945959	1 1467879801 + 1 1467866026 + 1 1467865544 <=> 1 1467865563 + 1 1467866177 + 1 1469442031 + 1 1467879874
2592947022	2 1469442031 + 2 1467866475 + 1 1467865888 <=> 2 1467879801 + 2 1468061319
2592948984	1 1467879801 + 1 1467867268 <=> 2 1469442031 + 1 1467974028
2592954172	1 1467879801 + 1 1467868655 <=> 2 1469442031 + 1 1467974028
2592984173	1 1468008547 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467874918
2593010145	1 1467879801 + 1 1467866026 <=> 1 1467866177 + 1 1469442031 + 1 1467879874
2593015699	1 1467908887 + 1 1467879801 <=> 1 1469442031 + 1 1467872033 + 1 1467879874
2593031217	1 1469337813 + 1 1467879801 <=> 1 1469442031 + 1 1467866648 + 1 1467970772
2593031776	1 1467879801 + 1 1467877057 <=> 1 1467865652 + 1 1469442031 + 1 1468027170
2593036927	1 1467868118 + 1 1469442031 <=> 1 1467879801 + 1 1467879874
2593052516	1 1468381851 + 1 1467879801 + 1 1467865610 <=> 1 1467865812 + 1 1469442031 + 1 1467868175
2593069818	1 1467879874 + 1 1469442031 + 1 1467865812 <=> 1 1467866080 + 1 1467879801
2593087081	2 1467879801 + 2 1467869030 + 2 1467865544 <=> 2 1467865563 + 2 1469442031 + 1 1467870360 + 1 1468410195
2593110095	1 1467879801 + 1 1467865767 <=> 1 1467866492 + 1 1469442031 + 1 1467868376
2594258607	1 1467879801 + 1 1467866177 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467868344
2774318440	1 1468043918 + 1 1467870577 + 1 1467866648 + 2 1469442031 <=> 1 1467879801 + 1 1467906370
2774326757	1 1467869221 + 1 1469442031 + 1 1467866388 <=> 1 1467866836 + 1 1467879801
2774335026	1 348237497 + 1 1467879801 <=> 1 1467866095 + 1 1469442031 + 1 1469364473
2774337583	1 1467881276 + 1 1467866778 + 1 1469442031 <=> 1 1467879801 + 1 1468290577
2774337650	1 1467878992 + 1 1467868847 + 1 1469442031 <=> 1 1467879801 + 1 1469417723
2774337948	1 1467881276 + 1 1467878992 + 1 1469442031 <=> 1 1467879801 + 1 1469346128
2774346523	2 1467879801 + 3 1467865610 <=> 4 1469442031 + 4 1467873714
2774351343	1 1467902246 + 1 1467879874 + 3 1467879801 + 1 1467869810 + 1 1467865967 + 1 1467865812 + 1 1467865667 <=> 1 1467866026 + 1 1469442031 + 1 1467866836 + 1 1467868222 + 1 1467877450
2774351372	1 1467902246 + 1 1467879874 + 3 1467879801 + 1 1467869810 + 1 1467865967 + 1 1467865812 + 1 1467865667 <=> 1 1467866026 + 1 1469442031 + 1 1467866836 + 1 1467867103 + 1 1467877450
2774357549	1 1467915861 + 1 1467879801 <=> 1 1467866522 + 2 1469442031 + 1 1467866945
2774359177	1 1467869221 + 1 1469442031 + 1 1467866414 + 1 1467865888 <=> 1 1467865610 + 1 1467870640 + 1 1467879801
2774364167	1 1467876642 + 1 1469442031 <=> 1 1467879801 + 1 1467883446
2774370705	1 1467919008 + 2 1467879801 <=> 1 1469442031 + 1 1467879966 + 1 1467919020
2774374598	1 1467964445 + 1 1467867313 + 1 1469442031 <=> 1 1467879801 + 1 1467980629
2774377146	2 1467970772 + 2 1467869221 + 6 1469442031 <=> 1 1467865610 + 4 1467866691 + 4 1467879801
2774385951	1 1467905207 + 1 1467879801 + 1 1467878443 + 2 1467865767 <=> 2 1467866492 + 3 1469442031 + 1 1467868344 + 1 1467879874 + 2 1467907679 + 1 1468208822
2774388163	1 1468043575 + 2 1469442031 + 1 1467865783 <=> 1 1467879801 + 1 1468043512
2774388180	1 1467896357 + 2 1469442031 + 1 1467865783 <=> 1 1467879801 + 1 1467900317
2774390921	1 1467869221 + 1 1469442031 + 1 1467865667 <=> 1 1467879801 + 1 1467925717
2774391484	1 1468047766 + 1 1467879801 + 1 1467865767 <=> 1 1467866492 + 1 1469442031 + 1 1467879966 + 1 1468047774
2774391707	1 1467867313 + 1 1469442031 + 1 1467865967 <=> 1 1467879801 + 1 1468019889
2774397121	1 1467879801 + 1 1467866192 <=> 1 1467866007 + 1 1469442031 + 1 1467879874
2774400428	1 1467881726 + 1 1469442031 + 1 1467865994 <=> 1 1467866821 + 1 1467879801
2774401266	1 1467970772 + 2 1467869221 + 4 1469442031 <=> 3 1467866691 + 3 1467879801
2774401498	1 1468122683 + 1 1467869221 + 1 1469442031 <=> 1 1467879801 + 1 1468120684
2774403881	1 1467879801 + 1 1467866345 <=> 1 1469442031 + 1 1467879874 + 1 1467898395
2774406224	1 1468290859 + 1 1469442031 <=> 1 1467879801 + 1 1467915818
2774406237	1 1467893759 + 1 1469442031 <=> 1 1467879801 + 1 1467888250
2774406250	1 1467893150 + 1 1469442031 <=> 1 1467879801 + 1 1467888259
2774408817	1 1467879801 + 1 1467873025 <=> 2 1469442031 + 1 1467867640
2774422454	1 1467879801 + 1 1467873072 <=> 2 1469442031 + 1 1467876294
2774422603	1 1467911289 + 1 1467879801 <=> 2 1469442031 + 1 1467866856
2774423785	1 1467868585 + 1 1469442031 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 1468012885
2774424882	1 1467879801 + 1 1467870905 <=> 1 1467865872 + 2 1469442031
2774425321	1 1469396599 + 1 1467879801 <=> 1 1467866080 + 2 1469442031
2774427348	1 1467970772 + 1 1469442031 + 1 1467866080 <=> 1 1467872773 + 1 1467879801
2774427409	1 1468003832 + 1 1467879801 <=> 2 1469442031 + 1 1468004493
2774427547	1 1467879801 + 1 1467868613 <=> 1 1467866095 + 2 1469442031
2774428103	2 1469442031 + 1 1467865994 <=> 1 1467870093 + 1 1467879801
2774430159	1 1467879801 + 1 1467866565 <=> 1 1469442031 + 1 1467869763 + 1 1467879874
2774430205	1 1467879801 + 1 1467866960 <=> 2 1469442031 + 1 6063945
2774434603	1 1467881253 + 1 1467867313 + 1 1469442031 <=> 1 1467879801 + 1 1467911611
2774437270	1 1467879801 + 1 1467866960 <=> 1 1469442031 + 1 6063945
2774437329	6 1468141313 + 1 1467970772 + 7 1469442031 <=> 1 1467869221 + 3 1467879801 + 6 1468141305
2774443486	1 1467873383 + 1 1467868847 + 1 1469442031 <=> 1 1467879801 + 1 1468300157
2774446364	1 1468339335 + 1 1467879801 <=> 1 1469442031 + 1 1467867313 + 1 1468339327
2774452671	1 1468163537 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 2 1469442031 + 1 1467867813
2774455473	1 2211264 + 1 1467879801 + 1 1467866414 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467871246 + 1 1467877039
2774465552	1 1467932827 + 1 1469442031 + 1 1467865652 <=> 1 1467879801 + 1 1467895469
2774475644	1 1468098570 + 1 1467872625 + 1 1469442031 <=> 1 1467879801 + 1 1468300141
2774501161	1 1468120684 + 1 1469442031 + 1 1467865888 <=> 1 1467879801 + 1 1468588854
1570006746	1 1467868463 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1467974866
1569919462	1 1467879956 + 1 1467865667 <=> 1 1469442031 + 1 1467868692 + 1 1467879801 + 1 1467865731
1569920314	1 1467879956 + 1 1467879874 + 1 1467865812 <=> 1 1467866080 + 1 1469442031 + 1 1467879801 + 1 1467865731
1569927225	1 1467879956 + 1 1467869780 + 1 1467865563 <=> 1 1467865544 + 1 1467867373 + 1 1467879801 + 1 1467865731
1569927573	1 1467879956 + 2 1467865841 + 1 1467865563 <=> 1 1467865544 + 1 1467865652 + 1 1467867373 + 1 1467879801 + 1 1467865731
1569927592	3 1467879956 + 4 1467865841 + 3 1467865563 <=> 3 1467865544 + 3 1467865652 + 3 1467879801 + 1 1467884933 + 3 1467865731
1569953946	1 1467865731 + 1 1467879801 + 1 1467867529 + 1 1469442031 <=> 1 1467878310 + 1 1467879956
2774435177	1 1467865731 + 1 1467879801 + 1 1467872140 + 1 1469442031 <=> 1 1467866414 + 1 1467868450 + 1 1467879956
2774435455	1 1467865731 + 1 1467879801 + 1 1467872373 + 1 1469442031 <=> 1 1467866414 + 1 1467872140 + 1 1467879956
1556667161	1 1467895775 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467896417
1558369619	1 1467975365 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467919694
1559510263	1 1467868585 + 1 1469442031 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1469253737
1559527596	1 1469442031 + 1 1467866080 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1469396599
1560284160	1 1468091814 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467891784
1561503334	1 1469425725 + 1 1467865544 <=> 1 1467865563 + 1 1467865812 + 1 1469442031
1569688592	1 1467878129 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467915045
1569689550	1 1467878726 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467900207
1569697756	1 1467899206 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467896489
1569726499	1 1467921526 + 1 1469442031 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467866704 + 1 1467866731
1569744448	1 1467876801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467868938
1569752807	1 1467866763 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1468047018
1569802994	1 1468371833 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467899320
1569814197	1 1468044003 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468044034
1569815414	1 1467868924 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467878443
1569816505	1 1467867798 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1468007689
1569817073	2 1468061319 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 2 1467866475
1569818718	1 1467866414 + 1 1467866214 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467877039
1569830069	1 1467921526 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467866704 + 1 1467866731
1569833907	1 1467898352 + 1 1467865563 <=> 1 1467865544 + 1 1467914452
1569834305	1 1467907896 + 1 1467865544 <=> 1 1467865563 + 1 1467872180
1569834674	1 1467879801 + 1 1467872180 + 1 1467865544 <=> 1 1467865563 + 1 1467865812
1569835474	1 1467868629 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467892444
1569835859	1 1468359558 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467908112
1569837555	1 1467880104 + 1 1467865544 <=> 1 1467865563 + 1 1467869079
1569843041	1 1467865872 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467866749
1569844121	1 1467894183 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467911437
1569848518	1 1467910783 + 1 1467865544 <=> 1 1467865563 + 1 1467867780
1569848889	1 1467867962 + 1 1467865563 <=> 1 1467865544 + 1 1467870302
1569848959	1 1467865936 + 1 1467865563 <=> 1 1467865544 + 1 1467870443
1569849654	1 1467879801 + 1 1467866617 + 1 1467865544 <=> 1 1467865563 + 1 1467878443 + 1 1467879874
1569850650	1 1467881726 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467877115
1569852138	1 1467874171 + 2 1467865687 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 2 1467871046
1569875760	1 1467867529 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467870890
1569878298	1 1468008547 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467868971
1569899233	1 1467879801 + 1 1467870360 + 1 1469442031 + 1 1467865610 + 1 1467865544 <=> 1 1467865563 + 1 1467865888 + 1 1467870164
1569899306	1 1467881726 + 1 1467865544 <=> 1 1467865563 + 1 1467866475
1569899387	1 1467867529 + 1 1467865563 <=> 1 1467865544 + 1 1467870890
1569899409	1 1467871664 + 1 1467865544 <=> 1 1467865563 + 1 1468077267
1655214799	1 1469320193 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467886510
1569906316	2 1469442031 + 1 1467865841 + 2 1467865563 <=> 2 1467865544 + 1 1467865652 + 1 1467871246
1569912768	1 1468011863 + 1 1467866836 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467866388 + 1 1468011893
1569913025	1 1467866960 + 1 1469442031 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1468043859
1569917044	1 1467970558 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1467974028
1569928276	1 1467876801 + 1 1467865544 <=> 1 1467865563 + 2 1469442031 + 1 1468196579
1569930529	1 1467902875 + 1 1467865563 <=> 1 1467865544 + 1 1467866997 + 1 1467867842
1569947372	1 1467881726 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467868204
1569947956	1 1468048522 + 1 1467865667 + 1 1467865563 <=> 1 1467865544 + 1 1467865652 + 1 1467878458
1569948441	1 1467867945 + 1 1467865610 + 1 1467865563 <=> 1 1467865544 + 1 1467865667 + 1 1467866731
1569949556	1 1467867385 + 1 1467866374 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467876178 + 1 1467878790
1570006201	1 1467879801 + 1 1467868515 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865841 + 1 1467892552
1570006363	1 1467879801 + 1 1467872180 + 1 1467865544 <=> 1 1467865563 + 1 1467868029
1570006872	1 1468099267 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 2 1469442031 + 1 1467874723
1570007014	1 1468659564 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467881276
1570007043	1 1468218402 + 1 1467879801 + 1 1467865544 <=> 1 1467865563 + 1 1467874723
1570007402	1 1467917646 + 1 1467865563 <=> 1 1467865544 + 6 1469442031 + 1 1467872719 + 1 1467879801
1570018057	1 1467889321 + 1 1467865856 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467865872 + 1 1467867191
1570018644	1 1467869909 + 1 1467865544 <=> 1 1467865563 + 1 1467865667 + 1 1467868222
1570018657	1 1467869909 + 1 1467865544 <=> 1 1467865563 + 1 1467878835
1570018676	1 1467870302 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467867163
1570018807	1 1467871544 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1569765709
1570018928	1 1467877338 + 1 1467865544 <=> 1 1467865563 + 1 1467920661
1570018985	1 1467880176 + 1 1467865544 <=> 1 1467865563 + 9 1469442031 + 1 1467974866
1570019312	1 1467917915 + 1 1467865544 <=> 1 1467865563 + 1 1467894183
1570019698	1 1468019272 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467873025
1570021635	1 1468043859 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468044042
1655621152	1 1467894744 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468014386
1655644566	1 1467898292 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 381819210
1655712055	1 1467871718 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1468162765
1736441928	1 1467870443 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1469344642
1736857569	1 1467866763 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467873168
1736951977	1 1467954035 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 94804673
1737202870	1 1467882096 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467879801 + 1 1468077267
1737308326	1 1467867813 + 1 1469442031 + 1 1467865563 <=> 1 1467865544 + 1 1467865812 + 1 1467879801
1737777635	1 1467919099 + 2 1467865544 <=> 2 1467865563 + 4 1469442031 + 1 1569768551
1737777659	1 1467945452 + 2 1467865544 <=> 2 1467865563 + 4 1469442031 + 1 1569768544
1737777673	1 1467977350 + 2 1467865544 <=> 2 1467865563 + 4 1469442031 + 1 1569768562
