R_PR_UID	R_PR_STOICH
2600370727	1 1467917082 + 1 1467879801 <=> 1 1467870801 + 1 1467871246
2792404792	1 1467872107 + 1 1467866007 <=> 1 1467870801 + 1 779672310
2792406277	1 1467872107 + 1 1467868029 <=> 1 1467870801 + 1 1467875034
2792411424	1 1467872107 + 1 1467866080 <=> 1 1467870801 + 1 1469417050
2792419238	1 1467910944 + 1 1467872107 <=> 1 1467870801 + 1 1468343649
2792436386	1 1467885235 + 1 1467872107 <=> 1 1467870801 + 1 659594604
2792436862	1 1467872107 + 1 1467867702 <=> 1 1467870801 + 1 29758512
2792494410	1 1468117328 + 1 1467872107 <=> 1 1467870801 + 1 1468269722
2792495256	1 2998305 + 1 1467872107 <=> 1 1467870801 + 1 1468283087
2792505345	1 1468045794 + 1 1467872107 <=> 1 1467870801 + 1 1468014214
2792515198	1 1467872107 + 1 1467866580 <=> 1 1467870801 + 1 787598592
2792524664	1 1467872107 + 1 1467867543 <=> 1 1467870801 + 1 653706236
2792525056	1 1467872107 + 1 1467870335 <=> 1 1467866633 + 1 1467870801
2792539470	1 1467872107 + 1 1467867736 <=> 1 1467866871 + 1 1467870801
2792599620	1 1467872107 + 1 1467866856 <=> 1 1467870801 + 1 1467888083
2792645994	1 1469347866 + 1 1467872107 <=> 1 1467870801 + 1 785601437
2792646736	1 107261982 + 1 1467872107 <=> 1 1467870801 + 1 786168053
2792751498	1 1467887730 + 1 1467872107 <=> 1 1467870801 + 1 630681276
2792753827	1 1467872107 + 1 1467866095 <=> 1 1467866749 + 1 1467870801
2792754011	1 1468348464 + 1 1467872107 <=> 1 1467870801 + 1 1156924936
2792754978	1 1467882096 + 1 1467872107 <=> 1 1467870801 + 1 2646411878
2792775186	1 1468117160 + 1 1467872107 <=> 1 1467870801 + 1 1467895458
2800742682	1 1467873142 + 1 1467872107 <=> 1 1467870801 + 1 1467908701
2800765743	1 1468818722 + 1 1467872107 <=> 1 1467870801 + 1 628085944
1557283934	1 1468047606 + 1 1467879801 <=> 1 1467865652 + 1 1467900752
1569753969	1 1468047606 + 1 1467871455 <=> 1 1467900752 + 1 1468047622
1557325115	1 1467879874 + 1 1467866980 + 1 1467865667 <=> 1 1467879801 + 1 52908417
2789492008	1 128840482 + 1 1467879874 <=> 1 1467879801 + 1 52908417
2806722230	1 52908417 + 1 1468014334 <=> 1 1467879874 + 1 128840482
2792836857	1 1467881564 + 1 1467866980 <=> 1 1467879801 + 1 52908417
2792840736	1 52908417 + 1 1467865888 <=> 1 1467866980 + 1 187187929
2792840758	1 52908417 + 1 1467866289 <=> 1 1467866980 + 1 154912011
2792907948	1 168552560 + 1 1467866980 <=> 1 1467865967 + 1 52908417
2796766202	1 52908417 + 1 1467867640 <=> 1 1467866980 + 1 351278824
2593022877	1 1467919694 + 1 1467865767 <=> 1 1467865798 + 1 1469442031 + 1 1467975199
2593059419	1 1469362597 + 1 1467865767 <=> 1 1467865798 + 1 1469442031 + 1 1469308553
2600236116	1 1467878747 + 1 1467865767 <=> 1 1467865798 + 1 1469442031 + 1 1467983596
2600297801	1 1467894335 + 1 1467865767 <=> 1 1467865798 + 1 1469442031 + 1 1467980943
1557326718	1 1467892254 + 1 1467867625 <=> 1 1467866492 + 1 1467867595
1569665539	1 1467870978 + 1 1467867625 <=> 1 1467866492 + 1 1467866885
1569684498	1 1467873865 + 1 1467867625 <=> 1 1467866492 + 1 1467877005
1569841797	1 1467894227 + 1 1467867625 <=> 2 1467866492 + 1 1469442031
2592869679	1 1467894227 + 1 1467867625 <=> 2 1467866492
2601402755	1 1467866388 + 1 1467865623 <=> 1 1467865783 + 1 1467876785
2774350428	1 1467877700 + 1 1467866388 <=> 1 1467869044 + 1 1467876785
1557348266	1 1467879801 + 1 1467871421 <=> 1 347247636
2809028465	1 1468014334 + 1 1467871421 <=> 1 347247636
2788202726	1 1468444194 + 1 1467879801 <=> 1 347247636
2789549278	1 347247636 <=> 1 1467879801 + 1 359611736
1557348322	1 1467879801 + 1 1467871421 <=> 1 381819210
2809028485	1 1468014334 + 1 1467871421 <=> 1 381819210
1557348409	1 1467871421 <=> 1 359611736
1557354540	1 1467890994 + 1 1467865667 <=> 1 1467895107
2594463664	2 1467893759 <=> 1 1467871323 + 1 345948949
2812711445	2 1467893759 <=> 1 1467871323 + 1 127319933
2808148684	2 1469442031 + 1 1467866080 + 1 1467865610 <=> 1 1467866388 + 1 1468014334
2070044667	1 1469442031 + 1 1467866388 + 1 1467865812 <=> 1 1467866080 + 1 1467867813
2592792217	1 1467866388 + 1 1467865812 <=> 1 1467866080 + 1 1467867813
1557367734	1 1467912563 <=> 1 1467893759
1557368306	1 1467894519 <=> 1 675128417
1557423531	1 1467951607 <=> 1 1467879801 + 1 1467954101
2809274777	1 1468014334 + 1 1467954101 <=> 1 1467951607
2809128566	1 1468014334 + 1 1467893150 <=> 1 1467865636 + 1 1467869376
2813036408	2 1467893150 <=> 1 1467869376 + 1 378704738
2798972598	1 1468029905 + 1 1467872545 <=> 1 1467865652 + 1 1467865667 + 1 112461423
1557468508	1 1468149897 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 1468027170
2808353804	1 1468027170 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 1468149897
1557469836	1 1468149897 <=> 1 1467879801 + 1 1467932827
2808239960	1 1468014334 + 1 1467932827 <=> 1 1468149897
1557469910	1 1468149897 <=> 1 1467879801 + 1 2546213
2808358315	1 1468149897 <=> 1 1468014334 + 1 2546213
1557472549	1 1468325565 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 1468027170
1557475071	1 1468325565 <=> 1 1467879801 + 1 1467932827
2593637020	1 1467879801 + 1 1467867986 <=> 1 1467879874 + 1 1468096473
2789305260	1 1468096473 + 1 1467865610 <=> 1 1467865667 + 1 1467879801 + 1 1467890183
1557491262	1 1468096473 <=> 1 405416921
1557518108	1 1467869921 + 1 1467865667 <=> 1 1467876785
1569712880	1 1467878443 + 1 1467865610 <=> 1 1467865667 + 1 1467894435
2788296571	1 639205144 + 1 1467879874 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 119977213
2789216629	1 1468269040 + 1 1467866289 <=> 1 1467865610 + 1 2639903095
1557565540	1 1468269040 <=> 1 653532476
1569704382	1 1467911480 + 1 1467877700 <=> 1 1467865636 + 1 1467911591
1557586723	1 1467869044 + 1 1467865667 <=> 1 1467893562
1559668381	1 1467894227 + 1 1467879801 <=> 1 1467869044 + 1 1467872515
1569839381	1 1467869044 <=> 1 1467879801 + 1 1468017547
1569882304	1 1467869044 <=> 1 1469442031 + 1 1467879801 + 1 1468017547
1557616539	1 1467879801 + 1 1467869909 <=> 1 1467865610 + 2 1469442031 + 1 137071425
1738182453	1 1467879801 + 1 1467869909 <=> 1 1467865610 + 2 1469442031 + 1 1469420804
1557618101	1 1467869909 <=> 1 1467865667 + 1 1467877378
2774399538	1 1467869909 <=> 1 1467865667 + 1 1467868222
1569675914	1 1467869667 + 1 1467869340 <=> 1 1467865652 + 1 1467875296
1557629942	1 1469373330 + 1 1467879801 <=> 1 1467882096
2808283772	1 1469373330 + 1 1468014334 <=> 1 1467882096
1557636153	1 1467895153 + 1 1467879801 <=> 1 1467866095 + 1 1467866345
1569659641	1 1467913415 + 1 1467879801 <=> 1 1467865856 + 1 1467866095
1569903066	1 1467879801 + 1 1467867176 + 1 1467866192 <=> 1 1467866007 + 1 1467866095 + 1 1467879874
2592795704	1 1467879801 + 1 1467877856 <=> 1 1467866095 + 1 1467866997 + 1 1467879874
2592809178	1 1467902833 + 1 1467879801 <=> 1 1467866095 + 1 1467873336
2593990050	1 1467879801 + 1 1467875234 <=> 1 1467865967 + 1 1467866095
2592794363	1 1467866749 + 1 1467866345 <=> 1 1467865652 + 1 1467895153
2603124939	1 1468218402 + 1 1467865610 <=> 1 1467871372 + 1 1467991233
2787895435	1 1467871372 + 1 1467866289 <=> 1 1467865610 + 1 2549390
2677896256	1 1467891513 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 4298238
2806818841	1 1467891513 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 4298238
2809000394	1 1467868061 + 2 1469442031 + 1 1467865610 <=> 1 1467914569 + 1 1468014334
2809008592	1 1467869044 + 2 1469442031 + 1 1467865610 <=> 1 1467914569 + 1 1468014334
1557732064	1 1468348472 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 1467876642
2808417489	1 1467876642 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 1468348472
2788006882	1 1467879801 + 1 1467869044 <=> 1 1467879874 + 1 1468348472
2788085648	1 1468348472 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 100554193
2796650808	1 4645264 + 1 1467879801 <=> 1 1468348472
1557739580	1 1469388613 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 1467882096
1737203971	1 1467882096 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 1468348472
2787797748	1 1467882096 + 1 1467866289 <=> 1 1467865610 + 1 2606267379
2808155801	1 1469388613 + 2 1469442031 + 1 1467865610 <=> 1 1467882096 + 1 1468014334
2809082448	1 1468014334 + 1 1467882096 <=> 1 1467865610 + 2 1469442031 + 1 1468348472
1557739635	1 1469388613 + 1 1467879801 <=> 1 1467865610 + 2 1469442031 + 1 1467876642
2808155821	1 1469388613 + 1 1468014334 <=> 1 1467865610 + 2 1469442031 + 1 1467876642
1557741931	1 1469388613 <=> 1 1467879801 + 1 94556011
2808155866	1 1469388613 <=> 1 1468014334 + 1 94556011
1557742518	1 1469388613 <=> 1 1467879801 + 1 165851530
2796651183	1 2093922 + 1 1467879801 <=> 1 1469388613
2808155959	1 1469388613 <=> 1 1468014334 + 1 165851530
2598547586	1 1467872545 + 1 1467871778 <=> 1 1467865652 + 1 1467865667 + 1 379111
2598552058	1 1467872545 + 1 1467865967 <=> 1 1467865652 + 1 1467865667 + 1 1468002051
2598560958	1 1467872545 + 1 1467868504 <=> 1 1467865652 + 1 1467865667 + 1 122926603
2598562305	1 1467872545 + 1 1467868344 <=> 1 1467865652 + 1 1467865667 + 1 1467867780
2598935254	1 1467872545 + 1 1467867780 <=> 1 1467865652 + 1 1467865667 + 1 3365428
2598936043	1 1467872545 + 1 1467866580 <=> 1 1467865652 + 1 1467865667 + 1 5599665
2798979415	1 106907448 + 1 1467872545 <=> 1 1467865652 + 1 1467865667 + 1 527968781
2799060995	1 1467872545 + 1 1467866648 <=> 1 1467865652 + 1 122926603
2799200446	1 1467872545 + 1 1467866177 <=> 1 1467865652 + 1 1467865667 + 1 4407767
1557818707	1 1467879801 + 1 1467873794 <=> 1 1467865936 + 1 1467868016
2786215029	1 1468454996 + 1 1467879801 <=> 1 1467868016 + 1 1467917204
2593109977	3 1467868016 <=> 1 1467865936 + 1 1467868895 + 1 1467873794
2790450524	2 1467868016 <=> 1 1467865936 + 1 1467873794
2791082056	2 1467873794 <=> 1 1467867976 + 1 1467868016
2801617738	1 1467891611 + 1 1467879801 + 1 1467866007 <=> 1 1467865610 + 1 1467871989 + 1 638484273
2801757148	1 1467891611 + 1 1467879801 + 1 1467867813 <=> 1 1467865610 + 1 1467871989 + 1 176441879
2801866771	1 1467891611 + 1 1467880558 + 1 1467879801 <=> 1 1467865610 + 1 1467871989 + 1 191988592
2802635443	1 1467891611 + 1 1467879801 + 1 1467874065 <=> 1 1467865610 + 1 1467871989 + 1 7213265
2803158872	1 2616207951 + 1 1467871989 + 1 1467865610 <=> 1 1467879801 + 1 1467891611 + 1 60530960
2803179358	1 1467954035 + 1 1467871989 + 1 1467865610 <=> 1 1467879801 + 1 1467891611 + 1 2661066250
2803190687	1 1467871989 + 1 1467868175 + 1 1467865610 <=> 1 1467879801 + 1 1467891611 + 1 168116841
2805488119	1 1468022055 + 1 1467891611 + 1 1467879801 <=> 1 1467865610 + 1 1467871989 + 1 1467898292
2812850936	1 1468014334 + 1 1467891611 + 1 1467865812 <=> 1 1467865610 + 1 1467871989 + 1 193558320
1557906023	1 1468285163 + 1 1467879801 <=> 1 1467866080 + 1 1467866565
2738480127	1 1468285163 + 1 1467879874 <=> 1 1467866565 + 1 1469314627
2791158589	1 1468285163 + 1 1467865812 <=> 1 1467866565 + 1 346903694
2792837533	1 530178488 + 1 1467866565 <=> 1 1467869763 + 1 1468285163
2792880463	1 1469417050 + 1 1467866565 <=> 1 1467865652 + 1 1468285163
2792882485	1 347547244 + 1 1467866565 <=> 1 1467866388 + 1 1468285163
2793088694	1 639870781 + 1 1467866565 <=> 1 1468285163 + 1 347547244
2793088716	1 639870781 + 1 1467866565 <=> 1 1468285163 + 1 349831331
2793170142	1 1157688502 + 1 1467866565 <=> 1 1467865687 + 1 1468285163
2791158770	1 1468285163 + 1 1467865812 <=> 1 1467866080 + 1 530178488
2070078764	1 1467868676 + 1 1467866763 <=> 1 1469442031 + 1 1467868189 + 1 1467878978
1557911092	1 1467873324 <=> 1 1467870021
1569660624	1 1467879801 + 1 1467866360 <=> 1 1467865687 + 1 1467866276
1569735247	1 1467879801 + 1 1467871046 <=> 1 1467865687 + 1 1467877949
1655516250	1 1467879801 + 1 1467867132 <=> 1 1467865687 + 1 1467867103
1655665350	1 1467879801 + 1 1467868655 <=> 1 1467865687 + 1 1467880189
2592790760	1 1467879801 + 1 1467866127 <=> 1 1467865687 + 1 1467867475
2592792793	1 1467879801 + 1 1467866522 <=> 1 1467865687 + 1 1467866945
2592803975	1 1467879801 + 1 1467871159 <=> 1 1467865687 + 1 1467870149
2786326902	1 1467879801 + 1 1467869250 <=> 1 1467865687 + 1 1467865783
2786326950	1 1467879801 + 1 1467869250 <=> 1 1467865687 + 1 1467876203
2603951751	1 1469413086 + 1 1467879801 <=> 1 1467868895 + 1 1468200688
2593058408	1 1469302541 + 1 1467879801 <=> 1 1467866080 + 1 1467876294
1558263438	1 1469417723 + 1 1467879801 <=> 1 1467868847 + 1 1467878992
2600315244	1 1467900133 + 1 1467879801 <=> 1 1467866778 + 1 1467868847
2809213838	1 1467919694 + 1 1467865610 <=> 1 1467873714 + 1 1467975365
1558481778	1 1468205472 + 1 1467865994 <=> 1 1467869690 + 1 1467917204
1655208169	1 1467910914 + 1 1467865994 <=> 1 1467869690 + 1 1467910899
2774367027	1 1569604472 + 1 1467869690 <=> 1 1467865994 + 1 1469442031 + 1 1569604393
1560465902	1 1468014159 + 1 1467865652 <=> 1 1467865936 + 1 1467868515
2603783870	1 1469375324 + 1 1467865652 <=> 1 1467868515 + 1 1467872252
2736774922	1 1468828375 + 1 1467865652 <=> 1 1467868515 + 1 1467868986
2792436667	1 1467868515 + 1 1467867702 <=> 1 1467865652 + 1 781835123
2792524614	1 1467868515 + 1 1467867543 <=> 1 1467874835 + 1 653706236
2792524641	1 1467868515 + 1 1467867543 <=> 1 1467874835 + 1 1467902381
2792525033	1 1467870335 + 1 1467868515 <=> 1 1467866633 + 1 1467874835
2792539447	1 1467868515 + 1 1467867736 <=> 1 1467866871 + 1 1467874835
2792744399	1 1467923604 + 1 1467868515 <=> 1 1467872545 + 1 1467874835
2792754951	1 1467882096 + 1 1467868515 <=> 1 1467874835 + 1 2646411878
1560466042	1 1468014159 + 1 1467879801 <=> 1 1467865936 + 1 1467874835
1558553377	1 1468014214 + 1 1467879801 <=> 1 1467865652 + 1 1468045794
2799095883	1 1468045794 + 1 1468002189 <=> 1 1467886510 + 1 1468014214
1569819486	1 1467879801 + 1 1467870385 <=> 1 1467867962 + 1 1467868747
1569819529	1 1467879801 + 1 1467869376 <=> 1 1467866960 + 1 1467867962
1569843479	1 1467879801 + 1 1467871323 <=> 1 1467867962 + 1 1467870314
1569843570	1 1467883352 + 1 1467879801 <=> 1 1467867962 + 1 1467870360
2070034084	1 1467894077 + 1 1467879801 <=> 1 1467867595 + 1 1467867962 + 1 1469444647
2809398631	1 1468025129 + 1 1468014334 <=> 1 1467865718 + 1 1467867163
2812897922	1 1468025129 + 1 1467867087 <=> 1 1467867163 + 1 282376899
2597711030	1 1467915861 + 1 1467872897 <=> 1 1467866522 + 1 1468025129
2812835498	1 1468025129 + 1 1467896357 <=> 1 1467872897 + 1 5486966
1558665944	1 1467880519 + 1 1467865667 <=> 1 1467865967
2592787270	2 1467866177 <=> 1 1467865667 + 1 1467878117
2598549175	1 1467980652 + 1 1467865967 <=> 1 1467865652 + 1 1467865667 + 1 171635955
2602999820	1 1468115353 + 1 1467879801 <=> 1 1467865812 + 1 115765
1558677307	1 1467880404 + 1 1467879801 <=> 1 3729468
2809072679	1 1468014334 + 1 1467880404 <=> 1 3729468
2788147025	1 126655 + 1 1467879801 <=> 1 1467879874 + 1 3729468
1558681168	1 1467879801 + 1 1467866648 <=> 1 2625177
2807060303	1 2625177 <=> 1 1467866648 + 1 1468014334
1558681322	1 1467866648 <=> 1 115765
1558684115	1 1467899222 + 1 1467866249 <=> 1 1467866262 + 1 1469294107
1655536534	1 1467874480 + 1 1467866249 <=> 1 1467866262 + 1 1469349149
2678093642	1 1467899233 + 1 1467866249 <=> 1 1467866262 + 1 1469294107
2594524490	2 1467899222 <=> 1 1469294107 + 1 121555656
2594524539	2 1467899222 <=> 1 1467878188 + 1 1469294107
1558725614	1 1467871372 <=> 1 2550415
1558799242	2 1469442031 + 1 1467866162 + 1 1467865610 <=> 2 1467879801 + 1 1469339821
1558837332	1 1467880354 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 82552
2806869606	1 1467880354 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 82552
1558837453	1 1467880354 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 98424752
2806869626	1 1467880354 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 98424752
2806869646	1 1467880354 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 1469415469
1558841257	1 1467879801 + 1 1467866177 <=> 1 26091944
2807483549	1 1468014334 + 1 1467866177 <=> 1 26091944
2787728414	1 26091944 + 1 1467879874 <=> 1 1467879801 + 1 191988592
2808148899	1 1468014334 + 1 1467875034 <=> 1 1467865610 + 2 1469442031 + 1 1467866871
1569671049	1 1467875034 + 1 1467867736 <=> 1 1467866871 + 1 1467868029
2808147260	1 1468014334 + 1 1467911300 <=> 1 1467865610 + 2 1469442031 + 1 1467866871
1558848907	1 1467866871 + 1 1467865667 <=> 1 1467866749
1558857192	1 1467877530 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 95750518
2809062673	1 1467877530 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 95750518
2787915896	1 171574493 + 1 1467879874 <=> 1 5345506
2806627846	1 5345506 + 1 1468014334 + 1 1467865610 <=> 1 1467866080 + 1 1467873714 + 1 1467879874
2806627873	1 5345506 + 1 1468014334 + 1 1467865610 <=> 1 1467873714 + 1 1467879874 + 1 411704427
1558883935	1 1467870817 <=> 1 124290822
1558904734	1 1469362448 + 1 1467879801 <=> 1 6150126
2807060202	1 6150126 <=> 1 1468014334 + 1 1469362448
1558904808	1 1469362448 + 1 1467879801 <=> 1 1467868075
2808145895	1 1467868075 <=> 1 1468014334 + 1 1469362448
1558931936	1 1467894387 <=> 1 1467879801 + 1 82068
2806626934	1 1467894387 <=> 1 1468014334 + 1 82068
1558932026	1 1467894387 <=> 1 1467879801 + 1 119833158
2786483449	1 1467894387 + 1 1467879874 <=> 1 1467879801 + 1 1469345969
2806626951	1 1467894387 <=> 1 1468014334 + 1 119833158
1560032497	1 1887824 + 1 1467879801 <=> 1 1467881564 + 1 1467881589
2788146168	1 1887824 + 1 1467865888 <=> 1 1467881589 + 1 187187929
2808917104	1 1887824 + 1 1468014334 <=> 1 1467881564 + 1 1467881589
2812704089	1 1887824 + 1 1467873714 <=> 1 1467881589 + 1 187187929
2788033576	1 1467868131 + 1 1467866289 <=> 1 1467865610 + 1 2497200
2789131529	1 2981780 + 1 1467865610 <=> 1 1467867945 + 1 1467868131
2791226411	1 2662651 + 1 1467865610 <=> 1 1467868131 + 1 1467871468
2792399477	1 1467872107 + 1 1467865610 <=> 1 1467868131 + 1 1102620528
1570040806	1 1467896938 + 1 1467872515 <=> 1 1467870640 + 1 1467899369
1559000886	1 1468218402 <=> 1 116298153
1559039103	1 1467887158 + 1 1467879874 + 1 1467865667 <=> 1 1467879801 + 1 183182899
2809104678	1 1467887158 + 1 1467879874 + 1 1467865667 <=> 1 1468014334 + 1 183182899
2787854632	1 359757881 + 1 1467879874 <=> 1 1467879801 + 1 183182899
2812504491	1 359757881 + 1 1467879874 <=> 1 1468014334 + 1 183182899
2788249483	1 183182899 + 1 1467865888 <=> 1 1467887158 + 1 187187929
2788249505	1 183182899 + 1 1467866289 <=> 1 1467887158 + 1 154912011
1559041272	1 1468044034 + 1 1467879801 <=> 1 174076102
2808916379	1 174076102 <=> 1 1468014334 + 1 1468044034
1559041342	1 1468044034 + 1 1467879801 <=> 1 116487
2808957936	1 116487 <=> 1 1468014334 + 1 1468044034
2678015777	1 1467895798 + 1 1467879801 <=> 1 1467879874 + 1 116487
2787856195	1 116487 + 1 1467879874 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 163240943
2787856630	1 116487 <=> 1 1467879801 + 1 156490918
1559058855	1 1467883446 + 2 1469442031 + 1 1467865610 <=> 1 1467879801 + 1 2093922
1559076002	1 118950402 + 1 1467879801 <=> 1 180362872
2812538565	1 180362872 <=> 1 1468014334 + 1 118950402
1559083042	1 1467918943 + 1 1467865667 <=> 1 1467871778
1559084150	1 52677497 + 1 1467879801 <=> 1 347444833
2787931929	1 347444833 + 1 1467879874 + 1 1467865888 <=> 1 1467865610 + 1 1467879801 + 1 111225913
2808932547	1 52677497 + 1 1468014334 <=> 1 347444833
2789517617	1 2168177 + 1 1467865610 <=> 1 1467870817 + 1 1467991233
2806867068	1 1467871372 + 2 1469442031 + 1 1467865610 <=> 1 1467870817 + 1 1468014334
1559084668	1 1467885399 + 1 1467879801 <=> 1 1467888913
2808152658	1 1468014334 + 1 1467885399 <=> 1 1467888913
1559087790	1 124272910 + 1 1467879874 + 1 1467865667 <=> 1 1467879801 + 1 640291022
2812705474	1 640291022 + 1 1468014334 <=> 1 1467865667 + 1 1467879874 + 1 124272910
2788149751	1 640291022 + 1 1467867640 <=> 1 124272910 + 1 351278824
2788149799	1 640291022 + 1 1467866289 <=> 1 124272910 + 1 154912011
1559087858	1 124272910 + 1 1467879801 <=> 1 121108975
2812465791	1 121108975 <=> 1 1468014334 + 1 124272910
2812488706	1 124272910 + 1 1468014334 <=> 1 5310257
1559087888	1 124272910 + 1 1467865610 <=> 1 1467866289 + 1 1467871468
1560735487	1 178268188 + 1 1467865610 <=> 1 1467871468 + 1 5925359
2787818831	1 183731255 + 1 1467865610 <=> 1 1467871468 + 1 170982541
2789383135	1 629505404 + 1 1467865610 <=> 1 1467871468 + 1 1468023700
2789401112	1 47981204 + 1 1467865610 <=> 1 1467871468 + 1 2359232
2789951617	1 184370975 + 1 1467865610 <=> 1 1467871468 + 1 1467872719
2793079256	1 44248462 + 1 1467865610 <=> 1 1467871468 + 1 1467888629
2793143850	1 642894569 + 1 1467865610 <=> 1 1467871468 + 1 116487
1569736539	1 1467917915 + 1 1467865610 <=> 1 1467866289 + 1 1467917966
1569838675	1 1468002885 + 1 1467865610 <=> 1 1467866289 + 2 1469442031 + 1 1467878458
1569857061	1 1467917915 + 1 1467865610 <=> 1 1467866289 + 1 1469442031 + 1 1467917966
2592842895	1 1468002885 + 1 1467865610 <=> 1 1467866289 + 1 1467878458
2676761262	2 1467866289 <=> 1 1467865610 + 1 1468369198
2682865980	1 219247 + 1 1467865610 <=> 1 1467866289 + 1 1467991233
2787720702	1 1467868029 + 1 1467866289 <=> 1 1467865610 + 1 407769236
2787722109	1 1467868344 + 1 1467866289 <=> 1 1467865610 + 1 60533937
2787728807	1 1467867813 + 1 1467866289 <=> 1 1467865610 + 1 409201874
2787736324	1 1467868986 + 1 1467866289 <=> 1 1467865610 + 1 639995012
2787748539	1 1467867736 + 1 1467866289 <=> 1 1467865610 + 1 160929062
2787757019	1 180077516 + 1 1467866289 <=> 1 1467865610 + 1 655114495
2787771025	1 1467916182 + 1 1467866289 <=> 1 1467865610 + 1 171574493
2787782831	1 1467867945 + 1 1467866289 <=> 1 1467865610 + 1 120945371
2787787354	1 124290822 + 1 1467865610 <=> 1 1467865967 + 1 1467866289
2787795092	1 1468348464 + 1 1467866289 <=> 1 1467865610 + 1 649140488
2787818372	1 292802 + 1 1467866289 <=> 1 1467865610 + 1 631776932
2787818865	1 292802 + 1 1467865610 <=> 1 1467866289 + 1 170982541
2787821242	1 703517 + 1 1467866289 <=> 1 1467865610 + 1 640291022
2787822276	1 703517 + 1 1467865610 <=> 1 1467866289 + 1 5925359
2787850893	1 1467974152 + 1 1467866289 <=> 1 1467865610 + 1 789743791
2787933110	1 1468208434 + 1 1467866289 <=> 1 1467865610 + 1 359611166
2787976319	1 1467920780 + 1 1467866289 <=> 1 1467865610 + 1 184261343
2788010148	1 127632 + 1 1467865610 <=> 1 1467866289 + 1 1468094942
2788016987	1 179824004 + 1 1467865610 <=> 1 1467866289 + 1 173366100
2788057527	1 1467868613 + 1 1467866289 <=> 1 1467865610 + 1 195050884
2788147095	1 126524857 + 1 1467865610 <=> 1 1467866289 + 1 2359232
2788224505	1 1468369494 + 1 1467866289 <=> 1 1467865610 + 1 648855766
2788237133	1 1467895440 + 1 1467866289 <=> 1 1467865610 + 1 655115100
2788539836	1 1467868971 + 1 1467866289 <=> 1 1467865610 + 1 176916074
2788597039	1 1467970852 + 1 1467865610 <=> 1 1467866289 + 1 694605
2788671203	1 1467871653 + 1 1467866289 <=> 1 1467865610 + 1 124322408
2788856907	1 146713261 + 1 1467866289 <=> 1 1467865610 + 1 388612627
2788894047	1 126435882 + 1 1467865610 <=> 1 1467866289 + 1 181763528
2789374309	1 793851603 + 1 1467865610 <=> 1 1467866289 + 1 1467888629
2789383220	1 532413094 + 1 1467865610 <=> 1 1467866289 + 1 1468023700
2789383648	1 1467876629 + 1 1467866289 <=> 1 1467865610 + 1 5457102
2789631104	1 4407767 + 1 1467866289 <=> 1 1467865610 + 1 120822524
2789633723	1 1467872719 + 1 1467866289 <=> 1 1467865610 + 1 121180383
2792430889	1 1468187080 + 1 1467866289 <=> 1 1467865610 + 1 5309017
2793064758	1 102330244 + 1 1467866289 <=> 1 1467865610 + 1 789616765
1559088003	1 124272910 <=> 1 1467920780
1560014977	1 136894113 + 1 1467879874 <=> 1 1467879801 + 1 1467923315
2795190999	1 187995468 + 1 1467879801 + 1 1467869180 <=> 1 1467865636 + 1 1469420804
1559105189	1 52158191 <=> 1 1467866289 + 1 1467879801
2812413768	1 1468014334 + 1 1467866289 <=> 1 52158191
2793558413	1 380657192 + 1 1467879801 <=> 1 1467866306 + 1 52158191
2789411050	1 155158162 + 1 1467865888 <=> 1 121532613 + 1 187187929
2789411142	1 155158162 + 1 1467879801 <=> 1 1467881564 + 1 121532613
2812707342	1 155158162 + 1 1467873714 <=> 1 121532613 + 1 187187929
2812707360	1 155158162 + 1 1468014334 <=> 1 1467881564 + 1 121532613
1559105321	1 121532613 + 1 1467879801 <=> 1 1467916182
2806891374	1 1467916182 <=> 1 1468014334 + 1 121532613
1559115115	1 1467881589 + 1 1467879801 <=> 1 126655
2809078714	1 1468014334 + 1 1467881589 <=> 1 126655
2592822242	1 1467903963 + 1 1467879801 <=> 1 1467865667 + 1 1467871653
2808616121	1 1467867581 + 2 1469442031 + 1 1467865610 <=> 1 1468014334 + 1 1468046760
1559132856	1 1468046760 <=> 1 1467893894
1559140979	1 1467918943 + 1 1467879801 <=> 1 1467871246
2808144597	1 1467871246 <=> 1 1467918943 + 1 1468014334
