M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
1467876785	O-Phospho-L-serine	BZQFBWGGLXLEPQ	[O-]C(=O)C(COP(=O)([O-])[O-])[N+]	C3H3NO6P--	-2.0	3-P-SERINE,ChEBI: 15811,CHEMBL1418244,CHEMBL284377,CPD-3722,cpd00738,cpd01665,cpd27874,DB04522,FDB021926,HMDB0000272,HMDB0001721,MNXM12505,MNXM379,MNXM4752,MNXM511543	C01005,C02532
1467876801	Reduced riboflavin	SGSVWAYHEWEQET	OCC(C(C(Cn1c2cc(C)c(cc2[nH]c2c1[nH]c(=O)[nH]c2=O)C)O)O)O	C17H22N4O6	0.0	ChEBI: 17607,cpd00739,FDB022688,MNXM1246	C01007
1467876810	Trimethylsulfonium	NRZWQKGABZFFKE	C[S+](C)C	C3H9S+	1.0	ChEBI: 17434,CHEMBL1237171,cpd00740,FDB028920,HMDB0012295,MNXM2438,TRIMETHYLSULFONIUM	C01008
1467876868	3-Hydroxypropanoate	ALRHLSYJTWAHJZ	OCCC(=O)O	C3H6O3	0.0	3-HYDROXY-PROPIONATE,ChEBI: 16510 33404,CHEMBL1205969,cpd00745,DB03688,FDB022189,HMDB0000700,MNXM527272,MNXM872	C01013
1467876895	cis-4-Hydroxy-L-proline	PMMYEEVYMWASQN	OC1CNC(C1)C(=O)O	C5H9NO3	0.0	4-HYDROXY-L-PROLINE,ChEBI: 18240 28397,CHEMBL1213475,CHEMBL1229563,CHEMBL1233477,CHEMBL352418,CIS-4-HYDROXY-D-PROLINE,CPD-15178,cpd00747,cpd00851,cpd02175,cpd02176,cpd02291,DB08847,FDB013511,HMDB0000725,HMDB0006055,HMDB0036576,HMDB0060460,HMDB0240251,MNXM2813,MNXM4365,MNXM87584,MNXM90406	C01015,C01157,C03440,C03651
1467877005	N,N-Dimethylglycine	FFDGPVCHZBVARC	[O-]C(=O)C[N+](C)C	C4H8NO2	0.0	ChEBI: 17724,cpd00756,DB02083,DIMETHYL-GLYCINE,FDB021893,HMDB0000092,MNXM464	C01026
1467877028	N8-Acetylspermidine	FONIWJIDLJEJTL	NCCCNCCCCNC(=O)C	C9H21N3O	0.0	ChEBI: 27911,CHEMBL78630,CPD-3462,cpd00758,FDB022894,HMDB0002189,HMDB0060288,MNXM1679	C01029
1467877039	S-Formylglutathione	FHXAGOICBFGEBF	O=CSCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+]	C11H16N3O7S-	-1.0	ChEBI: 16225,CPD-548,cpd00759,FDB022685,HMDB0001550,HMDB0062625,MNXM952	C01031
1467877057	2-Methylbutanoyl-CoA	LYNVNYDEQMMNMZ	CCC(C(=O)SCCN=C(CCN=C(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O)O)C	C26H44N7O17P3S	0.0	2-METHYL-BUTYRYL-COA,ChEBI: 15477,cpd00760,cpd19174,FDB022387,HMDB0001041,HMDB0060317,MNXM162399,MNXM569	C01033,C15980
1467877077	4-Guanidinobutanoate	TUHVEAJXIMEOSA	[O-]C(=O)CCCNC(=[NH2+])N	C5H11N3O2	0.0	ChEBI: 15728,CHEMBL21157,CPD-592,cpd00762,FDB002246,HMDB0003464,MNXM1312	C01035
1467877103	7,8-Diaminononanoate	KCEGBPIYGIWCDH	OC(=O)CCCCCC(C(N)C)N	C9H20N2O2	0.0	ChEBI: 17830 2247,cpd00764,DB01715,DIAMINONONANOATE,FDB030615,MNXM1140,MNXM31375	C01037
1467877115	L-Gulono-1,4-lactone	SXZYCXMUPBBULW	OCC(C1OC(=O)C(C1O)O)O	C6H10O6	0.0	ChEBI: 17587,CHEMBL1328484,CHEMBL466882,CHEMBL509311,CHEMBL610071,CPD-330,CPD-9062,cpd00765,cpd00820,cpd01992,cpd02143,cpd03202,cpd25548,cpd27102,D-GALACTONO-1-4-LACTONE,FDB023179,GLUCONOGAMMALACTONE,HMDB0003466,L-GULONO-1-4-LACTONE,MNXM1085,MNXM11279,MNXM172528,MNXM3005,MNXM48555,MNXM521813,MNXM55768,MNXM928	C01040,C01115,C03107,C03383,C05410
1467877141	N-Acetyl-L-aspartate	OTCCIMWXFLJLIA	OC(=O)CC(C(=O)O)NC(=O)C	C6H9NO5	0.0	ChEBI: 16953 21547,CHEMBL1162493,CHEMBL1162494,CPD-420,cpd00767,FDB022260,HMDB0000812,MNXM2139	C01042
1467877163	N-Formyl-L-aspartate	MQUUQXIFCBBFDP	O=CNC(C(=O)[O-])CC(=O)[O-]	C5H5NO5--	-2.0	ChEBI: 48429,CPD-583,cpd00769,HMDB0060495,MNXM2407	C01044
1467877253	(S)-2,3-Epoxysqualene	QYIMSPSDBYKPPY	CC(=CCCC=C(CCC=C(CCC1OC1(C)C)C)C)CCC=C(CCC=C(C)C)C	C30H50O	0.0	ChEBI: 15441,cpd00776,EPOXYSQUALENE,FDB022476,HMDB0001188,HMDB0059621,MNXM130,MNXM468658	C01054
1467877328	5-Dehydro-D-gluconate	IZSRJDGCGRAUAR	OCC(=O)C(C(C(C(=O)O)O)O)O	C6H10O7	0.0	5-Dehydrogluconate,ChEBI: 17426,CHEMBL1569116,CHEMBL2008942,CHEMBL3307203,CPD-14806,cpd00781,cpd27042,D-TAGATURONATE,FDB028411,HMDB0011731,MNXM114460,MNXM1423,MNXM488360,MNXM963	C01062,C21644
1467877338	6-Carboxyhexanoyl-CoA	LYCRXMTYUZDUGA	O=C(NCCSC(=O)CCCCCC(=O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C28H46N7O19P3S	0.0	ChEBI: 15504,CPD-558,cpd00782,FDB031120,MNXM951	C01063
1467877378	D-Ribitol 5-phosphate	VJDOAZKNBQCAGE	OCC(C(C(COP(=O)(O)O)O)O)O	C5H13O8P	0.0	ChEBI: 16246,CHEMBL1161476,CPD-12079,CPD-12080,CPD-372,CPD-496,cpd00786,cpd01855,cpd02212,cpd20922,cpd23223,DB02630,DB03745,EXPT02071,MNXM163349,MNXM1662,MNXM17059,MNXM3247,MNXM4134,MNXM59299	C01068,C02895,C03509,C19674
1467877411	N-Acetyl-beta-alanine	LJLLAWRMBZNPMO	OC(=O)CCNC(=O)C	C5H9NO3	0.0	ChEBI: 16682,CPD-580,cpd00788,HMDB0061880,MNXM4701	C01073
1467877450	O-Acetyl-L-homoserine	FCXZBWSIAGGPCB	CC(=O)OCCC(C(=O)[O-])[N+]	C6H8NO4	0.0	ChEBI: 16288,CPD-667,cpd00790,cpd03399,FDB000523,HMDB0029423,MNXM168718,MNXM65125,MNXM699	C01077,C05700
1467877470	Protoporphyrinogen IX	UHSGPDMIQQYNAX	C=Cc1c2Cc3[nH]c(c(c3C)CCC(=O)O)Cc3[nH]c(Cc4[nH]c(Cc(c1C)[nH]2)c(C=C)c4C)c(c3CCC(=O)O)C	C34H40N4O4	0.0	ChEBI: 15435,cpd00791,FDB022425,HMDB0001097,MNXM351,PROTOPORPHYRINOGEN	C01079
1467877482	Reduced coenzyme F420	IXPYGZIWHPPILV	O=C(NC(C(=O)O)CCC(=O)O)CCC(C(=O)O)NC(=O)C(OP(=O)(OCC(C(C(CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O)O)O)O)O)C	C29H38N5O18P	0.0	ChEBI: 15823,cpd00792,MNXM520,RED-COENZYME-F420	C01080
1467877492	Thiamin monophosphate	HZSAJDVWZRBGIF	Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCOP(=O)([O-])[O-]	C12H16N4O4PS-	-1.0	ChEBI: 9533,CHEMBL1236378,cpd00793,DB03416,FDB023043,HMDB0002666,MNXM662,THIAMINE-P	C01081
1467877508	alpha,alpha-Trehalose	HDTRYLNUVZCQOY	OCC1OC(OC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O	C12H22O11	0.0	ALPHABETA-TREHALOSE,ChEBI: 16551,CHEMBL1236395,cpd00794,cpd22267,DB12310,FDB001114,HMDB0000975,HMDB0029880,MNXM198,MNXM40919,MNXM43740,TREHALOSE	C01083
1467877530	(R)-2-Hydroxyglutarate	HWXBTNAVRSUOJR	OC(=O)CCC(C(=O)O)O	C5H8O5	0.0	ChEBI: 15801 32796,CHEMBL1614745,CHEMBL1615211,CPD-381,cpd00795,cpd01709,cpd01860,cpd02041,cpd21873,FDB022139,HMDB0000606,HMDB0000694,HMDB0059655,MNXM1210,MNXM267,MNXM507452,MNXM90068,R-2-HYDROXYGLUTARATE	C01087,C02630,C03196
1467877590	8-Amino-7-oxononanoate	GUAHPAJOXVYFON	[O-]C(=O)CCCCCC(=O)C([NH3+])C	C9H17NO3	0.0	8-amino-7-oxononanoate,ChEBI: 12266 15830,cpd00800,DB02274,FDB016934,HMDB0037790,MNXM1141	C01092
1467877616	D-Fructose 1-phosphate	RHKKZBWRNHGJEZ	OCC1OC(C(C1O)O)(O)COP(=O)(O)O	C6H13O9P	0.0	ChEBI: 18105 37515,CHEMBL605021,CPD-16154,CPD-16158,CPD-16159,cpd00802,FDB022410,FRU1P,HMDB0001076,MNXM145568,MNXM148874,MNXM148878,MNXM148970,MNXM149099,MNXM743	C01094
1467877663	L-Fuculose 1-phosphate	KNYGWWDTPGSEPD	O=C(C(C(C(O)C)O)O)COP(=O)(O)O	C6H13O8P	0.0	ChEBI: 16647 6220,cpd00806,cpd00831,FUCULOSE-1P,MNXM1675,MNXM1749,RHAMNULOSE-1P	C01099,C01131
1467877674	L-Histidinol phosphate	CWNDERHTHMWBSI	NC(Cc1c[nH]cn1)COP(=O)(O)O	C6H12N3O4P	0.0	ChEBI: 16996,cpd00807,DB03997,FDB030967,L-HISTIDINOL-P,MNXM1482	C01100
1467877700	O-Phospho-L-homoserine	FXDNYOANAXWZHG	[O-]C(=O)C(CCOP(=O)([O-])[O-])[NH3+]	C4H8NO6P--	-2.0	ChEBI: 15961,cpd00809,cpd12751,FDB023182,HMDB0003484,HMDB0062692,MNXM1334,MNXM588373,MNXM65196,O-PHOSPHO-L-HOMOSERINE	C01102,C05702
1467877711	Orotidine 5'-phosphate	KYOBSHFOBAOFBF	OC1C(O)C(OC1n1c(=O)[nH]c(=O)cc1C(=O)O)COP(=O)(O)O	C10H13N2O11P	0.0	ChEBI: 15842,CHEMBL1207358,cpd00810,DB02957,FDB012321,HMDB0000218,MNXM519,OROTIDINE-5-PHOSPHATE	C01103
1467877723	Trimethylamine N-oxide	UYPYRKYUKCHHIB	[O-][N+](C)(C)C	C3H9NO	0.0	ChEBI: 15724,cpd00811,FDB010413,HMDB0000925,MNXM437,TRIMETHYLAMINE-N-O	C01104
1467877751	1,2,3-Trihydroxybenzene	WQGWDDDVZFFDIG	Oc1c(O)cccc1O	C6H6O3	0.0	ChEBI: 16164,CHEMBL307145,cpd00813,FDB008735,HMDB0013674,MNXM1775,PYROGALLOL	C01108
1467877803	D-Arabinose 5-phosphate	PPQRONHOSHZGFQ	O=CC(C(C(COP(=O)(O)O)O)O)O	C5H11O8P	0.0	ARABINOSE-5P,ChEBI: 16241,CHEMBL1162524,CHEMBL1162525,CPD-15895,CPD-17006,cpd00817,cpd04185,DB02053,EXPT02747,FDB028414,HMDB0011734,MNXM116,MNXM1184,MNXM48656	C01112,C06814
1467877856	O-Succinyl-L-homoserine	GNISQJGXJIDKDJ	O=C(CCC(=O)O)OCCC(C(=O)O)N	C8H13NO6	0.0	ChEBI: 16160,cpd00822,cpd03400,FDB031067,MNXM820,O-SUCCINYL-L-HOMOSERINE	C01118,C05701
1467877949	(2E,6E)-Farnesol	CRDAMVZIKSXKFV	OCC=C(CCC=C(CCC=C(C)C)C)C	C15H26O	0.0	2-CIS6-TRANS-FARNESOL,2-TRANS6-TRANS-FARNESOL,ChEBI: 16619,CHEMBL25308,CHEMBL488357,CPD-9101,CPD-9102,cpd00829,cpd01058,cpd02059,cpd12823,cpd25566,cpd25567,DB02509,FDB003890,HMDB0004305,HMDB0059849,MNXM1161,MNXM13506,MNXM30559,MNXM4174	C01126,C03220,C06081
1467877964	4-Hydroxy-2-oxoglutarate	WXSKVKPSMAHCSG	OC(C(=O)O)CC(=O)C(=O)O	C5H6O6	0.0	ChEBI: 17742 30923,CPD-15016,cpd00830,cpd19041,D-4-HYDROXY-2-KETO-GLUTARATE,FDB022830,HMDB0002070,HMDB0060466,MNXM894,MNXM97048,MNXM97247	C01127,C05946,C20485
1467878037	S-Adenosylmethioninamine	ZUNBITIXDCPNSD	[N+]CCC[S+](CC1OC(C(C1O)O)n1cnc2c1ncnc2N)C	C14H21N6O3S++	2.0	ChEBI: 15625,CHEMBL1189156,cpd00837,FDB022353,HMDB0000988,MNXM321,S-ADENOSYLMETHIONINAMINE	C01137
1467878080	(3S)-3,6-Diaminohexanoate	QKEWQOJCHPFEAF	[NH3+]CCCC(CC(=O)[O-])[NH3+]	C6H15N2O2+	1.0	ChEBI: 15613,CPD-233,CPD0-1032,cpd00840,cpd25938,FDB028778,HMDB0012114,MNXM13753,MNXM1865	C01142
1467878117	2-Hydroxy-3-oxopropanoate	QWBAFPFNGRFSFB	O=CC(C(=O)O)O	C3H4O4	0.0	ChEBI: 16992,cpd00843,FDB024155,HMDB0006938,MNXM475,TARTRONATE-S-ALD	C01146
1467878129	2-Hydroxycyclohexan-1-one	ODZTXUXIYGJLMC	OC1CCCCC1=O	C6H10O2	0.0	2-HYDROXYCYCLOHEXAN-1-ONE,ChEBI: 17878,cpd00844,MNXM1523	C01147
1467878152	D-Ribose 1,5-bisphosphate	AAAFZMYJJHWUPN	OC1C(COP(=O)(O)O)OC(C1O)OP(=O)(O)O	C5H12O11P2	0.0	ChEBI: 17994 68819,cpd00847,FDB028375,HMDB0011688,MNXM881,RIBOSE-15-BISPHOSPHATE	C01151
1467878188	Quercetin 3,3'-bissulfate	CVENNDDRCHLONB	Oc1cc(O)c2c(c1)oc(c(c2=O)OS(=O)(=O)O)c1ccc(c(c1)OS(=O)(=O)O)O	C15H10O13S2	0.0	ChEBI: 17875,cpd00849,MNXM2423,QUERCETIN-33-BISSULFATE	C01155
1467878199	Quercetin 3,4'-bissulfate	MUUFJLJGMRBUTO	Oc1cc(O)c2c(c1)oc(c(c2=O)OS(=O)(=O)O)c1ccc(c(c1)O)OS(=O)(=O)O	C15H10O13S2	0.0	ChEBI: 18030,cpd00850,MNXM3348,QUERCETIN-34-BISSULFATE	C01156
1467878225	1-O-Galloyl-beta-D-glucose	GDVRUDXLQBVIKP	OCC1OC(OC(=O)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C13H16O10	0.0	1-O-GALLOYL-BETA-D-GLUCOSE,ChEBI: 15834,CHEMBL480283,cpd00852,FDB000233,HMDB0038728,MNXM1098	C01158
1467878239	2,3-Bisphospho-D-glycerate	XOHUEYCVLUUEJJ	OC(=O)C(OP(=O)(O)O)COP(=O)(O)O	C3H8O10P2	0.0	23-DIPHOSPHOGLYCERATE,ChEBI: 17720,CHEMBL144103,cpd00853,cpd02119,DPG,FDB022538,HMDB0001294,MNXM162335,MNXM892	C01159,C03339
1467878253	3,4-Dihydroxyphenylacetate	CFFZDZCDUFSOFZ	OC(=O)Cc1ccc(c(c1)O)O	C8H8O4	0.0	ChEBI: 17612 41941,CHEMBL1284,CPD-782,cpd00854,DB01702,FDB000316,HMDB0001336,MNXM481994,MNXM645	C01161
1467878268	3-(Pyrazol-1-yl)-L-alanine	PIGOPELHGLPKLL	[O-]C(=O)C(Cn1cccn1)[N+]	C6H6N3O2	0.0	ChEBI: 16357,CPD-670,cpd00855,FDB012598,HMDB0034267,MNXM2327,MNXM527698	C01162
1467878310	L-Glutamate 5-semialdehyde	KABXUUFDPUOJMW	O=CCCC(C(=O)[O-])[N+]	C5H6NO3	0.0	ChEBI: 17232,cpd00858,DB03774,DB04388,FDB022847,HMDB0002104,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,MNXM245	C01165
1467878335	Pseudouridine 5'-phosphate	MOBMOJGXNHLLIR	OC1C(O)C(OC1c1c[nH]c(=O)[nH]c1=O)COP(=O)(O)O	C9H13N2O9P	0.0	ChEBI: 18116,DB03829,FDB022525,HMDB0001271,MNXM2276,PSEUDOURIDINE-5-P	C01168
1467878398	1-O-Sinapoyl-beta-D-glucose	XRKBRPFTFKKHEF	OCC1OC(OC(=O)C=Cc2cc(OC)c(c(c2)OC)O)C(C(C1O)O)O	C17H22O10	0.0	1-O-Sinapoyl-beta-D-glucose,ChEBI: 16546,cpd00865,FDB004337,HMDB0041175,MNXM1304,MNXM431876,MNXM6433	C01175
1467878427	Inositol 1-phosphate	INAPMGSXUVUWAF	OC1C(OP(=O)(O)O)C(O)C(C(C1O)O)O	C6H13O9P	0.0	1-L-MYO-INOSITOL-1-P,ChEBI: 18297,CHEMBL281435,CPD-6701,CPD-6702,CPD-6746,cpd00867,cpd02230,cpd02484,cpd03670,cpd24647,cpd24655,cpd27308,D-MYO-INOSITOL-1-MONOPHOSPHATE,D-MYO-INOSITOL-4-PHOSPHATE,DB03542,FDB021907,HMDB0000213,HMDB0001313,HMDB0002985,HMDB0006814,MNXM19501,MNXM2063,MNXM507494,MNXM527416,MNXM540,MNXM570958,MNXM6056,MNXM646,MNXM8031	C01177,C03546,C04006,C06155
1467878443	3-(4-Hydroxyphenyl)pyruvate	KKADPXVIOXHVKN	Oc1ccc(cc1)CC(=O)C(=O)O	C9H8O4	0.0	ChEBI: 15999 36242,CHEMBL607712,cpd00868,cpd03174,cpd17079,DB07718,FDB030506,HMDB0000707,MNXM153,P-HYDROXY-PHENYLPYRUVATE	C01179
1467878458	4-Methylthio-2-oxobutanoic acid	SXFSQZDSUWACKX	CSCCC(=O)C(=O)O	C5H8O3S	0.0	ChEBI: 16723 33574,CHEMBL1233860,CPD-479,cpd00869,DB02238,EXPT01977,FDB011626,HMDB0001553,MNXM276	C01180
1467878476	4-Trimethylammoniobutanoate	JHPNVNIEXXLNTR	OC(=O)CCC[N+](C)(C)C	C7H16NO2+	1.0	ChEBI: 1941,CHEMBL2074645,cpd00870,FDB022456,gamma-Butyrobetaine,HMDB0001161,HMDB0006831,MNXM626	C01181
1467878489	D-Ribulose 1,5-bisphosphate	YAHZABJORDUQGO	OC(C(=O)COP(=O)(O)O)C(COP(=O)(O)O)O	C5H12O11P2	0.0	ChEBI: 16710,cpd00871,D-RIBULOSE-15-P2,FDB030796,MNXM1276	C01182
1467878511	Nicotinate D-ribonucleotide	JOUIQRNQJGXQDC	OC1C(O)C(OC1[n+]1cccc(c1)C(=O)O)COP(=O)(O)O	C11H15NO9P+	1.0	ChEBI: 15763,cpd00873,DB02382,FDB031300,HMDB0059646,MNXM194,NICOTINATE_NUCLEOTIDE	C01185
1467878539	3-Deoxy-D-manno-octulosonate	KYQCXUMVJGMDNG	OCC(C(C(C(CC(=O)C(=O)O)O)O)O)O	C8H14O8	0.0	ChEBI: 16064 32817,CPD-19753,cpd00875,FDB030420,KDO,MNXM148265,MNXM989	C01187
1467878555	3-Hydroxy-2-methylpropanoate	DBXBTMSZEOQQDU	OCC(C(=O)O)C	C4H8O3	0.0	ChEBI: 11805 18064,CPD-12175,CPD-12176,cpd00876,cpd23281,FDB021877,HMDB0000023,HMDB0000336,HMDB0062640,HMDB0126088,MNXM114176,MNXM396	C01188,C06001
1467878601	Palmitoylglycerone phosphate	MLWXSIMRTQAWHY	CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O	C19H37O7P	0.0	ChEBI: 17868,cpd00879,HMDB0062190,MNXM1061,MNXM449806,PALMITOYLGLYCERONE-PHOSPHATE	C01192
1467878631	Caffeate	QAIPRVGONGVQAS	OC(=O)C=Cc1ccc(c(c1)O)O	C9H8O4	0.0	ChEBI: 16433,CHEMBL1320034,CHEMBL145,CHEMBL3181904,CPD-676,CPD-8098,cpd00881,cpd22503,cpd25047,cpd30744,DB01880,EXPT01188,FDB002558,HMDB0001964,HMDB0003501,HMDB0125102,MNXM5677,MNXM890	C01197,C01481
1467878648	3-(2-Hydroxyphenyl)propanoate	CJBDUOMQLFKVQC	OC(=O)CCc1ccccc1O	C9H10O3	0.0	ChEBI: 16104 46957,cpd00882,FDB011887,HMDB0033752,MELILOTATE,MNXM1133	C01198
1467878676	N(omega)-(ADP-D-ribosyl)-L-arginine	IWVSYNGKNZFSSA	OC(=O)C(CCCN=C(NC1OC(C(C1O)O)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)O)N)N	C21H35N9O15P2	0.0	ChEBI: 15827,CPD-10699,cpd00884,FDB022517,HMDB0001260,MNXM3308,MNXM491087	C01201
1467878726	3-(3,4-Dihydroxyphenyl)lactate	PAFLSMZLRSPALU	OC(=O)C(Cc1ccc(c(c1)O)O)O	C9H10O5	0.0	3-34-DIHYDROXYPHENYLLACTATE,ChEBI: 17807,CHEMBL3392011,CPD-6982,CPD-7022,cpd00887,cpd24677,cpd24692,FDB023184,HMDB0003503,MNXM162900,MNXM2781,MNXM80525	C01207,C22038
1467878747	N-Methylethanolamine phosphate	HZDCAHRLLXEQFY	CNCCOP(=O)(O)O	C3H10NO4P	0.0	ChEBI: 16463,CHEMBL3109285,CPD-406,cpd00888,HMDB0060173,MNXM1491,MNXM587812	C01210
1467878790	1-Amino-1-deoxy-scyllo-inositol	JXAOTICXQLILTC	OC1C(N)C(O)C(C(C1O)O)O	C6H13NO5	0.0	ChEBI: 16181,CHEMBL3038110,CPD-1105,cpd00892,cpd17699,MNXM2170,MNXM588061	C01214,C17578
1467878835	6-Phospho-2-dehydro-D-gluconate	ZKUSPPOKDDRMIU	OC(C(C(C(=O)C(=O)O)O)O)COP(=O)(O)O	C6H11O10P	0.0	ChEBI: 2229,CPD-339,cpd00896,MNXM1218,MNXM503943	C01218
1467878882	GDP-4-dehydro-6-deoxy-D-mannose	PNHLMHWWFOPQLK	OC1C(COP(=O)(OP(=O)(OC2OC(C)C(=O)C(C2O)O)O)O)OC(C1O)n1cnc2c1nc(N)[nH]c2=O	C16H23N5O15P2	0.0	ChEBI: 16955,cpd00900,cpd03171,cpd10527,cpd15472,FDB022568,GDP-4-dehydro-6-deoxy-D-mannose,GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE,HMDB0001346,HMDB0001391,MNXM164793,MNXM516,MNXM54800,MNXM54801,MNXM5765	C01222,C05344,C14830
1467878908	sn-Glycero-3-phospho-1-inositol	BMVUIWJCUQSHLZ	OCC(COP(=O)(OC1C(O)C(O)C(C(C1O)O)O)O)O	C9H19O11P	0.0	ChEBI: 18321,CPD-541,cpd00902,FDB011624,HMDB0011649,MNXM1517	C01225
1467878968	all-trans-Hexaprenyl diphosphate	NGFSMHKFTZROKJ	CC(=CCCC(=CCCC(=CCOP(=O)(OP(=O)(O)O)O)C)C)CCC=C(CCC=C(CCC=C(C)C)C)C	C30H52O7P2	0.0	ALL-TRANS-HEXAPRENYL-DIPHOSPHATE,ChEBI: 17528,CPD-11979,CPD-9456,cpd00906,cpd17564,cpd23176,FDB028840,HMDB0012188,MNXM1067,MNXM13313,MNXM7286	C01230,C17434
1467878978	3DMET: B01418	RWHOZGRAXYWRNX	OC1C(COP(=O)(O)O)OC(C(C1O)O)OP(=O)(O)O	C6H14O12P2	0.0	ALPHA-GLUCOSE-16-BISPHOSPHATE,ChEBI: 18148,CPD-16577,cpd00499,cpd00907,cpd02320,cpd22426,DB02835,EXPT01519,FDB023185,HMDB0003514,HMDB0060269,MNXM162819,MNXM1723,MNXM491972	C00660,C01231,C03693
1467878992	sn-Glycero-3-phosphoethanolamine	JZNWSCPGTDBMEW	OCC(COP(=O)(OCC[N+])[O-])O	C5H11NO6P	0.0	ChEBI: 16929,cpd00908,DB03484,DB15872,HMDB0059660,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,MNXM368,MNXM526000	C01233
1467879004	1-Aminocyclopropane-1-carboxylate	PAJPWUMXBYXFCZ	[O-]C(=O)C1([NH3+])CC1	C4H7NO2	0.0	ChEBI: 18053 30526,CHEMBL265325,CPD-68,cpd00909,DB02085,EXPT00065,FDB015347,HMDB0036458,MNXM1128	C01234
1467879032	D-Glucono-1,5-lactone 6-phosphate	IJOJIVNDFQSGAB	OC1C(COP(=O)(O)O)OC(=O)C(C1O)O	C6H11O9P	0.0	ChEBI: 16938,cpd00911,D-6-P-GLUCONO-DELTA-LACTONE,FDB022440,HMDB0001127,HMDB0062628,MNXM429,MNXM489160	C01236
1467879139	N-Acetyl-L-glutamate 5-semialdehyde	BCPSFKBPHHBDAI	O=CCCC(C(=O)O)NC(=O)C	C7H11NO4	0.0	ChEBI: 16319 29123,CPD-469,cpd00918,FDB023938,HMDB0006488,MNXM1062	C01250
1467879210	P1,P4-Bis(5'-adenosyl)tetraphosphate	YOAHKNVSNCMZGQ	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2ncnc3N)O)O)O)O)OC(C1O)n1cnc2c1ncnc2N	C20H28N10O19P4	0.0	ADENOSYL-P4,ChEBI: 17422,CHEMBL1162201,CHEMBL1331383,CHEMBL1626485,CHEMBL339385,cpd00924,FDB022492,HMDB0001211,HMDB0006502,MNXM1089,MNXM510827	C01260
1467879221	P1,P4-Bis(5'-guanosyl) tetraphosphate	OLGWXCQXRSSQPO	OC1C(COP(=O)(OP(=O)(OP(=O)(OP(=O)(OCC2OC(C(C2O)O)n2cnc3c2nc(N)[nH]c3=O)O)O)O)O)OC(C1O)n1cnc2c1nc(N)[nH]c2=O	C20H28N10O21P4	0.0	ChEBI: 15883,CHEMBL448348,CPD-609,cpd00925,FDB022564,HMDB0001340,MNXM1582,MNXM510875	C01261
1467879286	3-(Imidazol-4-yl)-2-oxopropyl phosphate	YCFFMSOLUMRAMD	O=C(Cc1c[nH]cn1)COP(=O)(O)O	C6H9N2O5P	0.0	ChEBI: 16426,cpd00930,FDB028879,HMDB0012236,IMIDAZOLE-ACETOL-P,MNXM1456	C01267
1467879310	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	QUTYKIXIUDQOLK	OC1C(CC(=CC1OP(=O)(O)O)C(=O)O)OC(=C)C(=O)O	C10H13O10P	0.0	3-ENOLPYRUVYL-SHIKIMATE-5P,ChEBI: 16257,CHEMBL317037,cpd00932,MNXM1365	C01269
1467879445	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	AYESCHMRXGYEFV	OC1C(OP(=O)([O-])[O-])C(O)C(C(C1O)[N+])O	C6H10NO8P-	-1.0	ChEBI: 17928,CPD-180,cpd00942,MNXM2308	C01283
1467879477	2-Dehydro-3-deoxy-6-phospho-D-galactonate	OVPRPPOVAXRCED	OC(C(COP(=O)(O)O)O)CC(=O)C(=O)O	C6H11O9P	0.0	2-KETO-3-DEOXY-6-P-GLUCONATE,ChEBI: 17860,CHEMBL1162150,CHEMBL1162151,cpd00945,cpd02711,DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE,FDB022588,HMDB0001376,MNXM649,MNXM90136	C01286,C04442
1467879603	6-(Hydroxymethyl)-7,8-dihydropterin	CQQNNQTXUGLUEV	OCC1=Nc2c(NC1)nc(nc2O)N	C7H9N5O2	0.0	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE,ChEBI: 17083 44841,CHEMBL1233322,cpd00954,DB02119,FDB030597,MNXM937	C01300
