R_PR_UID	R_PR_STOICH
2592804268	1 1467870286 + 1 1467865531 <=> 1 1467865623 + 1 1467877492
2592805159	1 1467876008 + 1 1467865856 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467870719
2592805646	1 1467896342 + 1 1469442031 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467871009
2592805797	1 1467873724 + 1 1467865531 <=> 1 1467865623 + 1 1467871133
2592806459	1 1467871544 + 1 1467865531 <=> 1 1467865623 + 1 1467894258
2592807182	1 1467872046 + 1 1467865531 <=> 1 1467865623 + 1 1467873194
2592808571	1 1467895440 + 1 1467865531 <=> 1 1467865623 + 1 1467878835
2592809160	1 1467866662 + 1 1467865531 <=> 1 1467865623 + 1 1467873324
2592811345	1 1467875411 + 1 1467865531 <=> 1 1467865623 + 1 1467877663
2592813892	1 1467878511 + 1 1467865623 <=> 1 1467865531 + 1 1467912751
2592814817	1 1467879408 + 1 1467865531 <=> 1 1467865623 + 1 1467903836
2592815161	1 1467879896 + 1 1467865531 <=> 1 1467865623 + 1 1467879906
2592821465	1 1467900482 + 1 1467865531 <=> 1 1467865623 + 1 1467902426
2592821877	1 1467902005 + 1 1467865531 <=> 1 1467865623 + 1 1467902246
2592821972	1 1467902561 + 1 1467879801 + 1 1467866374 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467865856 + 1 1467904471
2592822759	1 1467905379 + 1 1467866192 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467905854
2592829261	1 1467923888 + 1 1467879966 + 1 1467879801 + 1 1469442031 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467923905
2592830563	1 1467929896 + 1 1467865531 <=> 1 1467865623 + 1 1467970699
2592836728	1 1467868061 + 1 1467865531 <=> 1 1467865623 + 1 1467977585
2592840736	1 1467872878 + 1 1467865531 <=> 1 1467865623 + 1 1467996175
2592849096	1 1468011904 + 1 1467865531 <=> 1 1467865623 + 1 1467904354
2592851898	1 1467868986 + 1 1467865531 <=> 1 1467865623 + 1 1467872997
2592892050	2 1467879801 + 1 1467871797 + 1 1467867437 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467867437 + 1 1467916648
2592904883	16 1467879801 + 1 1467873656 + 8 1467867437 + 8 1469442031 + 16 1467865531 <=> 16 1467865623 + 16 1467865636 + 8 1467867437 + 2 1467879874 + 1 1468093962
2592906929	1 1467881417 + 1 1467879801 + 1 1467867437 + 2 1469442031 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467867437 + 1 1467918943
2592922616	1 1467886536 + 1 1467879801 + 2 1467867437 + 2 1469442031 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 2 1467867437 + 1 1468025741
2592922664	1 1468025758 + 1 1467879801 + 2 1467867437 + 2 1469442031 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 2 1467867437 + 1 1468025750
2592948535	1 1467906853 + 1 1467865531 <=> 1 1467865623 + 1 1467868222
2592950213	1 1467918448 + 1 1467879801 + 1 1467867880 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467918460
2592967976	1 1467869501 + 1 1467865531 <=> 1 1467865623 + 1 1468081077
2592981044	1 1467865936 + 1 1467865531 <=> 1 1467865623 + 1 1467894903
2592981098	1 1468008547 + 1 1467865531 <=> 1 1467865623 + 1 1467900146
2592986304	1 1467906853 + 1 1467865531 <=> 1 1467865623 + 1 1467917858
2592988138	1 1468040223 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468012864
2592989157	2 1467879801 + 1 1467871797 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467916648
2593010990	1 1467867103 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467878152
2593011734	1 1467867163 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467867103
2593016639	1 1467929896 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467970699
2593018107	1 1467867087 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467892727
2593020748	1 1467881024 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467877208
2593033283	1 1467866715 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468012773
2593036041	1 1468050280 + 1 1467866192 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469401878
2593050935	1 1469354677 + 1 1467865652 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467866214 + 1 1469318805
2593054717	1 1467904370 + 1 1467865872 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469300400
2593054752	1 1468007667 + 1 1467865872 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469300322
2593054773	1 1469296992 + 1 1467865872 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469300476
2593055574	1 1467880624 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468057101
2593061578	1 1467875539 + 1 1467865856 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 286230146
2593068637	1 1467872897 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467878152
2593073769	1 1469300196 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469300196
2593104722	1 1467869584 + 2 1467866214 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467886125
2596049661	1 1468047715 + 1 1467865531 <=> 1 1467865623 + 1 1467909349
2600295154	1 1467894387 + 1 1467865531 <=> 1 1467865623 + 1 1467900816
2600365549	1 1467914556 + 1 1467865623 <=> 1 1467865531 + 1 1467914569
2603147853	1 1468220717 + 1 1467865623 <=> 1 1467865531 + 1 1468012608
2604019313	1 1469426331 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866080 + 1 1467867359
2604579143	2 1467866580 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1468278110
2676886359	1 1467869180 + 1 1467865531 <=> 1 1467865623 + 1 2647510955
2678023429	1 1467896500 + 1 1467865623 <=> 1 1467865531 + 1 3005328
2718820267	1 66258325 + 1 1467865531 <=> 1 1467865623 + 1 66195470
2774326734	1 1467918460 + 1 1469442031 + 2 1467865856 + 1 1467865687 + 2 1467865623 <=> 2 1467865531 + 2 1467866374 + 1 1467879801 + 1 1467912116
2774328177	1 1469424929 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467879801 + 1 1469424929
2774328819	1 1468058930 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467883705
2774332233	1 1467877616 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467870021
2774336090	1 1468081077 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467906853
2774336575	1 1468282331 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866080 + 1 1467866617
2774336632	1 1468285163 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866080 + 1 1467866565
2774336840	1 1468292157 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866080 + 1 1467866388
2774336861	1 1468284152 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 2 1467866388
2774337316	2 1467879821 + 1 1467879801 + 1 1467873917 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467873917 + 2 1467879821
2774338421	1 1467886210 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467886210
2774339582	1 1467896591 + 3 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467869449 + 1 1467879801 + 1 1468054135
2774339735	1 1468063783 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467901239
2774342814	1 1467870021 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467866662
2774342831	1 1467873324 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467866662
2774342852	1 1467871033 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467909038
2774343488	1 1569580795 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1569580795
2774344559	2 1467879821 + 1 1467875442 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467875442 + 1 1467879801 + 2 1467879821
2774345064	1 1468096615 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467879801 + 1 1468096615
2774345951	1 1468198157 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468196579
2774354109	1 1467879801 + 1 1467868847 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467868847
2774354128	1 1467873776 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467873776 + 1 1467879801
2774354149	1 1467881851 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467879801 + 1 1467881851
2774356164	1 1467906099 + 1 1467865531 <=> 1 1467865563 + 1 1467865623 + 1 1467865636 + 1 1469442031
2774357412	1 1467866856 + 1 1467866162 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467908734
2774357437	1 1467866856 + 1 1467866345 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467908724
2774357520	1 1467878978 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467866916
2774358374	1 1469364576 + 2 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467867931
2774359158	1 1467909038 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468063146
2774359230	1 1467887879 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 66258325
2774359293	1 1467895044 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467883851
2774359336	1 1467915175 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467869624
2774359898	1 1467870695 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467878051
2774359917	1 1467870695 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467898083
2774360332	1 1467896417 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467871664
2774362944	1 1467878335 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467885927
2774364655	1 1467916053 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468063146
2774364680	1 1467911802 + 1 1467866214 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467886125
2774371433	1 1467918460 + 2 1469442031 + 2 1467865856 + 2 1467865636 + 2 1467865623 <=> 2 1467865531 + 2 1467866374 + 2 1467879801 + 1 1467912116
2774372802	1 1467975299 + 1 1467865652 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467975355
2774380929	1 1468012296 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468012285
2774380946	1 1467901632 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467973290
2774385978	1 1469336121 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467865856 + 1 1469336006
2774386839	1 1468039862 + 1 1467865856 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866374 + 6 1469442031 + 1 1467879801 + 1 1467912116
2774386864	1 1468039862 + 1 1467879801 + 1 1467866374 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467865856 + 8 1469442031 + 1 1467918460
2774389744	1 1469442031 + 1 1467865636 + 1 1467865623 + 1 1467865578 <=> 1 1467865531 + 1 1467906404
2774390598	1 1467920311 + 1 1467879874 + 1 1467865667 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1469442031 + 1 1467879801 + 1 1468046822
2774391546	1 1467978847 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467865856 + 1 1467877141
2774392299	1 1467871904 + 1 1467866856 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1467875442
2774392691	1 1468048928 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467865856 + 1 1467871421
2774393323	1 1468049632 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467890798
2774395658	1 1467897186 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467885566
2774401572	1 1467877663 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 112329474
2774406633	1 1467877949 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468042924
2774413117	1 1467866715 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467889928
2774414195	1 1468050280 + 1 1467866192 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 2 1469442031 + 1 1469401878
2774423158	1 1468054720 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467865652 + 1 1467890961
2774431878	1 1468063846 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468057101
2774431931	1 1467873324 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468057101
2774436045	1 1467894903 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467881726
2774436178	4 1468198157 + 2 1467879874 + 18 1469442031 + 16 1467865636 + 16 1467865623 <=> 16 1467865531 + 1 1467873656 + 16 1467879801 + 4 1467884067
2774436777	1 1467916648 + 2 1469442031 + 2 1467865636 + 2 1467865623 <=> 2 1467865531 + 1 1467871797 + 2 1467879801
2774437794	1 1467907657 + 2 1467879801 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 2 1469442031 + 1 1468170932
2774440258	1 1469427310 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469427310
2774440849	1 1469426331 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467879801 + 1 1469426331
2774444795	1 1468318240 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468318247
2774451974	1 1468012864 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1467890798
2774458515	1 1467870021 + 1 1469442031 + 1 1467865623 <=> 1 1467865531 + 1 1468057101
2774462418	1 1467866763 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467878978
2774466546	1 1468305171 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1468099030
2774476498	1 1467898142 + 1 1469442031 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467865856 + 1 1467866080
2774480891	1 1467867163 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467877803
2774482338	1 1467871133 + 2 1469442031 + 1 1467865856 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866374 + 1 1467871159 + 1 1467879801
2774493031	1 1467867359 + 1 1467866080 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1469442031 + 1 1469426331
2774499931	2 1467879821 + 1 1467879801 + 1 1467866475 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467866475 + 1 1469442031 + 2 1467879821
2774504408	1 1467866475 + 1 1467865531 <=> 1 1467865623 + 1 1469388122
2774523525	2 1469442031 + 1 1467866249 + 1 1467865994 + 1 1467865636 + 1 1467865623 <=> 1 1467865531 + 1 1467866127 + 1 1467868530 + 1 1467879801
2786211458	1 1468054135 + 1 1467879801 + 1 1467869449 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467896591
2786211577	1 1467888682 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467894065
2786212079	1 1467893475 + 1 1467879966 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1468054552
2786215170	1 1468077337 + 1 1468034880 + 1 1467879801 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467918460
2786222954	1 1467895667 + 1 1467879966 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467905379
2786225001	1 1467873580 + 1 1467865531 <=> 1 1467865623 + 1 1467867028 + 1 1467868504
2786229271	2 1467899590 + 2 1467879801 + 1 1467867671 + 4 1467865531 <=> 4 1467865623 + 4 1467865636 + 1 1467910366
2786230284	1 1467917437 + 2 1467879801 + 2 1467866374 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 2 1467865856 + 1 1468077337
2786241170	1 1467895667 + 1 1467879801 + 1 1467865667 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467905379
2786242995	1 1467912116 + 1 1467879801 + 2 1467866374 + 2 1467865531 <=> 2 1467865623 + 1 1467865687 + 2 1467865856 + 1 1467918460
2786244958	1 1467893475 + 1 1467879801 + 1 1467865667 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1468054552
2786245498	1 1467879801 + 1 1467865812 + 1 1467865667 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467866007
2786246118	1 1467917437 + 1 1467879801 + 2 1467866374 + 2 1467865531 <=> 2 1467865623 + 1 1467865687 + 2 1467865856 + 1 1468077337
2786250032	1 1467879801 + 1 1467866677 + 1 1467865667 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 1467876829
2786251151	2 1467879801 + 1 1467868643 + 1 1467865531 <=> 1 1467865610 + 1 1467865623 + 1 1467865636 + 1 1467870978
2786253157	1 1468077337 + 1 1468034880 + 1 1467879801 + 1 1467865563 + 1 1467865531 <=> 1 1467865544 + 1 1467865623 + 1 1467865636 + 1 1467918460
2786272351	1 1468082065 + 1 1467865531 <=> 1 1467865623 + 1 1569793065
2786273685	1 1467970739 + 1 1467865531 <=> 1 1467865623 + 1 1467898131
2786274989	1 1468196579 + 1 1467865531 <=> 1 1467865623 + 1 1468198157
2786275001	1 1467970739 + 1 1467865531 <=> 1 1467865623 + 1 1467867103
2786278513	1 1467880624 + 1 1467865531 <=> 1 1467865623 + 1 1467866662
2786310396	1 1467879966 + 1 1467879801 + 1 1467866549 + 1 1467866374 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467865856 + 1 1467869709
2786310513	1 1467866836 + 1 1467866026 + 1 1467865856 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467866214
2786323926	1 1569798066 + 1 1467865563 + 1 1467865531 <=> 1 1467865544 + 1 1467865623 + 1 1467865636 + 1 1468049124
2786329304	1 1467923888 + 1 1467879966 + 1 1467879801 + 2 1467865531 <=> 2 1467865623 + 2 1467865636 + 1 1467923905
2786367474	1 1467868938 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 5449136
2786399897	1 1468058424 + 1 1467865531 <=> 1 1467865623 + 1 1469442031 + 1 1467892784
2792818807	1 1467866980 + 1 1467866565 + 1 1467865531 <=> 1 1467865623 + 1 1467865636 + 1 797019820
2774472741	1 1467918460 + 9 1469442031 + 2 1467865856 + 2 1467865783 + 2 1467865636 <=> 2 1467865623 + 2 1467866374 + 2 1467879801 + 1 1468086936
2594254865	1 1467878037 + 1 1467869584 <=> 1 1469442031 + 1 1467867842 + 1 1467874158
1569675620	1 1467878037 + 1 1467867342 <=> 1 1467867842 + 1 1467869584
1569733046	1 1467882438 + 1 1467878037 <=> 1 1467867842 + 1 1468011637
1569750866	1 1467878037 + 1 1467867931 <=> 1 1467867842 + 1 1468046259
1569759270	2 1467878037 + 1 1467869584 <=> 2 1467867842 + 1 1468049518
1569759363	1 1467878037 + 1 1467869584 <=> 1 1467867842 + 1 1468049511
1569759377	1 1468049511 + 1 1467878037 <=> 1 1467867842 + 1 1468049518
2592810116	1 1467878037 + 1 1467869584 <=> 1 1467867842 + 1 1467874158
2594254849	1 1467878037 + 1 1467867342 <=> 1 1469442031 + 1 1467867842 + 1 1467869584
2600156278	1 1467878037 + 1 1467867931 <=> 1 1469442031 + 1 1467867842 + 1 1468046259
2774321550	1 1468011637 + 1 1467867842 + 1 1469442031 <=> 1 1467878037 + 1 1467882438
2774393968	2 1467878037 + 1 1467869584 <=> 2 1469442031 + 2 1467867842 + 1 1468049518
2774393995	1 1467878037 + 1 1467869584 <=> 1 1469442031 + 1 1467867842 + 1 1468049511
2774394012	1 1468049511 + 1 1467878037 <=> 1 1469442031 + 1 1467867842 + 1 1468049518
2774444942	1 1468324376 + 1 1467867842 + 1 1469442031 <=> 1 1467874158 + 1 1467878037
1569738271	1 1467879801 + 1 1467874158 + 1 1467865610 <=> 1 1467865888 + 1 1467869584 + 1 1467911289
2594255184	1 1467868389 + 1 1467866885 + 1 1467865731 <=> 1 1467866026 + 1 1467867460 + 1 1467879956
1569659603	1 1467866095 + 1 1467865731 <=> 1 1467867176 + 1 1467879956
1569663953	1 1467866715 + 1 1467865731 <=> 1 1467879956 + 1 1467911814
1569664452	1 1467866778 + 1 1467865731 <=> 1 1467867028 + 1 1467879956
1569665251	1 1467866871 + 1 1467865731 <=> 1 1467875744 + 1 1467879956
1569668005	1 1467867373 + 1 1467865731 <=> 1 1467875551 + 1 1467879956
1569668919	1 1467867543 + 1 1467865731 <=> 1 1467866007 + 1 1467879956
1569674006	1 1467868971 + 1 1467865731 <=> 1 1467879956 + 1 1467895440
1569678218	1 1467870623 + 1 1467865731 <=> 1 1467871081 + 1 1467879956
1569681881	1 1467879801 + 1 1467872373 + 1 1467865731 <=> 1 1467877723 + 1 1467879956
1569685263	1 1467870443 + 1 1467865731 <=> 1 1467868822 + 1 1467879956
1569696367	1 1467892444 + 1 1467865731 <=> 1 1467879956 + 1 1467893475
1569710111	1 1467923571 + 1 1467879956 + 1 1467865610 <=> 1 1467865731 + 1 1467879801 + 1 1467886054
1569730362	1 1468010683 + 1 1467865731 <=> 1 1467879956 + 1 1468010665
1569734011	1 1467970772 + 1 1467865783 + 1 1467865731 <=> 1 1467868530 + 1 1467879956
1569742139	1 1467879956 + 1 1467866980 + 1 1467865610 <=> 1 1467865731 + 1 1467873011 + 1 1467879801
1569761001	1 1467883226 + 1 1467879956 + 1 1467865610 <=> 1 1467865731 + 1 1467879801 + 1 1467891611
1569762118	1 1467879956 + 1 1467867498 + 1 1467865610 <=> 1 1467865731 + 1 1467866731 + 1 1467879801
1569823906	1 1467866192 + 1 1467865731 <=> 1 1467879956 + 1 1467912737
1569828475	1 1467933773 + 7 1467879801 + 6 1467865731 + 8 1467865652 + 7 1467865544 + 1 1467865531 <=> 7 1467865563 + 1 1467865687 + 1 1467865783 + 8 1467865841 + 7 1469442031 + 6 1467879956
1569829133	1 1467879801 + 1 1467867373 + 1 1467865731 + 1 1467865544 <=> 1 1467865563 + 1 1469442031 + 1 1467869780 + 1 1467879956
1569842007	1 1467879956 + 1 1467879788 + 1 1467866565 + 1 1467865610 <=> 1 1467865731 + 2 1467879801 + 1 1468039577
1569842599	1 1467879956 + 1 1467866980 + 1 1467865610 <=> 1 1467865731 + 1 1469442031 + 1 1467873011 + 1 1467879801
1569848055	1 1469442031 + 1 1467866095 + 1 1467865731 <=> 1 1467867176 + 1 1467879956
1569848336	1 1467879956 + 1 1467873142 + 1 1467865610 <=> 1 1467865731 + 1 1469442031 + 1 1467878253 + 1 1467879801
1569848614	1 1467867373 + 1 1469442031 + 1 1467865731 <=> 1 1467875551 + 1 1467879956
1569848789	1 1467868971 + 1 1469442031 + 1 1467865731 <=> 1 1467879956 + 1 1467895440
1569849614	1 1467892444 + 1 1469442031 + 1 1467865731 <=> 1 1467879956 + 1 1467893475
1569849706	1 1467872984 + 1 1469442031 + 1 1467865731 <=> 1 1467879956 + 1 1467896214
1569850264	1 1467866871 + 1 1469442031 + 1 1467865731 <=> 1 1467875744 + 1 1467879956
1569850281	1 1467867543 + 1 1469442031 + 1 1467865731 <=> 1 1467866007 + 1 1467879956
1569850954	1 1467923571 + 1 1467879956 + 1 1467865610 <=> 1 1467865731 + 1 1469442031 + 1 1467879801 + 1 1467886054
1569862997	1 1467879801 + 1 1469442031 + 1 1467866345 + 1 1467865731 <=> 1 1467879874 + 1 1467879956 + 1 1467898395
1569884088	1 1467877057 + 1 1469442031 + 1 1467865731 <=> 1 1467879956 + 1 1467895469
1569885486	1 1467879956 + 1 1467867498 + 1 1467865610 <=> 1 1467865731 + 1 1469442031 + 1 1467866731 + 1 1467879801
1569886932	1 1467883226 + 1 1467879956 + 1 1467865610 <=> 1 1467865731 + 1 1469442031 + 1 1467879801 + 1 1467891611
1569897029	1 1467879956 + 1 1467879788 + 1 1469442031 + 1 1467866565 + 1 1467865610 <=> 1 1467865731 + 2 1467879801 + 1 1468707016
1569897086	1 1467880753 + 1 1467879956 + 1 1467865610 <=> 1 1467865731 + 1 1467879801 + 1 1467920725
1569897156	1 1467866026 + 1 1467865731 <=> 1 1467865667 + 1 1467879774 + 1 1467879956
1569897171	1 1467909375 + 1 1467865731 <=> 1 1467879956 + 1 1467909388
1569897197	1 1468010630 + 1 1467865731 <=> 1 1467879956 + 1 1467884701
1569897211	1 1467909362 + 1 1467865731 <=> 1 1467879956 + 1 1467909375
1569897244	1 1467895763 + 1 1467865731 <=> 1 1467879956 + 1 1467914544
1569902507	1 1468161804 + 1 1467879956 <=> 1 1467865731 + 1 1468218170
1569902668	1 1467877470 + 3 1467865731 <=> 3 1467879956 + 1 52041
1569903356	1 1467872984 + 1 1467865731 <=> 1 1467879956 + 1 1467896214
1569904115	5 1467879801 + 1 1467871766 + 4 1467865731 + 5 1467865652 + 5 1467865544 <=> 5 1467865563 + 5 1467865841 + 5 1469442031 + 4 1467879956 + 1 1467884933
1569906757	1 1467883918 + 1 1467879801 + 1 1467865731 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 1 1467865841 + 1 1469442031 + 1 1467879956 + 1 1467908162
1569906782	1 1467879801 + 1 1467867373 + 1 1467865731 + 1 1467865652 + 1 1467865544 <=> 1 1467865563 + 2 1467865841 + 1 1469442031 + 1 1467879956
1569915891	1 1467877057 + 1 1467865731 <=> 1 1467879956 + 1 1467895469
1569916432	7 1467879801 + 1 1467868847 + 7 1467865731 + 8 1467865652 + 7 1467865544 + 1 1467865531 <=> 7 1467865563 + 1 1467865687 + 1 1467865783 + 8 1467865841 + 7 1469442031 + 7 1467879956
1570009279	1 1467879801 + 1 1469442031 + 1 1467866080 + 1 1467865731 <=> 1 1467865812 + 1 1467879874 + 1 1467879956
1570009296	1 1467879801 + 1 1467867529 + 1 1469442031 + 1 1467865731 <=> 1 1467878310 + 1 1467879956
1570009311	1 1467879801 + 1 1467877005 + 1 1469442031 + 1 1467865731 <=> 1 1467866414 + 1 1467868389 + 1 1467879956
1570009328	1 1467900511 + 1 1467879801 + 1 1469442031 + 1 1467865731 <=> 1 1467867515 + 1 1467879956 + 1 1467925702
1570009369	1 1467879801 + 1 1467872480 + 1 1467865731 <=> 1 1467873865 + 1 1467879956
1570029405	1 1467867028 + 1 1467866192 + 1 1467865731 <=> 1 1467865636 + 2 1467879801 + 1 1467879956 + 1 1467898015
1570029445	1 1467866715 + 1 1469442031 + 1 1467865731 <=> 1 1467879956 + 1 1467911814
1570029458	1 1467866778 + 1 1469442031 + 1 1467865731 <=> 1 1467867028 + 1 1467879956
1570029519	1 1467870443 + 1 1469442031 + 1 1467865731 <=> 1 1467868822 + 1 1467879956
1737233920	1 1467879801 + 1 1467877005 + 1 1467865731 <=> 1 1467866414 + 1 1467868389 + 1 1467879956
