reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R08850/3.5.1A4/3.4.17.8;	4/3.5.1A1;	0.0715812	0.307692	0.225806	0.196078	0.175	0.104348	0.0493827	0.0245098	0.011236
R08850/3.5.1A1/3.4.17.8;	4/3.5.1A1;	0.0715812	0.307692	0.225806	0.196078	0.175	0.104348	0.0493827	0.0245098	0.011236
R04611/3.5.1A1/3.4.17.8;	4/3.5.1A1;	0.0715812	0.307692	0.225806	0.196078	0.175	0.104348	0.0493827	0.0245098	0.011236
R07301/3.5.1A4/3.5.1.85;	4/3.5.1A1;	0.070615	0.307692	0.225806	0.145833	0.0657895	0.0630631	0.0536913	0.0529101	0.0403226
R07301/3.5.1A4/3.5.1.85;	4/3.5.1A1;	0.070615	0.307692	0.225806	0.145833	0.0657895	0.0630631	0.0536913	0.0529101	0.0403226
R07301/3.5.1A1/3.5.1.85;	4/3.5.1A1;	0.070615	0.307692	0.225806	0.145833	0.0657895	0.0630631	0.0536913	0.0529101	0.0403226
R07301/3.5.1A1/3.5.1.85;	4/3.5.1A1;	0.070615	0.307692	0.225806	0.145833	0.0657895	0.0630631	0.0536913	0.0529101	0.0403226
R08351/3.5.1A4/;	4/3.5.1A1;	0.0702703	0.307692	0.225806	0.163265	0.144737	0.0964912	0.05	0.0294118	0.0226415
R08351/3.5.1A1/;	4/3.5.1A1;	0.0702703	0.307692	0.225806	0.163265	0.144737	0.0964912	0.05	0.0294118	0.0226415
R01992/3.5.1A4/3.4.13.18,3.4.13.20;	4/3.5.1A1;	0.0691145	0.307692	0.225806	0.18	0.164557	0.102564	0.05	0.0199005	0.0114504
R01992/3.5.1A1/3.4.13.18,3.4.13.20;	4/3.5.1A1;	0.0691145	0.307692	0.225806	0.18	0.164557	0.102564	0.05	0.0199005	0.0114504
R02733/3.5.1A4/3.5.1.47;	4/3.5.1A1;	0.0690045	0.307692	0.225806	0.163265	0.131579	0.0810811	0.0604027	0.026178	0.0199203
R02733/3.5.1A1/3.5.1.47;	4/3.5.1A1;	0.0690045	0.307692	0.225806	0.163265	0.131579	0.0810811	0.0604027	0.026178	0.0199203
R00911/3.5.1A4/3.4.13.4;	4/3.5.1A1;	0.0688124	0.307692	0.225806	0.18	0.164557	0.0775862	0.0592105	0.0205128	0.0119048
R00911/3.5.1A1/3.4.13.4;	4/3.5.1A1;	0.0688124	0.307692	0.225806	0.18	0.164557	0.0775862	0.0592105	0.0205128	0.0119048
R08295(r)/3.5.1A1(rev)/3.1.1.1;	4/3.5.1A1;	0.0674518	0.307692	0.1875	0.113208	0.13253	0.092437	0.0559006	0.0351759	0.0191571
R08295(r)/3.5.1A1(rev)/3.1.1.1;	4/3.5.1A1;	0.0674518	0.307692	0.1875	0.113208	0.13253	0.092437	0.0559006	0.0351759	0.0191571
R04911/3.5.1A4/3.5.1.9;	4/3.5.1A1;	0.0673289	0.307692	0.16129	0.104167	0.0897436	0.0689655	0.0641026	0.0510204	0.0313725
R04911/3.5.1A1/3.5.1.9;	4/3.5.1A1;	0.0673289	0.307692	0.16129	0.104167	0.0897436	0.0689655	0.0641026	0.0510204	0.0313725
R00682/3.5.1A1/3.5.1.57;	4/3.5.1A1;	0.0665939	0.307692	0.16129	0.142857	0.0886076	0.0347826	0.0448718	0.0502513	0.0498084
R11524/3.5.1A1/3.13.1.6;	4/3.5.1A1;	0.0663765	0.307692	0.225806	0.18	0.15	0.104348	0.0434783	0.020202	0.00775194
R11524/3.5.1A4/3.13.1.6;	4/3.5.1A1;	0.0663765	0.307692	0.225806	0.18	0.15	0.104348	0.0434783	0.020202	0.00775194
R01166/3.5.1A1/3.4.13.18,3.4.13.20;	4/3.5.1A1;	0.0663043	0.307692	0.225806	0.18	0.164557	0.0762712	0.0512821	0.02	0.0115385
R01166/3.5.1A4/3.4.13.18,3.4.13.20;	4/3.5.1A1;	0.0663043	0.307692	0.225806	0.18	0.164557	0.0762712	0.0512821	0.02	0.0115385
R08300(r)/3.5.1A1(rev)/3.1.1.1;	4/3.5.1A1;	0.0658996	0.307692	0.1875	0.113208	0.129412	0.088	0.0542169	0.0346535	0.0187266
R08300(r)/3.5.1A1(rev)/3.1.1.1;	4/3.5.1A1;	0.0658996	0.307692	0.1875	0.113208	0.129412	0.088	0.0542169	0.0346535	0.0187266
R05677(r)/3.5.1A1(rev)/;	4/3.5.1A1;	0.0653805	0.307692	0.1875	0.0961538	0.075	0.0689655	0.0506329	0.0445545	0.0411985
R05677(r)/3.5.1A1(rev)/;	4/3.5.1A1;	0.0653805	0.307692	0.1875	0.0961538	0.075	0.0689655	0.0506329	0.0445545	0.0411985
R05677(r)/3.5.1A1(rev)/;	4/3.5.1A1;	0.0653805	0.307692	0.1875	0.0961538	0.075	0.0689655	0.0506329	0.0445545	0.0411985
R10933/3.5.1A1/;	4/3.5.1A1;	0.065032	0.307692	0.225806	0.18	0.164557	0.112069	0.0542169	0.00956938	0
R10933/3.5.1A4/;	4/3.5.1A1;	0.065032	0.307692	0.225806	0.18	0.164557	0.112069	0.0542169	0.00956938	0
R01959/3.5.1A1/3.5.1.9;	4/3.5.1A1;	0.0643729	0.307692	0.16129	0.104167	0.0897436	0.0689655	0.0588235	0.0461538	0.0275591
R01959/3.5.1A4/3.5.1.9;	4/3.5.1A1;	0.0643729	0.307692	0.16129	0.104167	0.0897436	0.0689655	0.0588235	0.0461538	0.0275591
R04103/3.5.1A1/3.5.1.11;	4/3.5.1A1;	0.0641264	0.307692	0.225806	0.18	0.129412	0.0839695	0.0537634	0.0322581	0.015674
R04103/3.5.1A1/3.5.1.11;	4/3.5.1A1;	0.0641264	0.307692	0.225806	0.18	0.129412	0.0839695	0.0537634	0.0322581	0.015674
R04103/3.5.1A4/3.5.1.11;	4/3.5.1A1;	0.0641264	0.307692	0.225806	0.18	0.129412	0.0839695	0.0537634	0.0322581	0.015674
R04103/3.5.1A4/3.5.1.11;	4/3.5.1A1;	0.0641264	0.307692	0.225806	0.18	0.129412	0.0839695	0.0537634	0.0322581	0.015674
R01424(r)/3.5.1A1(rev)/3.5.1.32;	4/3.5.1A1;	0.0640341	0.307692	0.1875	0.113208	0.117647	0.075	0.0496894	0.039801	0.019305
R01424(r)/3.5.1A1(rev)/3.5.1.32;	4/3.5.1A1;	0.0640341	0.307692	0.1875	0.113208	0.117647	0.075	0.0496894	0.039801	0.019305
R01077/3.5.1A4/3.5.1.12;	4/3.5.1A1;	0.063922	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.035	0.0185874
R01077/3.5.1A1/3.5.1.12;	4/3.5.1A1;	0.063922	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.035	0.0185874
R11561/3.5.1A1/3.5.1.123;	4/3.5.1A1;	0.0636943	0.307692	0.225806	0.18	0.111111	0.0833333	0.0481928	0.0289855	0.0114943
R11561/3.5.1A4/3.5.1.123;	4/3.5.1A1;	0.0636943	0.307692	0.225806	0.18	0.111111	0.0833333	0.0481928	0.0289855	0.0114943
R11561/3.5.1A1/3.5.1.123;	4/3.5.1A1;	0.0636943	0.307692	0.225806	0.18	0.111111	0.0833333	0.0481928	0.0289855	0.0114943
R11561/3.5.1A4/3.5.1.123;	4/3.5.1A1;	0.0636943	0.307692	0.225806	0.18	0.111111	0.0833333	0.0481928	0.0289855	0.0114943
R10978/3.5.1A1/3.5.1.117;	4/3.5.1A1;	0.0636663	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.0192308
R10978/3.5.1A4/3.5.1.117;	4/3.5.1A1;	0.0636663	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.0192308
R03448/3.5.1A1/3.5.2.12;	4/3.5.1A1;	0.0636663	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.0192308
R03448/3.5.1A4/3.5.2.12;	4/3.5.1A1;	0.0636663	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.0192308
R03288/3.5.1A1/3.4.13.20,3.4.13.5;	4/3.5.1A1;	0.0636462	0.307692	0.225806	0.18	0.164557	0.0762712	0.0506329	0.0148515	0.00760456
R03288/3.5.1A4/3.4.13.20,3.4.13.5;	4/3.5.1A1;	0.0636462	0.307692	0.225806	0.18	0.164557	0.0762712	0.0506329	0.0148515	0.00760456
R08707/3.5.1A4/3.5.1.52;	4/3.5.1A1;	0.0634146	0.307692	0.225806	0.156863	0.119048	0.0833333	0.0481283	0.0305677	0.0175439
R08707/3.5.1A1/3.5.1.52;	4/3.5.1A1;	0.0634146	0.307692	0.225806	0.156863	0.119048	0.0833333	0.0481283	0.0305677	0.0175439
R03421/3.5.1A1/3.5.1.26;	4/3.5.1A1;	0.0631896	0.307692	0.225806	0.156863	0.119048	0.0681818	0.0508475	0.0324074	0.0178571
R03421/3.5.1A4/3.5.1.26;	4/3.5.1A1;	0.0631896	0.307692	0.225806	0.156863	0.119048	0.0681818	0.0508475	0.0324074	0.0178571
R00059/3.5.1A1/3.5.1.46;	4/3.5.1A1;	0.0626374	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.015444
R00059/3.5.1A4/3.5.1.46;	4/3.5.1A1;	0.0626374	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0304569	0.015444
R02734(r)/3.5.1A1(rev)/3.5.1.18;	4/3.5.1A1;	0.0623656	0.307692	0.1875	0.113208	0.121951	0.0840336	0.0368098	0.0304569	0.0232558
R05356/3.5.1A1/;	4/3.5.1A1;	0.0623608	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0307692	0.0120482
R05356/3.5.1A4/;	4/3.5.1A1;	0.0623608	0.307692	0.225806	0.163265	0.101266	0.0695652	0.0519481	0.0307692	0.0120482
R03579/3.5.1A4/3.5.1.71;	4/3.5.1A1;	0.0620321	0.307692	0.225806	0.163265	0.1125	0.0598291	0.0503145	0.0246305	0.0222222
R03579/3.5.1A1/3.5.1.71;	4/3.5.1A1;	0.0620321	0.307692	0.225806	0.163265	0.1125	0.0598291	0.0503145	0.0246305	0.0222222
R00682/3.5.1A1/3.5.1.57;	4/3.5.1A1;	0.0619565	0.307692	0.16129	0.142857	0.0886076	0.0347826	0.0448718	0.045	0.0378788
R00494/3.5.1A4/3.4.19.13;	4/3.5.1A1;	0.0617021	0.307692	0.225806	0.18	0.121951	0.0932203	0.0484848	0.0144231	0.00769231
R00494/3.5.1A1/3.4.19.13;	4/3.5.1A1;	0.0617021	0.307692	0.225806	0.18	0.121951	0.0932203	0.0484848	0.0144231	0.00769231
R09661/3.5.3A3/3.5.99.8;	4/3.5.1A1;	0.0616915	0.259259	0.151515	0.132075	0.123596	0.0902256	0.0738636	0.0318182	0
R00411/3.5.1A4/3.5.1.96;	4/3.5.1A1;	0.0615551	0.307692	0.225806	0.18	0.164557	0.0932203	0.0426829	0.010101	0
R00411/3.5.1A1/3.5.1.96;	4/3.5.1A1;	0.0615551	0.307692	0.225806	0.18	0.164557	0.0932203	0.0426829	0.010101	0
R03916/3.5.1A1/2.3.2.2;	4/3.5.1A1;	0.0613108	0.307692	0.225806	0.18	0.121951	0.0916667	0.0481928	0.0142857	0.00766284
R03916/3.5.1A4/2.3.2.2;	4/3.5.1A1;	0.0613108	0.307692	0.225806	0.18	0.121951	0.0916667	0.0481928	0.0142857	0.00766284
R11208/3.5.1A1/3.5.1.119;	4/3.5.1A1;	0.0612245	0.307692	0.225806	0.163265	0.101266	0.0775862	0.0429448	0.0241546	0.0192308
R11208/3.5.1A4/3.5.1.119;	4/3.5.1A1;	0.0612245	0.307692	0.225806	0.163265	0.101266	0.0775862	0.0429448	0.0241546	0.0192308
R04103(r)/3.5.1A1(rev)/3.5.1.11;	4/3.5.1A1;	0.0611677	0.307692	0.1875	0.113208	0.0909091	0.0676692	0.0537634	0.044898	0.0253165
R04103(r)/3.5.1A1(rev)/3.5.1.11;	4/3.5.1A1;	0.0611677	0.307692	0.1875	0.113208	0.0909091	0.0676692	0.0537634	0.044898	0.0253165
R07402/3.5.1A1/3.5.1.93;	4/3.5.1A1;	0.061165	0.307692	0.225806	0.18	0.119048	0.0793651	0.0505618	0.0210084	0.016835
R07402/3.5.1A4/3.5.1.93;	4/3.5.1A1;	0.061165	0.307692	0.225806	0.18	0.119048	0.0793651	0.0505618	0.0210084	0.016835
R08350/3.5.1A4/;	4/3.5.1A1;	0.0610932	0.307692	0.225806	0.163265	0.144737	0.0964912	0.037037	0.0194175	0.00743494
R08350/3.5.1A1/;	4/3.5.1A1;	0.0610932	0.307692	0.225806	0.163265	0.144737	0.0964912	0.037037	0.0194175	0.00743494
R09285(r)/3.5.3A3(rev)/;	4/3.5.1A1;	0.0610278	0.259259	0.117647	0.115385	0.105882	0.096	0.0727273	0.0304569	0.00401606
R01583(r)/3.5.1A1/4.2.1.48;	4/3.5.1A1;	0.0605727	0.307692	0.225806	0.18	0.164557	0.0948276	0.0440252	0	0
R01583(r)/3.5.1A4/4.2.1.48;	4/3.5.1A1;	0.0605727	0.307692	0.225806	0.18	0.164557	0.0948276	0.0440252	0	0
R07303/3.5.1A4/3.5.1.91;	4/3.5.1A1;	0.0603645	0.307692	0.16129	0.0851064	0.0789474	0.0630631	0.0536913	0.042328	0.0281124
R07303/3.5.1A1/3.5.1.91;	4/3.5.1A1;	0.0603645	0.307692	0.16129	0.0851064	0.0789474	0.0630631	0.0536913	0.042328	0.0281124
R07303/3.5.1A1/3.5.1.91;	4/3.5.1A1;	0.0603645	0.307692	0.16129	0.0851064	0.0789474	0.0630631	0.0536913	0.042328	0.0281124
R07303/3.5.1A4/3.5.1.91;	4/3.5.1A1;	0.0603645	0.307692	0.16129	0.0851064	0.0789474	0.0630631	0.0536913	0.042328	0.0281124
R03935/3.5.1A4/3.4.13.4;	4/3.5.1A1;	0.060307	0.307692	0.225806	0.18	0.164557	0.0775862	0.0454545	0.0101523	0
R03935/3.5.1A1/3.4.13.4;	4/3.5.1A1;	0.060307	0.307692	0.225806	0.18	0.164557	0.0775862	0.0454545	0.0101523	0
R11792/3.5.1A4/3.4.19.16;	4/3.5.1A1;	0.060166	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00743494
R11792/3.5.1A1/3.4.19.16;	4/3.5.1A1;	0.060166	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00743494
R03970(r)/3.5.1A1/2.3.2.2;	4/3.5.1A1;	0.0601504	0.307692	0.225806	0.18	0.164557	0.0932203	0.0490798	0	0
R03970(r)/3.5.1A4/2.3.2.2;	4/3.5.1A1;	0.0601504	0.307692	0.225806	0.18	0.164557	0.0932203	0.0490798	0	0
R03810/3.5.1A4/3.5.2.13;	4/3.5.1A1;	0.0600667	0.307692	0.225806	0.163265	0.141026	0.0956522	0.0440252	0.0103627	0
R03810/3.5.1A1/3.5.2.13;	4/3.5.1A1;	0.0600667	0.307692	0.225806	0.163265	0.141026	0.0956522	0.0440252	0.0103627	0
R11795/3.5.1A4/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R11793/3.5.1A1/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R11795/3.5.1A1/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R11795/3.5.1A4/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R11795/3.5.1A1/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R11793/3.5.1A4/3.4.19.16;	4/3.5.1A1;	0.0600414	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0138889	0.00738007
R09287(r)/3.5.3A3(rev)/;	4/3.5.1A1;	0.059893	0.259259	0.117647	0.148148	0.103448	0.0813008	0.0736196	0.0304569	0
R09285(r)/3.5.3A3(rev)/;	4/3.5.1A1;	0.059893	0.259259	0.117647	0.132075	0.105882	0.0887097	0.0727273	0.0304569	0
R09875/3.5.1A1/3.4.19.14;	4/3.5.1A1;	0.0598555	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0137615	0.00735294
R09875/3.5.1A4/3.4.19.14;	4/3.5.1A1;	0.0598555	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0137615	0.00735294
R11794/3.5.1A4/3.4.19.16;	4/3.5.1A1;	0.0597322	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0137615	0.00729927
R11794/3.5.1A1/3.4.19.16;	4/3.5.1A1;	0.0597322	0.307692	0.225806	0.18	0.121951	0.0916667	0.0470588	0.0137615	0.00729927
R01200/3.5.1A4/3.5.1.33;	4/3.5.1A1;	0.0592034	0.307692	0.225806	0.163265	0.1	0.0775862	0.05	0.0245098	0.00760456
