,LCSBID
mobd_c,1468087823
mobd_e,1468087823
mobd_p,1468087823
moco_c,1468026465
mococdp_c,1468090949
mocogdp_c,1468041455
mpt_c,1467913342
mptamp_c,1468040853
mql8_c,1468218170
mqn8_c,1468161804
msa_c,1467868504
mso3_c,1467967481
mso3_e,1467967481
mso3_p,1467967481
mthgxl_c,1467872180
mththf_c,1468162353
murein3p3p_p,
murein3px3p_p,1469396098
murein3px4p_p,1469302990
murein4p3p_p,
murein4p4p_p,
murein4px4p4p_p,1469338402
murein4px4p_p,
murein4px4px4p_p,
murein5p3p_p,
murein5p4p_p,
murein5p5p5p_p,
murein5p5p_p,
murein5px3p_p,
murein5px4p_p,1469345712
murein5px4px4p_p,1469367540
myrsACP_c,
n2o_c,1467875679
n2o_e,1467875679
n2o_p,1467875679
n8aspmd_c,1467877028
na15dap_c,1468011637
na1_c,1468121871
na1_e,1468121871
na1_p,1468121871
nac_c,1467868908
nac_e,1467868908
nac_p,1467868908
nad_c,1467865544
nadh_c,1467865563
nadp_c,1467865592
nadph_c,1467865578
ncam_c,1467867595
nh4_c,1467879874
nh4_e,1467879874
nh4_p,1467879874
ni2_c,1467869287
ni2_e,1467869287
ni2_p,1467869287
nicrnt_c,1467878511
nmn_c,1467871113
nmn_e,1467871113
nmn_p,1467871113
no2_c,1467866704
no2_e,1467866704
no2_p,1467866704
no3_c,1469418058
no3_e,1469418058
no3_p,1469418058
no_c,2593081467
no_e,2593081467
no_p,2593081467
novbcn_e,1467906946
novbcn_p,1467906946
o16a2und_p,
o16a3und_p,
o16a4colipa_e,2604448019
o16a4colipa_p,2604448019
o16a4und_p,
o16aund_c,
o16aund_p,
o2_c,1467865610
o2_e,1467865610
o2_p,1467865610
o2s_c,1467873714
o2s_e,1467873714
o2s_p,1467873714
oaa_c,1467866007
oc2coa_c,1467908186
ocACP_c,
occoa_c,1467884933
ocdcaACP_c,
ocdca_c,1467881276
ocdca_e,1467881276
ocdca_p,1467881276
ocdcap_c,
ocdcea_c,1467873776
ocdcea_e,1467873776
ocdcea_p,1467873776
ocdceap_c,
octa_c,1467917646
octa_e,1467917646
octa_p,1467917646
octapb_c,
octdp_c,1467900985
octeACP_c,2786416014
od2coa_c,1468008283
odecoa_c,1467871766
ogmeACP_c,
ohpb_c,1467914544
op4en_c,1468115353
opmeACP_c,
orn_c,1467866549
orn_e,1467866549
orn_p,1467866549
orot5p_c,1467877711
orot_c,1467869325
orot_e,1467869325
orot_p,1467869325
oxa_c,1467868344
oxadpcoa_c,1467887291
oxalcoa_c,1467869559
oxam_c,1467880558
oxur_c,1467874708
pa120_c,
pa120_p,
pa140_c,1468220717
pa140_p,1468220717
pa141_c,
pa141_p,
pa160_c,
pa160_p,
pa161_c,
pa161_p,
pa180_c,
pa180_p,
pa181_c,
pa181_p,
pac_c,1467923604
pacald_c,1467872719
pacald_e,1467872719
pacald_p,1467872719
palmACP_c,
pan4p_c,1467878010
pant__R_c,1467871904
pap_c,2786370944
paps_c,1467866249
pdx5p_c,1467872953
pe120_c,1469360128
pe120_p,1469360128
pe140_c,1469360171
pe140_p,1469360171
pe141_c,
pe141_p,
pe160_c,1469360212
pe160_p,1469360212
pe161_c,1469341410
pe161_p,1469341410
pe180_c,1469360246
pe180_p,1469360246
pe181_c,1469340956
pe181_p,1469340956
peamn_e,1467908642
peamn_p,1467908642
pep_c,1467866507
pg120_c,
pg120_p,
pg140_c,1469361154
pg140_p,1469361154
pg141_c,
pg141_p,
pg160_c,1468097899
pg160_p,1468097899
pg161_c,1469361078
pg161_p,1469361078
pg180_c,1469361401
pg180_p,1469361401
pg181_c,1469361277
pg181_p,1469361277
pgp120_c,
pgp120_p,
pgp140_c,
pgp140_p,
pgp141_c,
pgp141_p,
pgp160_c,1469320548
pgp160_p,1469320548
pgp161_c,
pgp161_p,
pgp180_c,1469320637
pgp180_p,1469320637
pgp181_c,
pgp181_p,
phaccoa_c,1467872545
phe__L_c,1467866580
phe__L_e,1467866580
phe__L_p,1467866580
pheme_c,1467865953
pheme_e,1467865953
pheme_p,1467865953
phetrna_c,
phhlipa_c,1469328810
phom_c,1467877700
phphhlipa_c,1469328930
phpyr_c,1467867780
phthr_c,1467914556
pi_c,1467865636
pi_e,1467865636
pi_p,1467865636
pimACP_c,
pmeACP_c,
pmtcoa_c,1467867611
pnto__R_c,1467875442
pnto__R_e,1467875442
pnto__R_p,1467875442
poaac_c,1468044003
ppa_c,2786390242
ppa_e,2786390242
ppa_p,2786390242
ppal_c,1467871372
ppal_e,1467871372
ppal_p,1467871372
ppap_c,2592816579
ppbng_c,1467876094
ppcoa_c,1467866871
ppgpp_c,1467878952
pphn_c,1467868924
ppi_c,1467865687
ppp9_c,52041
pppg9_c,1467877470
pppi_c,1467870577
pppn_c,1467910944
pppn_e,1467910944
pppn_p,1467910944
ppt_e,1468131639
ppt_p,1468131639
pram_c,1467893667
pran_c,1467902086
prbamp_c,1467891052
prbatp_c,1467891024
preq0_c,1468006422
preq1_c,1468012666
prfp_c,1467906383
prlp_c,1467906537
pro__L_c,1467867529
pro__L_e,1467867529
pro__L_p,1467867529
progly_c,1469335727
progly_e,1469335727
progly_p,1469335727
protrna_c,
prpp_c,1467867132
ps120_c,
ps140_c,
ps141_c,
ps160_c,1469321232
ps161_c,
ps180_c,1469321323
ps181_c,
psclys_c,1468010852
psclys_e,1468010852
psclys_p,1468010852
pser__L_c,1467876785
pser__L_e,1467876785
pser__L_p,1467876785
ptrc_c,1467867342
ptrc_e,1467867342
ptrc_p,1467867342
pyam5p_c,1467873194
pydam_c,1467872046
pydam_e,1467872046
pydam_p,1467872046
pydx5p_c,1467865752
pydx_c,1467868867
pydx_e,1467868867
pydx_p,1467868867
pydxn_c,1467869570
pydxn_e,1467869570
pydxn_p,1467869570
pyr_c,1467865812
pyr_e,1467865812
pyr_p,1467865812
q8_c,1468020254
q8h2_c,1468218154
quin_c,1467869340
quin_e,1467869340
quin_p,1467869340
quln_c,1467898015
r15bp_c,1467878152
r1p_c,1467872897
r5p_c,1467867103
r5p_e,1467867103
r5p_p,1467867103
ragund_c,1469411442
rbflvrd_c,1467876801
rbl__L_c,1467906853
rdmbzi_c,1467912137
rephaccoa_c,
rfamp_e,1467920378
rfamp_p,1467920378
rhcys_c,1569906559
rib__D_c,1467867962
rib__D_e,1467867962
rib__D_p,1467867962
ribflv_c,1467868938
rml1p_c,1467877663
rml_c,1467875411
rmn_c,1467871718
rmn_e,1467871718
rmn_p,1467871718
ru5p__D_c,1467868222
ru5p__L_c,1467868222
s17bp_c,1467871033
s7p_c,1467909038
sarcs_c,1467868389
sbt6p_c,1467873168
sbt__D_e,1467870443
sbt__D_p,1467870443
sbzcoa_c,1467894138
scl_c,2786417297
sectrna_c,
sel_c,1467911568
sel_e,1467911568
sel_p,1467911568
seln_c,1468116043
selnp_c,2786384973
ser__D_c,1467866388
ser__D_e,1467866388
ser__D_p,1467866388
ser__L_c,1467866388
ser__L_e,1467866388
ser__L_p,1467866388
seramp_c,1467912538
sertrna_c,
sertrna_sec_c,
sheme_c,525056622
skm5p_c,1467894258
skm_c,1467871544
skm_e,1467871544
skm_p,1467871544
sl26da_c,1467902833
sl2a6o_c,1467903133
slnt_c,1467911461
slnt_e,1467911461
slnt_p,1467911461
so2_c,1467945276
so2_e,1467945276
so2_p,1467945276
so3_c,1467970772
so3_e,1467970772
so3_p,1467970772
so4_c,1467866306
so4_e,1467866306
so4_p,1467866306
spmd_c,1467869584
spmd_e,1467869584
spmd_p,1467869584
stcoa_c,
suc6p_c,1468012773
sucarg_c,1467895153
sucbz_c,1467890961
succ_c,1467866095
succ_e,1467866095
succ_p,1467866095
succoa_c,1467866749
sucglu_c,1467913415
sucgsa_c,1467913426
suchms_c,1467877856
sucorn_c,1467895925
sucr_e,1467866715
sucr_p,1467866715
sucsal_c,1467868613
sufbcd_2fe2s2_c,
sufbcd_2fe2s_c,
sufbcd_4fe4s_c,
sufbcd_c,
sufse_c,
sufsesh_c,
sulfac_c,1467988343
sulfac_e,1467988343
sulfac_p,1467988343
t3c11vaceACP_c,
t3c5ddeceACP_c,
t3c7mrseACP_c,
t3c9palmeACP_c,
tag6p__D_c,1467866662
tagdp__D_c,1467870021
tagur_c,2786385129
tartr__D_c,1467872252
tartr__D_e,1467872252
tartr__D_p,1467872252
tartr__L_c,1467872252
tartr__L_e,1467872252
tartr__L_p,1467872252
taur_c,1467868789
taur_e,1467868789
taur_p,1467868789
tcynt_c,1467883279
tcynt_e,1467883279
tcynt_p,1467883279
td2coa_c,1467908150
tdcoa_c,
tddec2eACP_c,
tdeACP_c,
tdec2eACP_c,
tdecoa_c,
thdp_c,1467899707
thex2eACP_c,
thf_c,1467866885
thm_c,1467870286
thm_e,1467870286
thm_p,1467870286
thmmp_c,1467877492
thmnp_c,1468049496
thmpp_c,1467866431
thptdn_c,1467911140
thr__L_c,1467868061
thr__L_e,1467868061
thr__L_p,1467868061
thrp_e,1467977585
thrp_p,1467977585
thrtrna_c,
thym_c,1467867917
thym_e,1467867917
thym_p,1467867917
thymd_c,1467868402
thymd_e,1467868402
thymd_p,1467868402
tma_c,1467872373
tma_e,1467872373
tma_p,1467872373
tmao_c,1467877723
tmao_e,1467877723
tmao_p,1467877723
tmrs2eACP_c,
toct2eACP_c,
toctd2eACP_c,
tpalm2eACP_c,
trdox_c,1467869888
trdrd_c,1467869879
tre6p_c,1467873567
tre_c,1467877508
tre_e,1467877508
tre_p,1467877508
trnaala_c,
trnaarg_c,
trnaasn_c,
trnaasp_c,
trnacys_c,
trnagln_c,
trnaglu_c,
trnagly_c,
trnahis_c,
trnaile_c,
trnaleu_c,
trnalys_c,
trnamet_c,
trnaphe_c,
trnapro_c,
trnasecys_c,
trnaser_c,
trnathr_c,
trnatrp_c,
trnatyr_c,
trnaval_c,
trp__L_c,1467866565
trp__L_e,1467866565
trp__L_p,1467866565
trptrna_c,
tsul_c,1467910257
tsul_e,1467910257
tsul_p,1467910257
ttdca_c,
ttdca_e,
ttdca_p,
ttdcap_c,
ttdcea_c,
ttdcea_e,
ttdcea_p,
ttdceap_c,
ttrcyc_e,352926831
ttrcyc_p,352926831
tungs_c,1468092339
tungs_e,1468092339
tungs_p,1468092339
tym_e,1467871421
tym_p,1467871421
tyr__L_c,1467866617
tyr__L_e,1467866617
tyr__L_p,1467866617
tyrp_e,1467918425
tyrp_p,1467918425
tyrtrna_c,
u23ga_c,1467904571
u3aga_c,1467905270
u3hga_c,1467914230
uLa4fn_c,1469303536
uLa4n_c,
uLa4n_p,
uaagmda_c,
uaccg_c,1467904382
uacgam_c,1467866112
uacgam_e,1467866112
uacgam_p,1467866112
uacmam_c,1467866112
uacmamu_c,1467903935
uagmda_c,1467913029
uama_c,1467878766
uamag_c,1467873594
uamr_c,1467877216
udcpdp_c,2786402853
udcpdp_p,2786402853
udcpp_c,1467869944
udcpp_p,1467869944
udpLa4fn_c,1468007679
udpLa4n_c,1468007667
udpLa4o_c,1468007689
udp_c,1467865718
udpacgal_e,1467866112
udpacgal_p,1467866112
udpg_c,1467865910
udpg_e,1467865910
udpg_p,1467865910
udpgal_c,1467865910
udpgal_e,1467865910
udpgal_p,1467865910
udpgalfur_c,1467898092
udpglcur_c,1467867798
udpglcur_e,1467867798
udpglcur_p,1467867798
ugmd_c,1467906255
ugmda_c,1467906287
um4p_c,
ump_c,1467866945
ump_e,1467866945
ump_p,1467866945
unaga_c,1467879497
unagamu_c,1468045870
unagamuf_c,1468045879
unagamuf_p,1468045879
uppg3_c,1467877230
ura_c,1467866960
ura_e,1467866960
ura_p,1467866960
uracp_c,1468043859
urate_c,1467870164
urdglyc_c,1467872740
urea_c,2786410141
urea_e,2786410141
urea_p,2786410141
uri_c,1467869376
uri_e,1467869376
uri_p,1467869376
utp_c,1467866522
val__L_c,1467867986
val__L_e,1467867986
val__L_p,1467867986
valtrna_c,
wco_c,
xan_c,1467870360
xan_e,1467870360
xan_p,1467870360
xdp_c,1467879855
xmp_c,1467873249
xmp_e,1467873249
xmp_p,1467873249
xtp_c,1467873682
xtsn_c,1467883352
xtsn_e,1467883352
xtsn_p,1467883352
xu5p__D_c,1467868222
xu5p__L_c,1467868222
xyl__D_c,1467867962
xyl__D_e,1467867962
xyl__D_p,1467867962
xylu__D_c,1467906853
xylu__L_c,1467906853
xylu__L_e,1467906853
xylu__L_p,1467906853
zn2_c,1468122419
zn2_e,1468122419
zn2_p,1468122419
